Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-01,0.1071,0.0411
2015-01-02,0.10714,0.03876
2015-01-03,0.10718,0.03659
2015-01-04,0.10722,0.03463
2015-01-05,0.10727,0.03291
2015-01-06,0.10731,0.03147
2015-01-07,0.10735,0.03036
2015-01-08,0.10739,0.0296
2015-01-09,0.10744,0.02923
2015-01-10,0.10748,0.02926
2015-01-11,0.10752,0.02969
2015-01-12,0.10756,0.03051
2015-01-13,0.1076,0.03167
2015-01-14,0.10765,0.03316
2015-01-15,0.10769,0.03492
2015-01-16,0.10773,0.03691
2015-01-17,0.10777,0.03911
2015-01-18,0.10782,0.04148
2015-01-19,0.10771,0.03817
2015-01-20,0.10761,0.03523
2015-01-21,0.1075,0.03274
2015-01-22,0.1074,0.03082
2015-01-23,0.10729,0.02958
2015-01-24,0.10719,0.02911
2015-01-25,0.10708,0.02944
2015-01-26,0.10698,0.03055
2015-01-27,0.10687,0.03235
2015-01-28,0.10677,0.03475
2015-01-29,0.10666,0.03762
2015-01-30,0.10656,0.04086
2015-01-31,0.10613,0.02877
2015-02-01,0.10571,0.04051
2015-02-02,0.10574,0.03669
2015-02-03,0.10576,0.03341
2015-02-04,0.10579,0.03086
2015-02-05,0.10581,0.02922
2015-02-06,0.10584,0.02865
2015-02-07,0.10587,0.02922
2015-02-08,0.10589,0.03086
2015-02-09,0.10592,0.03341
2015-02-10,0.10594,0.03669
2015-02-11,0.10597,0.04052
2015-02-12,0.10599,0.03204
2015-02-13,0.10601,0.02867
2015-02-14,0.10603,0.03207
2015-02-15,0.10604,0.04057
2015-02-16,0.10608,0.03779
2015-02-17,0.10611,0.03526
2015-02-18,0.10615,0.03305
2015-02-19,0.10618,0.03122
2015-02-20,0.10621,0.02986
2015-02-21,0.10625,0.02901
2015-02-22,0.10628,0.02873
2015-02-23,0.10632,0.02903
2015-02-24,0.10635,0.0299
2015-02-25,0.10639,0.03128
2015-02-26,0.10642,0.03312
2015-02-27,0.10645,0.03535
2015-02-28,0.10649,0.03789
2015-03-01,0.10652,0.04068
2015-03-02,0.10655,0.03789
2015-03-03,0.10657,0.03535
2015-03-04,0.10659,0.03313
2015-03-05,0.10661,0.0313
2015-03-06,0.10664,0.02992
2015-03-07,0.10666,0.02907
2015-03-08,0.10668,0.02878
2015-03-09,0.1067,0.02908
2015-03-10,0.10673,0.02994
2015-03-11,0.10675,0.03132
2015-03-12,0.10677,0.03316
2015-03-13,0.1068,0.03538
2015-03-14,0.10682,0.03792
2015-03-15,0.10684,0.04072
2015-03-16,0.10668,0.0384
2015-03-17,0.10653,0.03624
2015-03-18,0.10637,0.03427
2015-03-19,0.10621,0.03252
2015-03-20,0.10606,0.03105
2015-03-21,0.1059,0.02987
2015-03-22,0.10574,0.02904
2015-03-23,0.10559,0.02859
2015-03-24,0.10543,0.02852
2015-03-25,0.10527,0.02884
2015-03-26,0.10512,0.02954
2015-03-27,0.10496,0.0306
2015-03-28,0.1048,0.03197
2015-03-29,0.10465,0.03363
2015-03-30,0.10449,0.03552
2015-03-31,0.10433,0.03762
2015-04-01,0.10418,0.03989
2015-04-02,0.10402,0.03715
2015-04-03,0.10386,0.03465
2015-04-04,0.1037,0.03245
2015-04-05,0.10354,0.03061
2015-04-06,0.10338,0.02921
2015-04-07,0.10323,0.02831
2015-04-08,0.10307,0.02796
2015-04-09,0.10291,0.02817
2015-04-10,0.10275,0.02894
2015-04-11,0.10259,0.03022
2015-04-12,0.10243,0.03195
2015-04-13,0.10227,0.03406
2015-04-14,0.10212,0.03649
2015-04-15,0.10196,0.03918
2015-04-16,0.10194,0.03681
2015-04-17,0.10193,0.03463
2015-04-18,0.10191,0.03267
2015-04-19,0.1019,0.03097
2015-04-20,0.10188,0.02958
2015-04-21,0.10187,0.02855
2015-04-22,0.10185,0.0279
2015-04-23,0.10184,0.02768
2015-04-24,0.10183,0.02789
2015-04-25,0.10181,0.02853
2015-04-26,0.1018,0.02955
2015-04-27,0.10178,0.03093
2015-04-28,0.10177,0.03262
2015-04-29,0.10175,0.03458
2015-04-30,0.10174,0.03676
