Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-01,6.94316,0.60053
2015-01-02,6.94435,0.57514
2015-01-03,6.94554,0.55218
2015-01-04,6.94673,0.53198
2015-01-05,6.94792,0.51485
2015-01-06,6.94911,0.50112
2015-01-07,6.9503,0.49107
2015-01-08,6.95148,0.48492
2015-01-09,6.95267,0.48283
2015-01-10,6.95386,0.48485
2015-01-11,6.95505,0.49092
2015-01-12,6.95624,0.50091
2015-01-13,6.95743,0.51457
2015-01-14,6.95861,0.53164
2015-01-15,6.9598,0.55179
2015-01-16,6.96099,0.5747
2015-01-17,6.96218,0.60005
2015-01-18,6.96337,0.62755
2015-01-19,6.96384,0.5994
2015-01-20,6.9643,0.57499
2015-01-21,6.96477,0.55483
2015-01-22,6.96524,0.5394
2015-01-23,6.9657,0.5291
2015-01-24,6.96617,0.52425
2015-01-25,6.96664,0.52498
2015-01-26,6.96711,0.53128
2015-01-27,6.96757,0.54296
2015-01-28,6.96804,0.55967
2015-01-29,6.96851,0.58098
2015-01-30,6.96898,0.60642
2015-01-31,6.9621,0.56739
2015-02-01,6.95523,0.65724
2015-02-02,6.95873,0.5918
2015-02-03,6.96224,0.53798
2015-02-04,6.96574,0.49955
2015-02-05,6.96924,0.48022
2015-02-06,6.97275,0.48229
2015-02-07,6.97625,0.50551
2015-02-08,6.97975,0.54718
2015-02-09,6.98325,0.6035
2015-02-10,6.98689,0.53838
2015-02-11,6.99053,0.50049
2015-02-12,6.99417,0.49608
2015-02-13,6.99781,0.52602
2015-02-14,7.00144,0.58504
2015-02-15,7.00508,0.66545
2015-02-16,7.01061,0.63449
2015-02-17,7.01614,0.60604
2015-02-18,7.02167,0.58046
2015-02-19,7.0272,0.55815
2015-02-20,7.03273,0.53951
2015-02-21,7.03826,0.52494
2015-02-22,7.04379,0.51478
2015-02-23,7.04932,0.50929
2015-02-24,7.05485,0.50863
2015-02-25,7.06038,0.51281
2015-02-26,7.06591,0.52172
2015-02-27,7.07144,0.53513
2015-02-28,7.07697,0.5527
2015-03-01,7.0825,0.57405
2015-03-02,7.08537,0.55287
2015-03-03,7.08824,0.53596
2015-03-04,7.09111,0.52375
2015-03-05,7.09398,0.51657
2015-03-06,7.09685,0.51463
2015-03-07,7.09972,0.51799
2015-03-08,7.10259,0.52654
2015-03-09,7.10546,0.54004
