Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-01,6.84838,0.51479
2015-01-02,6.85046,0.47973
2015-01-03,6.85254,0.44796
2015-01-04,6.85462,0.4202
2015-01-05,6.85669,0.39731
2015-01-06,6.85877,0.38017
2015-01-07,6.86085,0.36958
2015-01-08,6.86292,0.3661
2015-01-09,6.865,0.36993
2015-01-10,6.86708,0.38086
2015-01-11,6.86916,0.39831
2015-01-12,6.87123,0.42146
2015-01-13,6.87331,0.44943
2015-01-14,6.87539,0.48138
2015-01-15,6.87747,0.51658
2015-01-16,6.87892,0.48752
2015-01-17,6.88038,0.46057
2015-01-18,6.88184,0.4361
2015-01-19,6.8833,0.41456
2015-01-20,6.88476,0.39643
2015-01-21,6.88622,0.38219
2015-01-22,6.88768,0.37229
2015-01-23,6.88913,0.36708
2015-01-24,6.89059,0.36677
2015-01-25,6.89205,0.37135
2015-01-26,6.89351,0.38067
2015-01-27,6.89497,0.39437
2015-01-28,6.89643,0.41203
2015-01-29,6.89788,0.43316
2015-01-30,6.89934,0.45728
2015-01-31,6.89943,0.48084
2015-02-01,6.89951,0.5122
2015-02-02,6.89698,0.4536
2015-02-03,6.89445,0.40644
2015-02-04,6.89192,0.37506
2015-02-05,6.88938,0.36357
2015-02-06,6.88685,0.37381
2015-02-07,6.88432,0.40412
2015-02-08,6.88179,0.45049
2015-02-09,6.87926,0.50852
2015-02-10,6.87659,0.43292
2015-02-11,6.87393,0.38023
2015-02-12,6.87126,0.36064
2015-02-13,6.8686,0.37931
2015-02-14,6.86593,0.4313
2015-02-15,6.86327,0.50645
2015-02-16,6.85975,0.472
2015-02-17,6.85623,0.4408
2015-02-18,6.85272,0.41359
2015-02-19,6.8492,0.39121
2015-02-20,6.84568,0.37452
2015-02-21,6.84216,0.3643
2015-02-22,6.83864,0.36111
2015-02-23,6.83513,0.36513
2015-02-24,6.83161,0.37613
2015-02-25,6.82809,0.39352
2015-02-26,6.82457,0.4165
2015-02-27,6.82106,0.44421
2015-02-28,6.81754,0.47582
2015-03-01,6.81402,0.51061
2015-03-02,6.81206,0.47586
2015-03-03,6.8101,0.44431
2015-03-04,6.80814,0.41669
2015-03-05,6.80618,0.39383
2015-03-06,6.80422,0.37659
2015-03-07,6.80225,0.36576
2015-03-08,6.80029,0.36193
2015-03-09,6.79833,0.36532
2015-03-10,6.79637,0.37572
2015-03-11,6.79441,0.39259
2015-03-12,6.79245,0.41513
2015-03-13,6.79049,0.44248
2015-03-14,6.78853,0.4738
2015-03-15,6.78657,0.50837
2015-03-16,6.78935,0.49238
2015-03-17,6.79214,0.47698
2015-03-18,6.79492,0.46225
2015-03-19,6.79771,0.44823
2015-03-20,6.80049,0.43502
2015-03-21,6.80327,0.42267
2015-03-22,6.80606,0.41127
2015-03-23,6.80884,0.4009
2015-03-24,6.81163,0.39164
2015-03-25,6.81441,0.38356
2015-03-26,6.8172,0.37676
2015-03-27,6.81998,0.37129
2015-03-28,6.82277,0.36722
2015-03-29,6.82555,0.36458
2015-03-30,6.82834,0.36343
2015-03-31,6.83112,0.36376
2015-04-01,6.83391,0.36558
2015-04-02,6.83634,0.36784
2015-04-03,6.83877,0.37158
2015-04-04,6.8412,0.37676
2015-04-05,6.84364,0.38333
2015-04-06,6.84607,0.3912
2015-04-07,6.8485,0.40031
2015-04-08,6.85093,0.41058
2015-04-09,6.85337,0.42191
2015-04-10,6.8558,0.43422
2015-04-11,6.85823,0.44744
2015-04-12,6.86066,0.46148
2015-04-13,6.86309,0.47628
2015-04-14,6.86553,0.49176
2015-04-15,6.86796,0.50786
2015-04-16,6.86232,0.47768
2015-04-17,6.85669,0.4499
2015-04-18,6.85106,0.42498
2015-04-19,6.84543,0.40345
2015-04-20,6.83979,0.38588
2015-04-21,6.83416,0.37284
2015-04-22,6.82849,0.36298
2015-04-23,6.82283,0.35863
2015-04-24,6.81716,0.35996
2015-04-25,6.8115,0.36694
2015-04-26,6.80583,0.37923
2015-04-27,6.80016,0.39635
2015-04-28,6.7945,0.4177
2015-04-29,6.78883,0.44268
2015-04-30,6.78317,0.4707
2015-05-01,6.7775,0.50126
2015-05-02,6.77431,0.46715
2015-05-03,6.77112,0.43613
2015-05-04,6.76793,0.40889
2015-05-05,6.76474,0.38624
2015-05-06,6.76155,0.36903
2015-05-07,6.75836,0.35804
2015-05-08,6.75517,0.35385
2015-05-09,6.75197,0.35669
2015-05-10,6.74878,0.36642
2015-05-11,6.74559,0.38249
2015-05-12,6.7424,0.40416
2015-05-13,6.73921,0.43058
2015-05-14,6.73602,0.46093
2015-05-15,6.73283,0.49449
2015-05-16,6.73657,0.46656
2015-05-17,6.74032,0.4407
2015-05-18,6.74406,0.41731
2015-05-19,6.74781,0.39681
2015-05-20,6.75155,0.37967
2015-05-21,6.7553,0.36638
2015-05-22,6.75904,0.35735
2015-05-23,6.76279,0.35292
2015-05-24,6.76653,0.35326
2015-05-25,6.77028,0.35835
2015-05-26,6.77402,0.368
2015-05-27,6.77777,0.38186
2015-05-28,6.78151,0.3995
2015-05-29,6.78526,0.42043
2015-05-30,6.789,0.4442
2015-05-31,6.79275,0.47037
2015-06-01,6.79649,0.49857
2015-06-02,6.79947,0.46426
2015-06-03,6.80245,0.43347
2015-06-04,6.80543,0.40699
