Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-01,0.68447,0.07356
2015-01-02,0.68313,0.07374
2015-01-03,0.68179,0.07396
2015-01-04,0.68045,0.07424
2015-01-05,0.67911,0.07455
2015-01-06,0.67777,0.07492
2015-01-07,0.67643,0.07532
2015-01-08,0.6751,0.07578
2015-01-09,0.67376,0.07627
2015-01-10,0.67242,0.07681
2015-01-11,0.67108,0.07739
2015-01-12,0.66974,0.07801
2015-01-13,0.6684,0.07867
2015-01-14,0.66706,0.07937
2015-01-15,0.66572,0.0801
2015-01-16,0.66439,0.08087
2015-01-17,0.66305,0.08168
2015-01-18,0.66171,0.08252
2015-01-19,0.66037,0.0834
2015-01-20,0.65903,0.08431
2015-01-21,0.65769,0.08525
2015-01-22,0.65635,0.08622
2015-01-23,0.65502,0.08722
2015-01-24,0.65368,0.08825
2015-01-25,0.65234,0.0893
2015-01-26,0.651,0.09039
2015-01-27,0.64966,0.09149
2015-01-28,0.64832,0.09263
2015-01-29,0.64698,0.09378
2015-01-30,0.64565,0.09496
2015-01-31,0.63973,0.066
2015-02-01,0.63381,0.0917
2015-02-02,0.63351,0.08346
2015-02-03,0.63321,0.07633
2015-02-04,0.63291,0.07063
2015-02-05,0.6326,0.06674
2015-02-06,0.6323,0.06498
2015-02-07,0.632,0.06553
2015-02-08,0.6317,0.06833
2015-02-09,0.6314,0.07312
2015-02-10,0.6311,0.07954
2015-02-11,0.6308,0.08723
2015-02-12,0.62987,0.07211
2015-02-13,0.62895,0.06697
2015-02-14,0.62803,0.07391
2015-02-15,0.62711,0.0902
2015-02-16,0.62646,0.07968
2015-02-17,0.6258,0.07111
2015-02-18,0.62515,0.06526
2015-02-19,0.6245,0.0629
2015-02-20,0.62385,0.0644
2015-02-21,0.6232,0.06952
2015-02-22,0.62255,0.07754
2015-02-23,0.6219,0.08768
2015-02-24,0.6217,0.0834
2015-02-25,0.6215,0.07934
2015-02-26,0.6213,0.07555
2015-02-27,0.6211,0.07206
2015-02-28,0.62091,0.06892
2015-03-01,0.62071,0.06618
2015-03-02,0.62051,0.06389
2015-03-03,0.62031,0.06211
2015-03-04,0.62011,0.06087
2015-03-05,0.61991,0.0602
2015-03-06,0.61971,0.06014
2015-03-07,0.61951,0.06068
2015-03-08,0.61932,0.0618
2015-03-09,0.61912,0.06347
2015-03-10,0.61892,0.06566
2015-03-11,0.61872,0.06831
2015-03-12,0.61852,0.07137
2015-03-13,0.61832,0.07479
