Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-01,1.61059,0.16821
2015-01-02,1.61173,0.15666
2015-01-03,1.61287,0.14619
2015-01-04,1.61401,0.13705
2015-01-05,1.61515,0.12951
2015-01-06,1.61629,0.12388
2015-01-07,1.61743,0.12042
2015-01-08,1.61857,0.11931
2015-01-09,1.61971,0.12063
2015-01-10,1.62085,0.12429
2015-01-11,1.62199,0.1301
2015-01-12,1.62313,0.13778
2015-01-13,1.62427,0.14705
2015-01-14,1.62541,0.15762
2015-01-15,1.62655,0.16925
2015-01-16,1.62787,0.15962
2015-01-17,1.6292,0.1507
2015-01-18,1.63052,0.14265
2015-01-19,1.63185,0.1356
2015-01-20,1.63317,0.12973
2015-01-21,1.6345,0.1252
2015-01-22,1.63582,0.12216
2015-01-23,1.63715,0.12072
2015-01-24,1.63847,0.12094
2015-01-25,1.6398,0.12281
2015-01-26,1.64112,0.12626
2015-01-27,1.64245,0.13116
2015-01-28,1.64377,0.13736
2015-01-29,1.64509,0.14468
2015-01-30,1.64642,0.15298
2015-01-31,1.64774,0.1621
2015-02-01,1.64907,0.1719
2015-02-02,1.65044,0.16011
2015-02-03,1.6518,0.14943
2015-02-04,1.65317,0.14013
2015-02-05,1.65454,0.13248
2015-02-06,1.65591,0.12681
2015-02-07,1.65727,0.12336
2015-02-08,1.65864,0.12235
2015-02-09,1.66001,0.12381
2015-02-10,1.66138,0.12767
2015-02-11,1.66274,0.13373
2015-02-12,1.66411,0.14169
2015-02-13,1.66548,0.15127
2015-02-14,1.66685,0.16216
2015-02-15,1.66821,0.17413
2015-02-16,1.66681,0.16803
2015-02-17,1.66541,0.16215
2015-02-18,1.66401,0.15655
2015-02-19,1.66261,0.15123
2015-02-20,1.66121,0.14624
2015-02-21,1.65981,0.14162
2015-02-22,1.6584,0.13738
2015-02-23,1.657,0.13358
2015-02-24,1.6556,0.13026
2015-02-25,1.6542,0.12744
2015-02-26,1.6528,0.12516
2015-02-27,1.6514,0.12346
2015-02-28,1.64999,0.12235
2015-03-01,1.64859,0.12186
2015-03-02,1.64719,0.12199
2015-03-03,1.64579,0.12274
2015-03-04,1.64439,0.12409
2015-03-05,1.64299,0.12603
2015-03-06,1.64159,0.12854
2015-03-07,1.64018,0.13157
2015-03-08,1.63878,0.1351
2015-03-09,1.63738,0.13908
2015-03-10,1.63598,0.14348
2015-03-11,1.63458,0.14827
2015-03-12,1.63318,0.15339
2015-03-13,1.63178,0.15883
2015-03-14,1.63037,0.16455
2015-03-15,1.62897,0.17052
2015-03-16,1.62763,0.1608
2015-03-17,1.62628,0.15176
2015-03-18,1.62494,0.14353
2015-03-19,1.62359,0.13628
2015-03-20,1.62225,0.13014
2015-03-21,1.6209,0.1253
2015-03-22,1.61956,0.1219
2015-03-23,1.61821,0.12007
2015-03-24,1.61687,0.11988
2015-03-25,1.61552,0.12133
2015-03-26,1.61418,0.12438
2015-03-27,1.61283,0.1289
2015-03-28,1.61149,0.13475
2015-03-29,1.61014,0.14177
2015-03-30,1.6088,0.14978
2015-03-31,1.60745,0.15864
2015-04-01,1.60611,0.16822
2015-04-02,1.60444,0.15665
2015-04-03,1.60276,0.14612
2015-04-04,1.60109,0.13685
2015-04-05,1.59942,0.12914
2015-04-06,1.59775,0.12326
2015-04-07,1.59608,0.11948
2015-04-08,1.59441,0.11802
2015-04-09,1.59273,0.11896
2015-04-10,1.59106,0.12223
2015-04-11,1.58939,0.12767
2015-04-12,1.58772,0.13501
2015-04-13,1.58605,0.14395
2015-04-14,1.58438,0.15423
2015-04-15,1.58271,0.16559
2015-04-16,1.58288,0.15558
2015-04-17,1.58305,0.14636
2015-04-18,1.58322,0.13807
2015-04-19,1.58339,0.1309
2015-04-20,1.58356,0.12504
2015-04-21,1.58373,0.12067
2015-04-22,1.5839,0.11797
2015-04-23,1.58407,0.11706
2015-04-24,1.58424,0.11796
2015-04-25,1.58441,0.12064
2015-04-26,1.58458,0.12499
2015-04-27,1.58476,0.13084
2015-04-28,1.58493,0.138
2015-04-29,1.5851,0.14628
2015-04-30,1.58527,0.1555
2015-05-01,1.58544,0.1655
2015-05-02,1.58851,0.15415
2015-05-03,1.59158,0.14392
2015-05-04,1.59465,0.13504
2015-05-05,1.59772,0.12781
2015-05-06,1.60079,0.12251
2015-05-07,1.60386,0.11939
2015-05-08,1.60693,0.11865
2015-05-09,1.61,0.12031
2015-05-10,1.61307,0.12428
2015-05-11,1.61614,0.13035
2015-05-12,1.61921,0.13824
2015-05-13,1.62228,0.14767
2015-05-14,1.62535,0.15835
2015-05-15,1.62842,0.17006
2015-05-16,1.63368,0.15406
2015-05-17,1.63893,0.14053
2015-05-18,1.64419,0.13023
2015-05-19,1.64944,0.12397
2015-05-20,1.65469,0.12238
2015-05-21,1.65995,0.12563
2015-05-22,1.6652,0.13337
2015-05-23,1.67046,0.14488
2015-05-24,1.67571,0.15935
2015-05-25,1.68097,0.17604
2015-05-26,1.68753,0.1531
2015-05-27,1.6941,0.13599
2015-05-28,1.70067,0.1271
2015-05-29,1.70723,0.12814
2015-05-30,1.7138,0.13889
2015-05-31,1.72037,0.15738
2015-06-01,1.72693,0.18125
2015-06-02,1.72951,0.16883
2015-06-03,1.7321,0.1576
2015-06-04,1.73468,0.14786
2015-06-05,1.73726,0.13989
2015-06-06,1.73984,0.13404
2015-06-07,1.74242,0.13057
2015-06-08,1.745,0.12967
2015-06-09,1.74759,0.13141
2015-06-10,1.75017,0.13569
2015-06-11,1.75275,0.14226
2015-06-12,1.75533,0.15083
2015-06-13,1.75791,0.16109
2015-06-14,1.7605,0.17273
2015-06-15,1.76308,0.1855
2015-06-16,1.76103,0.17427
2015-06-17,1.75897,0.16388
2015-06-18,1.75692,0.1545
2015-06-19,1.75487,0.14631
2015-06-20,1.75282,0.13953
2015-06-21,1.75077,0.13437
2015-06-22,1.74872,0.13103
2015-06-23,1.74667,0.12964
2015-06-24,1.74462,0.13027
2015-06-25,1.74257,0.13288
2015-06-26,1.74052,0.13737
2015-06-27,1.73846,0.14356
2015-06-28,1.73641,0.15124
2015-06-29,1.73436,0.16019
2015-06-30,1.73231,0.17022
2015-07-01,1.73026,0.18115
2015-07-02,1.7293,0.14318
2015-07-03,1.72834,0.12794
2015-07-04,1.72739,0.14291
2015-07-05,1.72643,0.18073
2015-07-06,1.72451,0.13458
2015-07-07,1.7226,0.13422
2015-07-08,1.72068,0.17991
2015-07-09,1.71592,0.15624
2015-07-10,1.71117,0.13799
2015-07-11,1.70641,0.12749
2015-07-12,1.70165,0.1267
2015-07-13,1.6969,0.13578
2015-07-14,1.69214,0.15298
2015-07-15,1.68738,0.17594
2015-07-16,1.68365,0.13897
2015-07-17,1.67992,0.12384
2015-07-18,1.67618,0.13795
2015-07-19,1.67245,0.17434
2015-07-20,1.67193,0.15928
2015-07-21,1.67141,0.1461
2015-07-22,1.67089,0.13537
2015-07-23,1.67037,0.1277
2015-07-24,1.66985,0.12365
2015-07-25,1.66933,0.12359
2015-07-26,1.66881,0.12753
2015-07-27,1.66828,0.1351
2015-07-28,1.66776,0.14575
2015-07-29,1.66724,0.15887
2015-07-30,1.66672,0.17388
2015-07-31,1.66379,0.1227
2015-08-01,1.66087,0.17318
2015-08-02,1.65834,0.15509
2015-08-03,1.65582,0.13992
2015-08-04,1.65329,0.12867
2015-08-05,1.65077,0.12244
2015-08-06,1.64824,0.12201
2015-08-07,1.64572,0.12743
2015-08-08,1.64319,0.13802
2015-08-09,1.64067,0.15269
2015-08-10,1.63814,0.17041
2015-08-11,1.636,0.14047
2015-08-12,1.63386,0.12263
2015-08-13,1.63172,0.1223
2015-08-14,1.62958,0.13962
2015-08-15,1.62744,0.16924
2015-08-16,1.62612,0.1438
2015-08-17,1.6248,0.12601
2015-08-18,1.62348,0.11934
2015-08-19,1.62216,0.12559
2015-08-20,1.62084,0.14307
2015-08-21,1.61951,0.16832
2015-08-22,1.62077,0.15379
2015-08-23,1.62203,0.14113
2015-08-24,1.62329,0.13087
2015-08-25,1.62455,0.12361
2015-08-26,1.6258,0.1199
2015-08-27,1.62706,0.12008
2015-08-28,1.62832,0.12412
2015-08-29,1.62958,0.13166
2015-08-30,1.63084,0.14216
2015-08-31,1.63209,0.15501
2015-09-01,1.63335,0.16968
2015-09-02,1.63299,0.15501
2015-09-03,1.63262,0.14219
2015-09-04,1.63226,0.13173
2015-09-05,1.6319,0.12425
2015-09-06,1.63153,0.12029
2015-09-07,1.63117,0.12021
2015-09-08,1.6308,0.12401
2015-09-09,1.63044,0.13136
2015-09-10,1.63008,0.14171
2015-09-11,1.62971,0.15445
2015-09-12,1.62935,0.16905
2015-09-13,1.63143,0.1261
2015-09-14,1.63351,0.1264
2015-09-15,1.6356,0.16972
2015-09-16,1.63894,0.1595
2015-09-17,1.64228,0.15013
2015-09-18,1.64563,0.1418
2015-09-19,1.64897,0.13469
2015-09-20,1.65232,0.12902
2015-09-21,1.65566,0.12496
2015-09-22,1.659,0.12269
2015-09-23,1.66235,0.1223
2015-09-24,1.66569,0.12381
2015-09-25,1.66904,0.12716
2015-09-26,1.67238,0.13219
2015-09-27,1.67572,0.13874
2015-09-28,1.67907,0.1466
2015-09-29,1.68241,0.15557
2015-09-30,1.68576,0.16546
2015-10-01,1.6891,0.17613
2015-10-02,1.69052,0.16404
2015-10-03,1.69195,0.15311
2015-10-04,1.69337,0.14358
2015-10-05,1.69479,0.13575
2015-10-06,1.69622,0.12994
2015-10-07,1.69764,0.12642
2015-10-08,1.69906,0.12539
2015-10-09,1.70049,0.1269
2015-10-10,1.70191,0.13087
2015-10-11,1.70333,0.13708
2015-10-12,1.70476,0.14525
2015-10-13,1.70618,0.15506
2015-10-14,1.7076,0.16624
2015-10-15,1.70903,0.17851
2015-10-16,1.70899,0.16834
2015-10-17,1.70896,0.15889
2015-10-18,1.70893,0.15032
2015-10-19,1.7089,0.14278
2015-10-20,1.70886,0.13644
2015-10-21,1.70883,0.13147
2015-10-22,1.7088,0.12804
2015-10-23,1.70876,0.12626
2015-10-24,1.70873,0.12621
2015-10-25,1.7087,0.12789
2015-10-26,1.70867,0.13124
2015-10-27,1.70863,0.13612
2015-10-28,1.7086,0.14239
2015-10-29,1.70857,0.14987
2015-10-30,1.70853,0.15839
2015-10-31,1.7085,0.16778
2015-11-01,1.70847,0.17792
2015-11-02,1.70872,0.1657
2015-11-03,1.70897,0.15461
2015-11-04,1.70923,0.14491
2015-11-05,1.70948,0.13689
2015-11-06,1.70974,0.13087
2015-11-07,1.70999,0.12712
2015-11-08,1.71024,0.12586
2015-11-09,1.7105,0.12716
2015-11-10,1.71075,0.13093
2015-11-11,1.711,0.13698
2015-11-12,1.71126,0.14502
2015-11-13,1.71151,0.15474
2015-11-14,1.71176,0.16584
2015-11-15,1.71202,0.17807
2015-11-16,1.71195,0.12591
2015-11-17,1.71188,0.17806
2015-11-18,1.7109,0.17573
2015-11-19,1.70992,0.17343
2015-11-20,1.70894,0.17117
2015-11-21,1.70796,0.16893
2015-11-22,1.70698,0.16673
2015-11-23,1.706,0.16456
2015-11-24,1.70502,0.16243
2015-11-25,1.70404,0.16033
2015-11-26,1.70306,0.15828
2015-11-27,1.70208,0.15626
2015-11-28,1.7011,0.15429
2015-11-29,1.70012,0.15236
2015-11-30,1.69914,0.15048
2015-12-01,1.69816,0.14865
2015-12-02,1.69717,0.14686
2015-12-03,1.69619,0.14512
2015-12-04,1.69521,0.14344
2015-12-05,1.69423,0.14181
2015-12-06,1.69325,0.14024
2015-12-07,1.69227,0.13873
2015-12-08,1.69129,0.13728
2015-12-09,1.69031,0.13588
2015-12-10,1.68933,0.13456
2015-12-11,1.68835,0.1333
2015-12-12,1.68737,0.1321
2015-12-13,1.68639,0.13098
2015-12-14,1.68541,0.12993
2015-12-15,1.68443,0.12895
2015-12-16,1.68345,0.12805
2015-12-17,1.68247,0.12722
2015-12-18,1.68149,0.12648
2015-12-19,1.68051,0.12581
2015-12-20,1.67952,0.12522
2015-12-21,1.67854,0.12472
2015-12-22,1.67756,0.12429
2015-12-23,1.67658,0.12395
2015-12-24,1.6756,0.1237
2015-12-25,1.67462,0.12353
2015-12-26,1.67364,0.12345
2015-12-27,1.67266,0.12345
2015-12-28,1.67168,0.12354
2015-12-29,1.6707,0.12371
2015-12-30,1.66972,0.12397
2015-12-31,1.66874,0.12431
2016-01-01,1.66776,0.12474
2016-01-02,1.66678,0.12525
2016-01-03,1.6658,0.12584
2016-01-04,1.66482,0.12651
2016-01-05,1.66384,0.12726
2016-01-06,1.66285,0.12809
2016-01-07,1.66187,0.129
2016-01-08,1.66089,0.12998
2016-01-09,1.65991,0.13103
2016-01-10,1.65893,0.13216
2016-01-11,1.65795,0.13336
2016-01-12,1.65697,0.13462
2016-01-13,1.65599,0.13595
2016-01-14,1.65501,0.13734
2016-01-15,1.65403,0.1388
2016-01-16,1.65305,0.14032
2016-01-17,1.65207,0.14189
2016-01-18,1.65109,0.14352
2016-01-19,1.65011,0.14521
2016-01-20,1.64913,0.14694
2016-01-21,1.64815,0.14873
2016-01-22,1.64717,0.15057
2016-01-23,1.64619,0.15246
2016-01-24,1.6452,0.15439
2016-01-25,1.64422,0.15636
2016-01-26,1.64324,0.15838
2016-01-27,1.64226,0.16043
2016-01-28,1.64128,0.16253
2016-01-29,1.6403,0.16466
2016-01-30,1.63932,0.16683
2016-01-31,1.63834,0.16904
2016-02-01,1.63736,0.17127
2016-02-02,1.63746,0.15765
2016-02-03,1.63757,0.14557
2016-02-04,1.63767,0.13545
2016-02-05,1.63777,0.12774
2016-02-06,1.63787,0.12292
2016-02-07,1.63798,0.12131
2016-02-08,1.63808,0.12305
2016-02-09,1.63818,0.128
2016-02-10,1.63828,0.13581
2016-02-11,1.63839,0.14602
2016-02-12,1.63849,0.15817
2016-02-13,1.63859,0.17184
2016-02-14,1.63879,0.16206
2016-02-15,1.63898,0.15299
2016-02-16,1.63918,0.14477
2016-02-17,1.63937,0.13756
2016-02-18,1.63956,0.13153
2016-02-19,1.63976,0.12684
2016-02-20,1.63995,0.12364
2016-02-21,1.64015,0.12205
2016-02-22,1.64034,0.12214
2016-02-23,1.64054,0.1239
2016-02-24,1.64073,0.12726
2016-02-25,1.64092,0.1321
2016-02-26,1.64112,0.13826
2016-02-27,1.64131,0.14558
2016-02-28,1.64151,0.15389
2016-02-29,1.6417,0.16304
2016-03-01,1.6419,0.1729
2016-03-02,1.64111,0.16102
2016-03-03,1.64033,0.15021
2016-03-04,1.63954,0.14072
2016-03-05,1.63875,0.13284
2016-03-06,1.63797,0.12687
2016-03-07,1.63718,0.12309
2016-03-08,1.6364,0.12169
2016-03-09,1.63561,0.12276
2016-03-10,1.63483,0.12624
2016-03-11,1.63404,0.13194
2016-03-12,1.63325,0.13959
2016-03-13,1.63247,0.14888
2016-03-14,1.63168,0.15953
2016-03-15,1.6309,0.17128
