Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-01,0.44935,0.08136
2015-01-02,0.45025,0.08234
2015-01-03,0.45115,0.08364
2015-01-04,0.45205,0.08524
2015-01-05,0.45296,0.08711
2015-01-06,0.45386,0.08925
2015-01-07,0.45476,0.09163
2015-01-08,0.45566,0.09424
2015-01-09,0.45656,0.09706
2015-01-10,0.45747,0.10007
2015-01-11,0.45837,0.10325
2015-01-12,0.45927,0.10659
2015-01-13,0.46017,0.11007
2015-01-14,0.46107,0.11368
2015-01-15,0.46198,0.11741
2015-01-16,0.46286,0.11074
2015-01-17,0.46374,0.10458
2015-01-18,0.46462,0.09904
2015-01-19,0.4655,0.09423
2015-01-20,0.46639,0.09025
2015-01-21,0.46727,0.08724
2015-01-22,0.46815,0.08528
2015-01-23,0.46903,0.08445
2015-01-24,0.46991,0.08479
2015-01-25,0.4708,0.08628
2015-01-26,0.47168,0.08886
2015-01-27,0.47256,0.09245
2015-01-28,0.47344,0.09692
2015-01-29,0.47432,0.10217
2015-01-30,0.47521,0.10808
2015-01-31,0.47609,0.11455
2015-02-01,0.47697,0.12149
2015-02-02,0.47614,0.11313
2015-02-03,0.47531,0.1055
2015-02-04,0.47448,0.09877
2015-02-05,0.47365,0.09315
2015-02-06,0.47282,0.08883
2015-02-07,0.47199,0.08602
2015-02-08,0.47116,0.08486
2015-02-09,0.47033,0.08543
2015-02-10,0.4695,0.08768
2015-02-11,0.46867,0.0915
2015-02-12,0.46784,0.09669
2015-02-13,0.46701,0.10306
2015-02-14,0.46618,0.1104
2015-02-15,0.46535,0.11852
2015-02-16,0.46359,0.11034
2015-02-17,0.46184,0.10284
2015-02-18,0.46008,0.09616
2015-02-19,0.45832,0.0905
2015-02-20,0.45657,0.08604
2015-02-21,0.45481,0.08299
2015-02-22,0.45305,0.08151
2015-02-23,0.4513,0.08168
2015-02-24,0.44954,0.08348
2015-02-25,0.44778,0.08683
2015-02-26,0.44603,0.09154
2015-02-27,0.44427,0.09742
2015-02-28,0.44251,0.10428
2015-03-01,0.44076,0.11193
2015-03-02,0.44052,0.10424
2015-03-03,0.44028,0.09724
2015-03-04,0.44004,0.09111
2015-03-05,0.4398,0.08601
2015-03-06,0.43957,0.08215
2015-03-07,0.43933,0.07971
2015-03-08,0.43909,0.07881
2015-03-09,0.43885,0.07952
2015-03-10,0.43861,0.08178
2015-03-11,0.43837,0.08548
2015-03-12,0.43814,0.09043
2015-03-13,0.4379,0.09646
2015-03-14,0.43766,0.10336
2015-03-15,0.43742,0.11098
2015-03-16,0.43804,0.10746
2015-03-17,0.43865,0.10409
2015-03-18,0.43926,0.10086
2015-03-19,0.43988,0.09781
2015-03-20,0.44049,0.09494
2015-03-21,0.44111,0.09228
2015-03-22,0.44172,0.08983
2015-03-23,0.44234,0.08762
2015-03-24,0.44295,0.08567
2015-03-25,0.44356,0.08399
2015-03-26,0.44418,0.0826
2015-03-27,0.44479,0.08153
2015-03-28,0.44541,0.08076
2015-03-29,0.44602,0.08033
2015-03-30,0.44664,0.08023
2015-03-31,0.44725,0.08046
2015-04-01,0.44786,0.08103
2015-04-02,0.44848,0.08192
2015-04-03,0.44909,0.08312
2015-04-04,0.44971,0.08463
2015-04-05,0.45032,0.08641
2015-04-06,0.45094,0.08847
2015-04-07,0.45155,0.09078
2015-04-08,0.45216,0.09331
2015-04-09,0.45278,0.09606
2015-04-10,0.45339,0.09901
2015-04-11,0.45401,0.10213
2015-04-12,0.45462,0.10542
2015-04-13,0.45524,0.10885
2015-04-14,0.45585,0.11242
2015-04-15,0.45646,0.1161
2015-04-16,0.45757,0.10911
2015-04-17,0.45868,0.10271
2015-04-18,0.45979,0.09702
2015-04-19,0.4609,0.09217
2015-04-20,0.46201,0.0883
2015-04-21,0.46311,0.08555
2015-04-22,0.46422,0.08402
2015-04-23,0.46533,0.08378
2015-04-24,0.46644,0.08485
2015-04-25,0.46755,0.08717
2015-04-26,0.46865,0.09064
2015-04-27,0.46976,0.09515
2015-04-28,0.47087,0.10055
2015-04-29,0.47198,0.10671
2015-04-30,0.47309,0.11351
2015-05-01,0.4742,0.12082
2015-05-02,0.4754,0.11255
2015-05-03,0.47661,0.1051
2015-05-04,0.47782,0.09866
2015-05-05,0.47902,0.09344
2015-05-06,0.48023,0.08965
2015-05-07,0.48144,0.08747
2015-05-08,0.48265,0.08704
2015-05-09,0.48385,0.08838
2015-05-10,0.48506,0.0914
2015-05-11,0.48627,0.09595
2015-05-12,0.48748,0.10182
2015-05-13,0.48868,0.1088
2015-05-14,0.48989,0.1167
2015-05-15,0.4911,0.12533
2015-05-16,0.4919,0.1182
2015-05-17,0.49271,0.11162
2015-05-18,0.49351,0.10569
2015-05-19,0.49432,0.10052
2015-05-20,0.49512,0.09624
2015-05-21,0.49593,0.09298
2015-05-22,0.49673,0.09083
2015-05-23,0.49754,0.08989
2015-05-24,0.49834,0.09018
2015-05-25,0.49915,0.0917
2015-05-26,0.49995,0.09439
2015-05-27,0.50076,0.09815
2015-05-28,0.50156,0.10286
2015-05-29,0.50237,0.1084
2015-05-30,0.50317,0.11466
2015-05-31,0.50398,0.12151
2015-06-01,0.50478,0.12886
2015-06-02,0.5044,0.11668
2015-06-03,0.50402,0.10622
2015-06-04,0.50365,0.09803
2015-06-05,0.50327,0.09271
2015-06-06,0.50289,0.09078
2015-06-07,0.50251,0.09245
2015-06-08,0.50213,0.09753
2015-06-09,0.50175,0.10552
2015-06-10,0.50137,0.11584
2015-06-11,0.50099,0.12791
2015-06-12,0.50091,0.10111
2015-06-13,0.50082,0.0904
2015-06-14,0.50073,0.10104
2015-06-15,0.50064,0.12779
2015-06-16,0.5,0.12006
2015-06-17,0.49936,0.11291
2015-06-18,0.49872,0.10645
2015-06-19,0.49808,0.10083
2015-06-20,0.49744,0.09617
2015-06-21,0.4968,0.09265
2015-06-22,0.49616,0.09037
2015-06-23,0.49552,0.08945
2015-06-24,0.49488,0.08992
2015-06-25,0.49423,0.09176
2015-06-26,0.49359,0.09489
2015-06-27,0.49295,0.09918
2015-06-28,0.49231,0.10451
2015-06-29,0.49167,0.11071
2015-06-30,0.49103,0.11764
2015-07-01,0.49039,0.1252
2015-07-02,0.48881,0.10873
2015-07-03,0.48722,0.09605
2015-07-04,0.48563,0.08879
2015-07-05,0.48405,0.0883
2015-07-06,0.48246,0.09467
2015-07-07,0.48088,0.10669
