Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-01,3.74156,0.21576
2015-01-02,3.74246,0.21346
2015-01-03,3.74336,0.21122
2015-01-04,3.74426,0.20903
2015-01-05,3.74516,0.20691
2015-01-06,3.74606,0.20484
2015-01-07,3.74696,0.20285
2015-01-08,3.74787,0.20092
2015-01-09,3.74877,0.19905
2015-01-10,3.74967,0.19726
2015-01-11,3.75057,0.19554
2015-01-12,3.75147,0.19389
2015-01-13,3.75237,0.19232
2015-01-14,3.75327,0.19083
2015-01-15,3.75417,0.18941
2015-01-16,3.75507,0.18808
2015-01-17,3.75597,0.18683
2015-01-18,3.75687,0.18566
2015-01-19,3.75777,0.18459
2015-01-20,3.75867,0.1836
2015-01-21,3.75957,0.18269
2015-01-22,3.76048,0.18188
2015-01-23,3.76138,0.18116
2015-01-24,3.76228,0.18054
2015-01-25,3.76318,0.18001
2015-01-26,3.76408,0.17957
2015-01-27,3.76498,0.17923
2015-01-28,3.76588,0.17898
2015-01-29,3.76678,0.17883
2015-01-30,3.76768,0.17878
2015-01-31,3.76858,0.17882
2015-02-01,3.76948,0.17897
2015-02-02,3.77038,0.1792
2015-02-03,3.77128,0.17954
2015-02-04,3.77218,0.17996
2015-02-05,3.77308,0.18049
2015-02-06,3.77399,0.18111
2015-02-07,3.77489,0.18182
2015-02-08,3.77579,0.18262
2015-02-09,3.77669,0.18351
2015-02-10,3.77759,0.18449
2015-02-11,3.77849,0.18557
2015-02-12,3.77939,0.18672
2015-02-13,3.78029,0.18797
2015-02-14,3.78119,0.18929
2015-02-15,3.78209,0.1907
2015-02-16,3.78299,0.19218
2015-02-17,3.78389,0.19375
2015-02-18,3.78479,0.19539
2015-02-19,3.78569,0.1971
2015-02-20,3.7866,0.19889
2015-02-21,3.7875,0.20075
2015-02-22,3.7884,0.20267
2015-02-23,3.7893,0.20466
2015-02-24,3.7902,0.20672
2015-02-25,3.7911,0.20884
2015-02-26,3.792,0.21102
2015-02-27,3.7929,0.21326
2015-02-28,3.7938,0.21555
2015-03-01,3.7947,0.2179
2015-03-02,3.7956,0.22031
2015-03-03,3.7965,0.22276
2015-03-04,3.7974,0.22527
2015-03-05,3.7983,0.22782
2015-03-06,3.79921,0.23042
2015-03-07,3.80011,0.23307
2015-03-08,3.80101,0.23576
2015-03-09,3.80191,0.23849
2015-03-10,3.80281,0.24126
2015-03-11,3.80371,0.24408
2015-03-12,3.80461,0.24693
2015-03-13,3.80551,0.24981
2015-03-14,3.80641,0.25273
2015-03-15,3.80731,0.25569
2015-03-16,3.80655,0.24112
2015-03-17,3.80578,0.2276
2015-03-18,3.80502,0.21533
2015-03-19,3.80426,0.20455
2015-03-20,3.8035,0.19548
2015-03-21,3.80273,0.18839
2015-03-22,3.80197,0.1835
2015-03-23,3.80121,0.18099
2015-03-24,3.80044,0.18095
2015-03-25,3.79968,0.1834
2015-03-26,3.79892,0.18823
2015-03-27,3.79815,0.19526
2015-03-28,3.79739,0.20428
2015-03-29,3.79663,0.21502
2015-03-30,3.79586,0.22725
2015-03-31,3.7951,0.24074
2015-04-01,3.79434,0.25528
2015-04-02,3.79486,0.23776
2015-04-03,3.79538,0.22186
2015-04-04,3.7959,0.20796
2015-04-05,3.79642,0.1965
2015-04-06,3.79693,0.18791
2015-04-07,3.79745,0.1826
2015-04-08,3.79797,0.18087
2015-04-09,3.79849,0.1828
2015-04-10,3.79901,0.1883
2015-04-11,3.79953,0.19705
2015-04-12,3.80005,0.20866
2015-04-13,3.80057,0.22268
2015-04-14,3.80109,0.23867
2015-04-15,3.80161,0.25628
2015-04-16,3.80147,0.20261
2015-04-17,3.80133,0.18123
2015-04-18,3.80118,0.20262
2015-04-19,3.80104,0.2563
2015-04-20,3.8028,0.23593
2015-04-21,3.80456,0.21787
2015-04-22,3.80632,0.20276
2015-04-23,3.80808,0.19129
2015-04-24,3.80983,0.18414
2015-04-25,3.81159,0.18182
2015-04-26,3.81335,0.18453
2015-04-27,3.81511,0.19203
2015-04-28,3.81687,0.20381
2015-04-29,3.81863,0.21918
2015-04-30,3.82038,0.23744
2015-05-01,3.82214,0.25797
2015-05-02,3.82558,0.24027
2015-05-03,3.82901,0.22424
2015-05-04,3.83244,0.21028
2015-05-05,3.83587,0.19881
2015-05-06,3.83931,0.19028
2015-05-07,3.84274,0.18511
2015-05-08,3.84617,0.18357
2015-05-09,3.84961,0.18576
2015-05-10,3.85304,0.19155
2015-05-11,3.85647,0.20063
2015-05-12,3.85991,0.21257
2015-05-13,3.86334,0.22693
2015-05-14,3.86677,0.24328
2015-05-15,3.8702,0.26124
2015-05-16,3.87426,0.24637
2015-05-17,3.87832,0.23262
2015-05-18,3.88237,0.2202
2015-05-19,3.88643,0.20934
2015-05-20,3.89048,0.2003
2015-05-21,3.89454,0.19334
2015-05-22,3.89859,0.18868
2015-05-23,3.90265,0.18651
2015-05-24,3.9067,0.18689
2015-05-25,3.91076,0.18983
2015-05-26,3.91481,0.1952
2015-05-27,3.91887,0.20281
2015-05-28,3.92292,0.21242
2015-05-29,3.92698,0.22378
2015-05-30,3.93103,0.23662
2015-05-31,3.93509,0.25073
2015-06-01,3.93915,0.2659
2015-06-02,3.94228,0.24765
2015-06-03,3.94542,0.23112
2015-06-04,3.94856,0.21671
2015-06-05,3.9517,0.20486
2015-06-06,3.95484,0.19603
2015-06-07,3.95798,0.19065
2015-06-08,3.96112,0.18901
2015-06-09,3.96426,0.1912
2015-06-10,3.9674,0.19711
2015-06-11,3.97054,0.20641
2015-06-12,3.97367,0.21866
2015-06-13,3.97681,0.23341
2015-06-14,3.97995,0.25022
2015-06-15,3.98309,0.26869
2015-06-16,3.99069,0.24075
2015-06-17,3.99828,0.21761
2015-06-18,4.00588,0.20092
2015-06-19,4.01347,0.19238
2015-06-20,4.02107,0.19306
2015-06-21,4.02867,0.20288
2015-06-22,4.03626,0.22062
2015-06-23,4.04386,0.24455
2015-06-24,4.05145,0.27306
2015-06-25,4.06341,0.23741
2015-06-26,4.07538,0.21066
2015-06-27,4.08734,0.19647
2015-06-28,4.0993,0.19756
2015-06-29,4.11127,0.21372
2015-06-30,4.12323,0.24193
2015-07-01,4.13519,0.27856
2015-07-02,4.14075,0.25945
2015-07-03,4.14632,0.24218
2015-07-04,4.15188,0.22715
2015-07-05,4.15744,0.21484
2015-07-06,4.163,0.20574
2015-07-07,4.16856,0.20029
2015-07-08,4.17412,0.19878
2015-07-09,4.17969,0.20131
2015-07-10,4.18525,0.20772
2015-07-11,4.19081,0.21768
2015-07-12,4.19637,0.23073
2015-07-13,4.20193,0.24637
2015-07-14,4.2075,0.26414
2015-07-15,4.21306,0.28366
2015-07-16,4.20085,0.26744
2015-07-17,4.18865,0.25227
2015-07-18,4.17644,0.23835
2015-07-19,4.16424,0.22592
2015-07-20,4.15204,0.21524
2015-07-21,4.13983,0.20656
2015-07-22,4.12763,0.20016
2015-07-23,4.11542,0.19625
2015-07-24,4.10322,0.19499
2015-07-25,4.09101,0.19643
2015-07-26,4.07881,0.20051
2015-07-27,4.06661,0.20707
2015-07-28,4.0544,0.21589
2015-07-29,4.0422,0.2267
2015-07-30,4.02999,0.23924
2015-07-31,4.01779,0.25324
2015-08-01,4.00558,0.26849
2015-08-02,3.99764,0.25
2015-08-03,3.98969,0.23312
2015-08-04,3.98174,0.21821
2015-08-05,3.97379,0.20571
2015-08-06,3.96584,0.19607
2015-08-07,3.9579,0.18973
2015-08-08,3.94995,0.18703
2015-08-09,3.942,0.18813
2015-08-10,3.93405,0.19295
2015-08-11,3.92611,0.20124
2015-08-12,3.91816,0.21258
2015-08-13,3.91021,0.22653
2015-08-14,3.90226,0.24262
2015-08-15,3.89432,0.26046
2015-08-16,3.88996,0.24255
2015-08-17,3.8856,0.22623
2015-08-18,3.88124,0.21188
2015-08-19,3.87688,0.19992
2015-08-20,3.87252,0.1908
2015-08-21,3.86816,0.18493
2015-08-22,3.8638,0.18265
2015-08-23,3.85944,0.18407
2015-08-24,3.85508,0.18911
2015-08-25,3.85072,0.1975
2015-08-26,3.84636,0.20883
2015-08-27,3.842,0.22266
2015-08-28,3.83764,0.23855
2015-08-29,3.83328,0.25612
2015-08-30,3.83287,0.19088
2015-08-31,3.83247,0.19084
2015-09-01,3.83207,0.25601
2015-09-02,3.83118,0.23842
2015-09-03,3.83028,0.22245
2015-09-04,3.82938,0.20845
2015-09-05,3.82849,0.19686
2015-09-06,3.82759,0.18811
2015-09-07,3.8267,0.18263
2015-09-08,3.8258,0.1807
2015-09-09,3.8249,0.18245
2015-09-10,3.82401,0.18776
2015-09-11,3.82311,0.19634
2015-09-12,3.82222,0.2078
2015-09-13,3.82132,0.22169
2015-09-14,3.82042,0.23758
2015-09-15,3.81953,0.2551
2015-09-16,3.81966,0.23969
2015-09-17,3.8198,0.22549
2015-09-18,3.81994,0.21274
2015-09-19,3.82007,0.20172
2015-09-20,3.82021,0.19272
2015-09-21,3.82035,0.18605
2015-09-22,3.82049,0.18194
2015-09-23,3.82062,0.18059
2015-09-24,3.82076,0.18205
2015-09-25,3.8209,0.18625
2015-09-26,3.82103,0.19302
2015-09-27,3.82117,0.2021
2015-09-28,3.82131,0.21319
2015-09-29,3.82144,0.22599
2015-09-30,3.82158,0.24024
2015-10-01,3.82172,0.25569
2015-10-02,3.8222,0.23814
2015-10-03,3.82268,0.22221
2015-10-04,3.82316,0.20829
2015-10-05,3.82364,0.1968
2015-10-06,3.82413,0.18819
2015-10-07,3.82461,0.18287
2015-10-08,3.82509,0.18112
2015-10-09,3.82557,0.18305
2015-10-10,3.82605,0.18854
2015-10-11,3.82653,0.1973
2015-10-12,3.82702,0.20892
2015-10-13,3.8275,0.22294
2015-10-14,3.82798,0.23896
2015-10-15,3.82846,0.25659
2015-10-16,3.82954,0.25332
2015-10-17,3.83062,0.2501
2015-10-18,3.8317,0.24692
2015-10-19,3.83278,0.2438
2015-10-20,3.83386,0.24073
2015-10-21,3.83495,0.23771
2015-10-22,3.83603,0.23474
2015-10-23,3.83711,0.23183
2015-10-24,3.83819,0.22899
2015-10-25,3.83927,0.2262
2015-10-26,3.84035,0.22348
2015-10-27,3.84143,0.22082
2015-10-28,3.84251,0.21824
2015-10-29,3.84359,0.21573
2015-10-30,3.84467,0.21329
2015-10-31,3.84575,0.21092
2015-11-01,3.84683,0.20864
2015-11-02,3.84791,0.20644
2015-11-03,3.84899,0.20432
2015-11-04,3.85007,0.20229
2015-11-05,3.85116,0.20035
2015-11-06,3.85224,0.1985
2015-11-07,3.85332,0.19674
2015-11-08,3.8544,0.19509
2015-11-09,3.85548,0.19353
2015-11-10,3.85656,0.19208
2015-11-11,3.85764,0.19073
2015-11-12,3.85872,0.18949
2015-11-13,3.8598,0.18836
2015-11-14,3.86088,0.18734
2015-11-15,3.86196,0.18643
2015-11-16,3.86304,0.18564
2015-11-17,3.86412,0.18496
2015-11-18,3.8652,0.1844
2015-11-19,3.86628,0.18396
2015-11-20,3.86736,0.18364
2015-11-21,3.86845,0.18344
2015-11-22,3.86953,0.18336
2015-11-23,3.87061,0.1834
2015-11-24,3.87169,0.18356
2015-11-25,3.87277,0.18384
2015-11-26,3.87385,0.18424
2015-11-27,3.87493,0.18476
2015-11-28,3.87601,0.1854
2015-11-29,3.87709,0.18615
2015-11-30,3.87817,0.18702
2015-12-01,3.87925,0.188
2015-12-02,3.88033,0.1891
2015-12-03,3.88141,0.1903
2015-12-04,3.88249,0.19162
2015-12-05,3.88357,0.19303
2015-12-06,3.88466,0.19455
2015-12-07,3.88574,0.19618
2015-12-08,3.88682,0.1979
2015-12-09,3.8879,0.19971
2015-12-10,3.88898,0.20162
2015-12-11,3.89006,0.20363
2015-12-12,3.89114,0.20571
2015-12-13,3.89222,0.20789
2015-12-14,3.8933,0.21015
2015-12-15,3.89438,0.21248
2015-12-16,3.89546,0.2149
2015-12-17,3.89654,0.21739
2015-12-18,3.89762,0.21995
2015-12-19,3.8987,0.22258
2015-12-20,3.89978,0.22528
2015-12-21,3.90087,0.22804
2015-12-22,3.90195,0.23087
2015-12-23,3.90303,0.23376
2015-12-24,3.90411,0.2367
2015-12-25,3.90519,0.23971
2015-12-26,3.90627,0.24276
2015-12-27,3.90735,0.24587
2015-12-28,3.90843,0.24903
2015-12-29,3.90951,0.25223
2015-12-30,3.91059,0.25548
2015-12-31,3.91167,0.25878
2016-01-01,3.91275,0.26212
2016-01-02,3.91095,0.18527
2016-01-03,3.90915,0.26191
2016-01-04,3.90827,0.25304
2016-01-05,3.9074,0.24452
2016-01-06,3.90652,0.23637
2016-01-07,3.90565,0.22865
2016-01-08,3.90477,0.22139
2016-01-09,3.9039,0.21465
2016-01-10,3.90302,0.20847
2016-01-11,3.90215,0.20291
2016-01-12,3.90127,0.19801
2016-01-13,3.9004,0.19383
2016-01-14,3.89952,0.19042
2016-01-15,3.89865,0.18781
2016-01-16,3.89777,0.18605
2016-01-17,3.8969,0.18515
2016-01-18,3.89602,0.18512
2016-01-19,3.89515,0.18597
2016-01-20,3.89427,0.18769
2016-01-21,3.8934,0.19025
2016-01-22,3.89252,0.19362
2016-01-23,3.89165,0.19776
2016-01-24,3.89077,0.20262
2016-01-25,3.8899,0.20815
2016-01-26,3.88902,0.21429
2016-01-27,3.88815,0.221
2016-01-28,3.88727,0.22823
2016-01-29,3.8864,0.23593
2016-01-30,3.88552,0.24405
2016-01-31,3.88465,0.25256
2016-02-01,3.88377,0.26141
2016-02-02,3.88607,0.23109
2016-02-03,3.88837,0.20681
2016-02-04,3.89067,0.1909
2016-02-05,3.89297,0.18552
2016-02-06,3.89527,0.19155
2016-02-07,3.89756,0.20802
2016-02-08,3.89986,0.2327
2016-02-09,3.90216,0.26331
2016-02-10,3.89933,0.22371
2016-02-11,3.89649,0.196
2016-02-12,3.89366,0.18557
2016-02-13,3.89082,0.19521
2016-02-14,3.88799,0.22233
2016-02-15,3.88515,0.26155
2016-02-16,3.8815,0.22221
2016-02-17,3.87785,0.19465
2016-02-18,3.8742,0.18424
2016-02-19,3.87055,0.19376
2016-02-20,3.86691,0.22064
2016-02-21,3.86326,0.25955
2016-02-22,3.86186,0.23249
2016-02-23,3.86047,0.20989
2016-02-24,3.85907,0.19331
2016-02-25,3.85768,0.18437
2016-02-26,3.85628,0.18421
2016-02-27,3.85489,0.19284
2016-02-28,3.85349,0.20918
2016-02-29,3.8521,0.2316
2016-03-01,3.8507,0.25852
2016-03-02,3.84777,0.24075
2016-03-03,3.84483,0.22458
2016-03-04,3.8419,0.21039
2016-03-05,3.83896,0.19861
2016-03-06,3.83603,0.18966
2016-03-07,3.83309,0.18399
2016-03-08,3.83016,0.18188
2016-03-09,3.82722,0.18347
2016-03-10,3.82429,0.18865
2016-03-11,3.82136,0.19715
2016-03-12,3.81842,0.20857
2016-03-13,3.81549,0.22244
2016-03-14,3.81255,0.23835
2016-03-15,3.80962,0.25591
2016-03-16,3.81329,0.23707
2016-03-17,3.81697,0.2202
2016-03-18,3.82065,0.20579
2016-03-19,3.82433,0.19439
2016-03-20,3.82801,0.18654
2016-03-21,3.83168,0.18271
2016-03-22,3.83536,0.18315
2016-03-23,3.83904,0.18782
2016-03-24,3.84272,0.19644
2016-03-25,3.8464,0.2085
2016-03-26,3.85007,0.22345
2016-03-27,3.85375,0.24076
2016-03-28,3.85743,0.25995
2016-03-29,3.86001,0.20557
2016-03-30,3.86259,0.18408
2016-03-31,3.86518,0.20605
2016-04-01,3.86776,0.26072
2016-04-02,3.8717,0.24283
2016-04-03,3.87563,0.22665
2016-04-04,3.87957,0.21257
2016-04-05,3.88351,0.20103
2016-04-06,3.88745,0.19248
2016-04-07,3.89138,0.18733
2016-04-08,3.89532,0.18587
2016-04-09,3.89926,0.18818
2016-04-10,3.9032,0.19414
2016-04-11,3.90713,0.20341
2016-04-12,3.91107,0.21557
2016-04-13,3.91501,0.23017
2016-04-14,3.91895,0.24676
2016-04-15,3.92289,0.26499
2016-04-16,3.92407,0.26508
2016-04-17,3.92672,0.24805
2016-04-18,3.92938,0.23248
2016-04-19,3.93203,0.21869
2016-04-20,3.93469,0.20702
2016-04-21,3.93734,0.19787
2016-04-22,3.93999,0.19158
2016-04-23,3.94265,0.18845
2016-04-24,3.9453,0.18863
2016-04-25,3.94796,0.19211
2016-04-26,3.95061,0.19873
2016-04-27,3.95326,0.20817
