Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-01,0.22594,0.10816
2015-01-02,0.22619,0.1045
2015-01-03,0.22644,0.101
2015-01-04,0.22669,0.09766
2015-01-05,0.22694,0.09451
2015-01-06,0.22719,0.09157
2015-01-07,0.22744,0.08885
2015-01-08,0.22769,0.08638
2015-01-09,0.22794,0.08418
2015-01-10,0.22819,0.08227
2015-01-11,0.22844,0.08067
2015-01-12,0.22869,0.0794
2015-01-13,0.22894,0.07849
2015-01-14,0.22919,0.07793
2015-01-15,0.22944,0.07773
2015-01-16,0.22969,0.07791
2015-01-17,0.22994,0.07845
2015-01-18,0.23019,0.07936
2015-01-19,0.23044,0.08061
2015-01-20,0.23069,0.08219
2015-01-21,0.23095,0.08408
2015-01-22,0.2312,0.08627
2015-01-23,0.23145,0.08873
2015-01-24,0.2317,0.09144
2015-01-25,0.23195,0.09437
2015-01-26,0.2322,0.09751
2015-01-27,0.23245,0.10084
2015-01-28,0.2327,0.10434
2015-01-29,0.23295,0.10799
2015-01-30,0.2332,0.11178
2015-01-31,0.23375,0.07924
2015-02-01,0.2343,0.11233
2015-02-02,0.23477,0.10174
2015-02-03,0.23523,0.09274
2015-02-04,0.23569,0.08582
2015-02-05,0.23615,0.08151
2015-02-06,0.23662,0.08023
2015-02-07,0.23708,0.08214
2015-02-08,0.23754,0.08701
2015-02-09,0.23801,0.09439
2015-02-10,0.23847,0.10375
2015-02-11,0.23893,0.1146
2015-02-12,0.23899,0.09061
2015-02-13,0.23904,0.08108
2015-02-14,0.23909,0.09069
2015-02-15,0.23915,0.11472
2015-02-16,0.23993,0.11072
2015-02-17,0.24072,0.1069
2015-02-18,0.24151,0.10331
2015-02-19,0.2423,0.09995
2015-02-20,0.24309,0.09686
2015-02-21,0.24387,0.09406
2015-02-22,0.24466,0.09158
2015-02-23,0.24545,0.08943
2015-02-24,0.24624,0.08766
2015-02-25,0.24703,0.08628
2015-02-26,0.24781,0.08531
2015-02-27,0.2486,0.08477
2015-02-28,0.24939,0.08466
2015-03-01,0.25018,0.08498
2015-03-02,0.25097,0.08573
2015-03-03,0.25175,0.0869
2015-03-04,0.25254,0.08847
2015-03-05,0.25333,0.09043
2015-03-06,0.25412,0.09274
2015-03-07,0.25491,0.09538
2015-03-08,0.25569,0.09832
2015-03-09,0.25648,0.10155
2015-03-10,0.25727,0.10502
2015-03-11,0.25806,0.10873
2015-03-12,0.25885,0.11263
2015-03-13,0.25963,0.11673
2015-03-14,0.26042,0.12099
2015-03-15,0.26121,0.1254
2015-03-16,0.26095,0.11824
2015-03-17,0.26069,0.11159
2015-03-18,0.26043,0.10554
2015-03-19,0.26017,0.10019
2015-03-20,0.25991,0.09567
2015-03-21,0.25965,0.09209
2015-03-22,0.25939,0.08957
2015-03-23,0.25913,0.0882
2015-03-24,0.25887,0.08804
2015-03-25,0.25861,0.08908
2015-03-26,0.25835,0.09129
2015-03-27,0.25809,0.09459
2015-03-28,0.25783,0.09887
2015-03-29,0.25757,0.10401
2015-03-30,0.25731,0.10988
2015-03-31,0.25705,0.11638
2015-04-01,0.25679,0.1234
2015-04-02,0.25661,0.11492
2015-04-03,0.25643,0.10721
2015-04-04,0.25625,0.10044
2015-04-05,0.25606,0.09482
2015-04-06,0.25588,0.09056
