Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-01,9.58228,0.6022
2015-01-02,9.5847,0.60635
2015-01-03,9.58712,0.61063
2015-01-04,9.58954,0.61505
2015-01-05,9.59195,0.6196
2015-01-06,9.59437,0.62428
2015-01-07,9.59679,0.62909
2015-01-08,9.59921,0.63401
2015-01-09,9.60163,0.63906
2015-01-10,9.60405,0.64423
2015-01-11,9.60647,0.64951
2015-01-12,9.60889,0.6549
2015-01-13,9.61131,0.6604
2015-01-14,9.61372,0.66601
2015-01-15,9.61614,0.67172
2015-01-16,9.61856,0.67753
2015-01-17,9.62098,0.68344
2015-01-18,9.6234,0.68945
2015-01-19,9.62582,0.69555
2015-01-20,9.62824,0.70174
2015-01-21,9.63066,0.70802
2015-01-22,9.63307,0.71438
2015-01-23,9.63549,0.72083
2015-01-24,9.63791,0.72736
2015-01-25,9.64033,0.73397
2015-01-26,9.64275,0.74066
2015-01-27,9.64517,0.74742
2015-01-28,9.64759,0.75426
2015-01-29,9.65001,0.76117
2015-01-30,9.65243,0.76815
2015-01-31,9.65484,0.77519
2015-02-01,9.65726,0.7823
2015-02-02,9.66008,0.72515
2015-02-03,9.6629,0.67385
2015-02-04,9.66571,0.62985
2015-02-05,9.66853,0.59477
2015-02-06,9.67134,0.57025
2015-02-07,9.67416,0.5577
2015-02-08,9.67698,0.55791
2015-02-09,9.67979,0.57088
2015-02-10,9.68261,0.59577
2015-02-11,9.68543,0.63117
2015-02-12,9.68824,0.67543
2015-02-13,9.69106,0.72694
2015-02-14,9.69387,0.78427
2015-02-15,9.69775,0.78452
2015-02-16,9.69782,0.74261
2015-02-17,9.6979,0.7046
2015-02-18,9.69798,0.67118
2015-02-19,9.69805,0.64304
2015-02-20,9.69813,0.62091
2015-02-21,9.69821,0.60544
2015-02-22,9.69828,0.59716
2015-02-23,9.69836,0.59636
2015-02-24,9.69844,0.60307
2015-02-25,9.69851,0.61705
2015-02-26,9.69859,0.63782
2015-02-27,9.69867,0.66475
2015-02-28,9.69874,0.69712
2015-03-01,9.69882,0.73421
2015-03-02,9.69913,0.6926
2015-03-03,9.69944,0.65531
2015-03-04,9.69975,0.62312
2015-03-05,9.70006,0.59685
2015-03-06,9.70037,0.57731
2015-03-07,9.70068,0.56519
2015-03-08,9.70099,0.56098
2015-03-09,9.70131,0.56486
2015-03-10,9.70162,0.57665
2015-03-11,9.70193,0.5959
2015-03-12,9.70224,0.62192
2015-03-13,9.70255,0.65388
2015-03-14,9.70286,0.69097
2015-03-15,9.70317,0.73241
2015-03-16,9.71775,0.70078
2015-03-17,9.73233,0.67259
2015-03-18,9.74691,0.64828
2015-03-19,9.76148,0.6283
2015-03-20,9.77606,0.61308
