time,MAR_land,MAR_ice,RACMO_land,RACMO_ice,MAR_total,RACMO_total
2015-01-01,1.448612,0.0,0.445104,0.015163,1.448612,0.460267
2015-01-02,1.435915,0.0,0.4366,0.013611,1.435915,0.450211
2015-01-03,1.422583,0.0,0.433424,0.008671,1.422583,0.44209499999999996
2015-01-04,1.408915,0.0,0.425589,0.011871,1.408915,0.43746
2015-01-05,1.395363,0.0,0.421544,0.011194,1.395363,0.43273799999999996
2015-01-06,1.383095,0.0,0.413375,0.009051,1.383095,0.42242599999999997
2015-01-07,1.373648,0.0,0.408451,0.008497,1.373648,0.416948
2015-01-08,1.363195,0.0,0.404283,0.012055,1.363195,0.416338
2015-01-09,1.352407,0.0,0.39744,0.009284,1.352407,0.40672400000000003
2015-01-10,1.341381,0.0,0.393893,0.008707,1.341381,0.4026
2015-01-11,1.329654,0.0,0.388816,0.015178,1.329654,0.403994
2015-01-12,1.319888,0.0,0.379623,0.008995,1.319888,0.38861799999999996
2015-01-13,1.309488,0.0,0.37714,0.01434,1.309488,0.39148
2015-01-14,1.299189,0.0,0.372221,0.015491,1.299189,0.387712
2015-01-15,1.288769,0.0,0.363647,0.021612,1.288769,0.385259
2015-01-16,1.277287,0.0,0.361038,0.015993,1.277287,0.377031
2015-01-17,1.2675,0.0,0.354667,0.011531,1.2675,0.366198
2015-01-18,1.256779,0.0,0.350719,0.011592,1.256779,0.362311
2015-01-19,1.245928,0.0,0.346324,0.011637,1.245928,0.35796100000000003
2015-01-20,1.234879,0.0,0.341635,0.008914,1.234879,0.350549
2015-01-21,1.222991,0.0,0.335383,0.015714,1.222991,0.351097
2015-01-22,1.212778,0.0,0.330533,0.011427,1.212778,0.34196000000000004
2015-01-23,1.201923,0.0,0.325157,0.008711,1.201923,0.333868
2015-01-24,1.191487,0.0,0.321573,0.015432,1.191487,0.337005
2015-01-25,1.181356,0.0,0.316697,0.013163,1.181356,0.32986
2015-01-26,1.170694,0.0,0.310026,0.015242,1.170694,0.325268
2015-01-27,1.161724,0.0,0.309104,0.009383,1.161724,0.31848699999999996
2015-01-28,1.15191,0.0,0.302977,0.011561,1.15191,0.314538
2015-01-29,1.142031,0.0,0.297612,0.017999,1.142031,0.315611
2015-01-30,1.132071,0.0,0.29405,0.018611,1.132071,0.31266099999999997
2015-01-31,1.121971,0.0,0.290605,0.015162,1.121971,0.305767
2015-02-01,1.111198,0.0,0.286513,0.014998,1.111198,0.30151100000000003
2015-02-02,1.101979,0.0,0.279473,0.018275,1.101979,0.297748
2015-02-03,1.091815,0.0,0.278048,0.016447,1.091815,0.294495
2015-02-04,1.081625,0.0,0.270083,0.013626,1.081625,0.283709
2015-02-05,1.071886,0.0,0.266911,0.014026,1.071886,0.280937
2015-02-06,1.061756,0.0,0.260164,0.014629,1.061756,0.274793
2015-02-07,1.05337,0.0,0.259919,0.018535,1.05337,0.27845400000000003
2015-02-08,1.044312,0.0,0.252676,0.013019,1.044312,0.265695
2015-02-09,1.035277,0.0,0.249605,0.012857,1.035277,0.262462
2015-02-10,1.027233,0.0,0.244331,0.018538,1.027233,0.262869
2015-02-11,1.018645,0.0,0.240855,0.014705,1.018645,0.25556
2015-02-12,1.011425,0.0,0.239148,0.019665,1.011425,0.258813
2015-02-13,1.003433,0.0,0.232401,0.013806,1.003433,0.246207
2015-02-14,0.995464,0.0,0.228436,0.019539,0.995464,0.247975
2015-02-15,0.987864,0.0,0.224897,0.014851,0.987864,0.23974800000000002
2015-02-16,0.979759,0.0,0.220643,0.014959,0.979759,0.235602
2015-02-17,0.97322,0.0,0.218015,0.01436,0.97322,0.232375
2015-02-18,0.966036,0.0,0.213097,0.01317,0.966036,0.226267
2015-02-19,0.958989,0.0,0.207716,0.014332,0.958989,0.22204800000000002
2015-02-20,0.952028,0.0,0.206216,0.014796,0.952028,0.22101200000000001
2015-02-21,0.944478,0.0,0.202675,0.017881,0.944478,0.220556
2015-02-22,0.938217,0.0,0.197386,0.017366,0.938217,0.214752
2015-02-23,0.931246,0.0,0.194327,0.01279,0.931246,0.207117
2015-02-24,0.924317,0.0,0.190999,0.017452,0.924317,0.208451
2015-02-25,0.917556,0.0,0.186872,0.012663,0.917556,0.19953500000000002
2015-02-26,0.910141,0.0,0.180044,0.011585,0.910141,0.19162900000000002
2015-02-27,0.903965,0.0,0.179788,0.017892,0.903965,0.19768
2015-02-28,0.897147,0.0,0.173194,0.018102,0.897147,0.191296
2015-03-01,0.889721,0.0,0.169611,0.017302,0.889721,0.18691300000000002
2015-03-02,0.883563,0.0,0.166624,0.017302,0.883563,0.183926
2015-03-03,0.877204,0.0,0.160765,0.013623,0.877204,0.174388
2015-03-04,0.87138,0.0,0.157777,0.012001,0.87138,0.169778
2015-03-05,0.865493,0.0,0.154307,0.012499,0.865493,0.166806
2015-03-06,0.85909,0.0,0.150892,0.018053,0.85909,0.168945
2015-03-07,0.854169,0.0,0.145394,0.017243,0.854169,0.162637
2015-03-08,0.848692,0.0,0.14198,0.012608,0.848692,0.154588
2015-03-09,0.843106,0.0,0.139577,0.011254,0.843106,0.150831
2015-03-10,0.837479,0.0,0.137893,0.012618,0.837479,0.15051099999999998
2015-03-11,0.831347,0.0,0.131635,0.017236,0.831347,0.148871
2015-03-12,0.826625,0.0,0.130003,0.016702,0.826625,0.146705
2015-03-13,0.82146,0.0,0.12668,0.012743,0.82146,0.139423
2015-03-14,0.816247,0.0,0.125743,0.014397,0.816247,0.14014
2015-03-15,0.810948,0.0,0.121916,0.018526,0.810948,0.140442
2015-03-16,0.805111,0.0,0.115585,0.016823,0.805111,0.132408
2015-03-17,0.800462,0.0,0.116207,0.017126,0.800462,0.133333
2015-03-18,0.795271,0.0,0.110862,0.012264,0.795271,0.123126
2015-03-19,0.790207,0.0,0.109419,0.016949,0.790207,0.126368
2015-03-20,0.785296,0.0,0.105908,0.018208,0.785296,0.124116
2015-03-21,0.779812,0.0,0.104048,0.016727,0.779812,0.120775
2015-03-22,0.775341,0.0,0.101867,0.016846,0.775341,0.118713
2015-03-23,0.770488,0.0,0.099028,0.026779,0.770488,0.125807
2015-03-24,0.76566,0.0,0.097163,0.016589,0.76566,0.11375199999999999
2015-03-25,0.760849,0.0,0.095526,0.01729,0.760849,0.112816
2015-03-26,0.755453,0.0,0.090822,0.011771,0.755453,0.102593
2015-03-27,0.75108,0.0,0.090196,0.019458,0.75108,0.109654
2015-03-28,0.746194,0.0,0.090109,0.011547,0.746194,0.101656
2015-03-29,0.741393,0.0,0.08556,0.011547,0.741393,0.097107
2015-03-30,0.736466,0.0,0.084476,0.018523,0.736466,0.102999
2015-03-31,0.731684,0.0,0.083245,0.012881,0.731684,0.096126
2015-04-01,0.726883,0.0,0.079902,0.01817,0.726883,0.09807199999999999
2015-04-02,0.72315,0.0,0.078489,0.019233,0.72315,0.097722
2015-04-03,0.718973,0.0,0.075064,0.011648,0.718973,0.08671200000000001
2015-04-04,0.714888,0.0,0.076407,0.018109,0.714888,0.094516
2015-04-05,0.71082,0.0,0.072492,0.018005,0.71082,0.090497
2015-04-06,0.70633,0.0,0.070274,0.019303,0.70633,0.089577
2015-04-07,0.70277,0.0,0.068276,0.017941,0.70277,0.086217
2015-04-08,0.69871,0.0,0.067615,0.011529,0.69871,0.07914399999999999
2015-04-09,0.694633,0.0,0.065617,0.019013,0.694633,0.08463
2015-04-10,0.69054,0.0,0.06406,0.011897,0.69054,0.07595700000000001
2015-04-11,0.685974,0.0,0.064411,0.018274,0.685974,0.082685
2015-04-12,0.682418,0.0,0.060076,0.020392,0.682418,0.080468
2015-04-13,0.678503,0.0,0.057982,0.011452,0.678503,0.069434
2015-04-14,0.674707,0.0,0.056656,0.074129,0.674707,0.13078499999999998
2015-04-15,0.670982,0.0,0.058707,0.138237,0.670982,0.196944
2015-04-16,0.66682,0.0,0.698959,0.202651,0.66682,0.90161
2015-04-17,0.663438,0.0,0.853555,0.10834,0.663438,0.961895
2015-04-18,0.659516,0.0,0.76281,0.057137,0.659516,0.819947
2015-04-19,0.655668,0.0,3.60721,0.047753,0.655668,3.654963
2015-04-20,0.65194,0.0,4.556675,0.041522,0.65194,4.598197
2015-04-21,0.647725,0.0,0.059702,0.01742,0.647725,0.077122
2015-04-22,0.644513,0.0,0.049195,0.073623,0.644513,0.122818
2015-04-23,0.640892,0.0,0.046086,0.02239,0.640892,0.06847600000000001
2015-04-24,0.637373,0.0,0.045842,0.115106,0.637373,0.160948
2015-04-25,0.634134,0.0,0.045857,0.016967,0.634134,0.062824
2015-04-26,0.630448,0.0,0.04386,0.01812,0.630448,0.06198000000000001
2015-04-27,0.627617,0.0,0.043824,0.017036,0.627617,0.06086
2015-04-28,0.624335,0.0,0.04199,0.011473,0.624335,0.053463
2015-04-29,0.621078,0.0,0.040903,0.010366,0.621078,0.051269
2015-04-30,0.617785,0.0,0.042412,0.016849,0.617785,0.059260999999999994
2015-05-01,0.614069,0.0,0.040486,0.016735,0.614069,0.057221
2015-05-02,0.611179,0.0,0.03857,0.018325,0.611179,0.056895
2015-05-03,0.607858,0.0,0.036655,0.01231,0.607858,0.048965
2015-05-04,0.604448,0.0,0.037111,0.016574,0.604448,0.053685
2015-05-05,0.601079,0.0,0.035777,0.139577,0.601079,0.175354
2015-05-06,0.597335,0.0,0.036578,0.01766,0.597335,0.054237999999999995
2015-05-07,0.594433,0.0,0.033281,0.235409,0.594433,0.26869
2015-05-08,0.591136,0.0,0.034606,0.142529,0.591136,0.177135
2015-05-09,0.587865,0.0,0.039491,0.046657,0.587865,0.086148
2015-05-10,0.584768,0.0,0.047699,0.010671,0.584768,0.05837
2015-05-11,0.58144,0.0,0.050545,0.088211,0.58144,0.138756
2015-05-12,0.578894,0.0,0.087286,0.137226,0.578894,0.224512
2015-05-13,0.575917,0.0,0.376904,0.187466,0.575917,0.56437
2015-05-14,0.572884,0.0,1.517993,0.176002,0.572884,1.693995
2015-05-15,0.569866,0.0,3.326304,0.083158,0.569866,3.409462
2015-05-16,0.566464,0.0,3.734253,0.070865,0.566464,3.805118
2015-05-17,0.56462,0.0,2.294077,0.095729,0.56462,2.389806
2015-05-18,0.57873,0.0,1.973582,0.091544,0.57873,2.065126
2015-05-19,0.576722,0.0,1.37736,0.104094,0.576722,1.4814539999999998
2015-05-20,0.568946,0.0,0.041439,2.188572,0.568946,2.230011
2015-05-21,0.610757,0.0,0.634429,0.119274,0.610757,0.753703
2015-05-22,0.576196,0.0,0.131985,0.121151,0.576196,0.25313599999999997
2015-05-23,0.585777,0.0,0.682091,0.101182,0.585777,0.783273
2015-05-24,0.636583,0.0,1.306015,0.075805,0.636583,1.3818199999999998
2015-05-25,0.675302,0.0,1.191034,0.087147,0.675302,1.278181
2015-05-26,0.838711,0.0,2.436549,0.171574,0.838711,2.608123
2015-05-27,0.819359,0.0,1.224689,0.103326,0.819359,1.328015
2015-05-28,0.603118,0.0,1.573125,0.269011,0.603118,1.842136
2015-05-29,0.541749,0.0,2.554504,0.063354,0.541749,2.617858
2015-05-30,0.54601,0.0,1.95858,0.130525,0.54601,2.089105
2015-05-31,0.526068,0.0,1.210175,0.198233,0.526068,1.408408
2015-06-01,0.517434,0.0,2.700695,0.14084,0.517434,2.841535
2015-06-02,0.607807,0.0,4.627168,0.11478,0.607807,4.741948
2015-06-03,0.826415,0.0,5.125514,0.049616,0.826415,5.17513
2015-06-04,2.192507,0.004929,6.241493,0.313118,2.197436,6.554611
2015-06-05,1.917139,0.006505,6.541306,0.11183,1.923644,6.653136
2015-06-06,1.467731,0.004144,5.076522,0.090298,1.4718749999999998,5.1668199999999995
2015-06-07,1.610575,0.006772,6.847784,0.079628,1.617347,6.9274119999999995
2015-06-08,3.055669,0.019408,8.615091,1.173733,3.075077,9.788824
2015-06-09,5.117476,0.340819,7.293828,1.265906,5.458295,8.559734
2015-06-10,3.049959,0.321791,6.166692,1.01124,3.37175,7.177932
2015-06-11,5.289839,1.203096,8.236388,1.002052,6.492934999999999,9.23844
2015-06-12,2.878017,0.540633,6.100808,0.456101,3.41865,6.556909
2015-06-13,4.841919,1.121079,9.492985,0.89746,5.962998,10.390445
2015-06-14,3.308799,0.882288,8.59963,1.021045,4.191087,9.620674999999999
2015-06-15,5.263106,1.01934,9.586646,0.780378,6.282445999999999,10.367024
2015-06-16,6.430444,1.280826,10.97715,1.848854,7.71127,12.826004
2015-06-17,14.861165,3.38325,10.843151,1.855709,18.244415,12.69886
2015-06-18,18.200075,3.084358,11.152229,2.692951,21.284433,13.84518
2015-06-19,12.771743,2.01689,11.678669,3.043953,14.788633,14.722622
2015-06-20,12.56984,1.925636,11.074501,3.009287,14.495476,14.083788
2015-06-21,12.973993,1.883478,11.496124,3.031248,14.857471,14.527372
2015-06-22,14.673893,2.003984,10.6846,2.877817,16.677877,13.562417
2015-06-23,13.910601,1.778515,10.480391,3.616145,15.689116,14.096535999999999
2015-06-24,17.249237,2.155318,11.754041,2.721034,19.404555000000002,14.475075
2015-06-25,28.508198,2.632917,12.86491,2.947311,31.141115,15.812221000000001
2015-06-26,11.733967,2.522499,13.263537,4.51579,14.256466,17.779327
2015-06-27,5.611086,2.17955,13.168081,3.176978,7.790636,16.345059
2015-06-28,5.164072,1.819822,12.358906,3.813199,6.983894,16.172105
2015-06-29,4.723863,1.608736,11.81408,2.058125,6.332599,13.872205000000001
2015-06-30,4.877291,1.308288,13.33514,2.975484,6.185579,16.310624
2015-07-01,6.845927,1.19263,16.883406,3.600841,8.038556999999999,20.484247
2015-07-02,4.774077,1.488499,15.800495,5.221676,6.262576,21.022171
