time,MAR_land,MAR_ice,RACMO_land,RACMO_ice,MAR_total,RACMO_total
2015-01-01,0.0,0.0,0.847819,0.011246,0.0,0.859065
2015-01-02,0.0,0.0,0.827457,0.02359,0.0,0.851047
2015-01-03,0.0,0.0,0.811707,0.010692,0.0,0.822399
2015-01-04,0.0,0.0,0.793982,0.007184,0.0,0.8011659999999999
2015-01-05,0.0,0.0,0.778779,0.015993,0.0,0.794772
2015-01-06,0.0,0.0,0.761029,0.009878,0.0,0.770907
2015-01-07,0.0,2e-06,0.750896,0.020383,2e-06,0.771279
2015-01-08,0.0,1e-06,0.733101,0.012237,1e-06,0.7453380000000001
2015-01-09,0.0,1e-06,0.73358,0.02622,1e-06,0.7598
2015-01-10,0.0,1e-06,0.701953,0.013191,1e-06,0.715144
2015-01-11,0.0,1e-06,0.688018,0.024681,1e-06,0.712699
2015-01-12,0.0,1e-06,0.671428,0.013959,1e-06,0.685387
2015-01-13,0.0,1e-06,0.661507,0.007855,1e-06,0.6693619999999999
2015-01-14,0.0,1e-06,0.650195,0.011311,1e-06,0.6615059999999999
2015-01-15,0.0,1e-06,0.635043,0.010447,1e-06,0.64549
2015-01-16,0.0,1e-06,0.62341,0.013016,1e-06,0.636426
2015-01-17,0.0,1e-06,0.612609,0.020232,1e-06,0.632841
2015-01-18,0.0,1e-06,0.600695,0.010563,1e-06,0.611258
2015-01-19,0.0,1e-06,0.587515,0.013504,1e-06,0.601019
2015-01-20,0.0,1e-06,0.634796,0.027037,1e-06,0.661833
2015-01-21,0.0,1e-06,0.566249,0.023169,1e-06,0.589418
2015-01-22,0.0,1e-06,0.558064,0.021514,1e-06,0.579578
2015-01-23,0.0,1e-06,0.545325,0.0112,1e-06,0.5565249999999999
2015-01-24,0.0,0.0,0.534281,0.019403,0.0,0.553684
2015-01-25,0.0,1e-06,0.52589,0.023053,1e-06,0.548943
2015-01-26,0.0,1e-06,0.515553,0.027518,1e-06,0.5430710000000001
2015-01-27,0.0,1e-06,0.509186,0.012714,1e-06,0.5219
2015-01-28,0.0,1e-06,0.49714,0.009745,1e-06,0.506885
2015-01-29,0.0,3e-06,0.488933,0.011524,3e-06,0.500457
2015-01-30,0.0,1.3e-05,0.481911,0.020901,1.3e-05,0.5028119999999999
2015-01-31,0.0,1.2e-05,0.473255,0.026052,1.2e-05,0.499307
2015-02-01,0.0,1.2e-05,0.462021,0.011061,1.2e-05,0.473082
2015-02-02,0.0,3e-06,0.459055,0.022768,3e-06,0.481823
2015-02-03,0.0,0.0,0.470779,0.009947,0.0,0.480726
2015-02-04,0.0,1e-05,0.436353,0.025494,1e-05,0.461847
2015-02-05,0.0,1.8e-05,0.432995,0.010782,1.8e-05,0.44377700000000003
2015-02-06,0.0,2.3e-05,0.426673,0.011275,2.3e-05,0.437948
2015-02-07,0.0,1e-05,0.416622,0.009391,1e-05,0.426013
2015-02-08,0.0,2.4e-05,0.515043,0.008387,2.4e-05,0.5234300000000001
2015-02-09,0.0,2.7e-05,0.4036,0.027417,2.7e-05,0.43101700000000004
2015-02-10,0.0,2.9e-05,0.395315,0.017892,2.9e-05,0.41320700000000005
2015-02-11,0.0,3e-06,0.387084,0.030408,3e-06,0.417492
2015-02-12,0.0,0.0,0.382641,0.0231,0.0,0.405741
2015-02-13,0.0,0.0,0.376264,0.010303,0.0,0.386567
2015-02-14,0.0,1.5e-05,0.368096,0.017354,1.5e-05,0.38544999999999996
2015-02-15,0.0,2.3e-05,0.362435,0.028522,2.3e-05,0.390957
2015-02-16,0.0,2.8e-05,0.354941,0.028899,2.8e-05,0.38384
2015-02-17,0.0,0.000107,0.348598,0.024098,0.000107,0.372696
2015-02-18,0.0,0.000696,0.343285,0.013966,0.000696,0.357251
2015-02-19,0.0,0.000866,0.337945,0.025675,0.000866,0.36362
2015-02-20,0.0,0.000608,0.330815,0.017042,0.000608,0.347857
2015-02-21,0.0,0.0,0.324109,0.027238,0.0,0.35134699999999996
2015-02-22,0.0,0.000341,0.319822,0.030889,0.000341,0.350711
2015-02-23,0.0,6.3e-05,0.314821,0.006749,6.3e-05,0.32157
2015-02-24,0.0,0.000202,0.307296,0.028701,0.000202,0.335997
2015-02-25,0.0,0.000964,0.303988,0.006199,0.000964,0.310187
2015-02-26,0.0,0.000995,0.295727,0.009279,0.000995,0.305006
2015-02-27,0.0,0.001021,0.2883,0.021848,0.001021,0.310148
2015-02-28,0.0,0.001022,0.286676,0.007705,0.001022,0.294381
2015-03-01,0.0,0.001014,0.27923,0.025016,0.001014,0.30424599999999996
2015-03-02,0.0,0.000892,0.27323,0.024575,0.000892,0.297805
2015-03-03,0.0,0.000743,0.265897,0.00928,0.000743,0.275177
2015-03-04,0.0,0.000802,0.265436,0.029553,0.000802,0.294989
2015-03-05,0.0,0.000848,0.256629,0.024882,0.000848,0.281511
2015-03-06,0.0,0.000882,0.250769,0.013177,0.000882,0.263946
2015-03-07,0.0,0.000989,0.242255,0.015434,0.000989,0.257689
2015-03-08,0.0,0.001678,0.243167,0.008892,0.001678,0.252059
2015-03-09,0.0,0.001056,0.230482,0.027702,0.001056,0.25818399999999997
2015-03-10,0.0,0.000908,0.234764,0.009278,0.000908,0.244042
2015-03-11,0.0,0.000902,0.224537,0.016426,0.000902,0.24096299999999998
2015-03-12,0.0,0.000908,0.221385,0.008529,0.000908,0.229914
2015-03-13,0.0,0.001187,0.216845,0.016006,0.001187,0.232851
2015-03-14,0.0,0.001946,0.419895,0.00736,0.001946,0.427255
2015-03-15,0.0,0.002033,0.213128,0.013908,0.002033,0.22703600000000002
2015-03-16,0.0,0.002019,0.417528,0.006397,0.002019,0.423925
2015-03-17,0.0,0.002139,0.200758,0.009137,0.002139,0.209895
2015-03-18,0.0,0.002166,0.197103,0.009887,0.002166,0.20699
2015-03-19,0.0,0.001552,0.193787,0.013061,0.001552,0.20684799999999998
2015-03-20,0.0,8.2e-05,0.19163,0.03213,8.2e-05,0.22376
2015-03-21,0.0,0.00024,0.195688,0.008247,0.00024,0.203935
2015-03-22,0.0,0.000343,0.18432,0.013416,0.000343,0.19773600000000002
2015-03-23,0.0,0.000347,0.179476,0.007564,0.000347,0.18703999999999998
2015-03-24,0.0,0.000121,0.177845,0.007135,0.000121,0.18498
2015-03-25,0.0,0.000298,0.172505,0.014197,0.000298,0.18670199999999998
2015-03-26,0.0,0.000342,0.173414,0.011966,0.000342,0.18538000000000002
2015-03-27,0.0,0.000352,0.167664,0.008445,0.000352,0.17610900000000002
2015-03-28,0.0,0.000329,0.166693,0.012336,0.000329,0.179029
2015-03-29,0.0,2e-05,0.16206,0.01562,2e-05,0.17768
2015-03-30,0.0,0.0,0.159879,0.007684,0.0,0.167563
2015-03-31,0.0,2.4e-05,0.157882,0.024212,2.4e-05,0.182094
2015-04-01,0.0,0.000107,0.154722,0.024154,0.000107,0.178876
2015-04-02,0.0,3.9e-05,0.151067,0.008085,3.9e-05,0.15915200000000002
2015-04-03,0.0,0.000277,0.148066,0.009582,0.000277,0.157648
2015-04-04,0.0,0.000361,0.145782,0.009291,0.000361,0.155073
2015-04-05,0.0,0.000372,0.142097,0.013489,0.000372,0.155586
2015-04-06,0.0,0.000374,0.141818,0.006464,0.000374,0.148282
2015-04-07,0.0,0.000382,0.13878,0.012805,0.000382,0.151585
2015-04-08,0.0,0.000381,0.135282,0.007329,0.000381,0.14261100000000002
2015-04-09,0.0,0.000382,0.134626,0.011081,0.000382,0.145707
2015-04-10,0.0,0.000389,0.129836,0.009079,0.000389,0.138915
2015-04-11,0.0,0.000226,0.126154,0.012084,0.000226,0.138238
2015-04-12,0.0,6.5e-05,0.130149,0.00905,6.5e-05,0.139199
2015-04-13,0.0,0.000328,0.24103,0.011276,0.000328,0.252306
