time,MAR_land,RACMO_land
2017-01-22,4.236586,1.466202
2017-01-23,4.207331,1.477601
2017-01-24,4.178078,1.478322
2017-01-25,4.148519,1.428549
2017-01-26,4.116149,1.421373
2017-01-27,4.090101,1.411823
2017-01-28,4.061365,1.397263
2017-01-29,4.032811,1.384540
2017-01-30,4.004488,1.367959
2017-01-31,3.976400,1.358674
2017-02-01,3.946504,1.349312
2017-02-02,3.923566,1.337674
2017-02-03,3.898242,1.327496
2017-02-04,3.872856,1.311724
2017-02-05,3.847743,1.324128
2017-02-06,3.820539,1.293331
2017-02-07,3.799050,1.352008
2017-02-08,3.774905,1.472215
2017-02-09,3.750738,1.438274
2017-02-10,3.726283,1.254116
2017-02-11,3.699695,1.249279
2017-02-12,3.678881,1.384219
2017-02-13,3.655668,1.218468
2017-02-14,3.633015,1.237174
2017-02-15,3.611464,1.195015
2017-02-16,3.587250,1.180010
2017-02-17,3.567986,1.181863
2017-02-18,3.546195,1.172550
2017-02-19,3.524443,1.155847
2017-02-20,3.502781,1.151991
2017-02-21,3.478613,1.139310
2017-02-22,3.459357,1.135062
2017-02-23,3.438210,1.118376
2017-02-24,3.417721,1.115408
2017-02-25,3.397641,1.126036
2017-02-26,3.376577,1.111875
2017-02-27,3.360844,1.092459
2017-02-28,3.343003,1.071313
2017-03-01,3.323460,1.069184
2017-03-02,3.308757,1.058580
2017-03-03,3.291755,1.049829
2017-03-04,3.274561,1.038978
2017-03-05,3.257274,1.037959
2017-03-06,3.237946,1.028105
2017-03-07,3.223273,1.013962
2017-03-08,3.206513,1.004406
2017-03-09,3.189699,1.005983
2017-03-10,3.172936,0.988403
2017-03-11,3.153962,0.989227
2017-03-12,3.139399,0.974060
2017-03-13,3.122543,0.971846
2017-03-14,3.105780,0.957430
2017-03-15,3.089241,0.948589
2017-03-16,3.070890,0.948683
2017-03-17,3.057326,0.933294
2017-03-18,3.041711,0.933793
2017-03-19,3.026183,0.922736
2017-03-20,3.010495,0.910188
2017-03-21,2.992587,0.910003
2017-03-22,2.978811,0.899369
2017-03-23,2.962918,0.897477
2017-03-24,2.947004,0.889283
2017-03-25,2.931307,0.874005
2017-03-26,2.913715,0.868799
2017-03-27,2.900492,0.865470
2017-03-28,2.885693,0.854128
2017-03-29,2.870860,0.850444
