time,MAR_land,MAR_ice,RACMO_land,RACMO_ice
2015-01-01,0.000000,0.000000,0.168884,0.140365
2015-01-02,0.000000,0.000000,0.169393,0.190075
2015-01-03,0.000000,0.000000,0.164578,0.141741
2015-01-04,0.000000,0.000000,0.161214,0.139252
2015-01-05,0.000000,0.000000,0.162464,0.144535
2015-01-06,0.000000,0.000000,0.158845,0.138755
2015-01-07,0.000000,0.000000,0.176297,0.186324
2015-01-08,0.000000,0.000000,0.154441,0.140581
2015-01-09,0.000000,0.000000,0.160023,0.189181
2015-01-10,0.000000,0.000000,0.149924,0.183195
2015-01-11,0.000000,0.000000,0.146305,0.169527
2015-01-12,0.000000,0.000000,0.144049,0.140711
2015-01-13,0.000000,0.000000,0.140441,0.140624
2015-01-14,0.000000,0.000000,0.141567,0.141651
2015-01-15,0.000000,0.000000,0.139576,0.144420
2015-01-16,0.000000,0.000000,0.137835,0.191154
2015-01-17,0.000000,0.000000,0.135016,0.166739
2015-01-18,0.000000,0.000669,0.131088,0.138534
2015-01-19,0.000000,0.001613,0.130710,0.143450
2015-01-20,0.000000,0.001647,0.201703,0.170113
2015-01-21,0.000000,0.001650,0.126095,0.193525
2015-01-22,0.000000,0.001537,0.125100,0.185665
2015-01-23,0.000000,0.001533,0.121481,0.159062
2015-01-24,0.000000,0.002553,0.120107,0.179905
2015-01-25,0.000000,0.005389,0.118117,0.180467
2015-01-26,0.000000,0.006661,0.117175,0.164400
2015-01-27,0.000000,0.006909,0.115493,0.185417
2015-01-28,0.000000,0.007850,0.114498,0.232317
2015-01-29,0.000000,0.008389,0.110879,0.141881
2015-01-30,0.000000,0.007996,0.110192,0.176787
2015-01-31,0.000000,0.006803,0.107946,0.165028
2015-02-01,0.000000,0.003404,0.107260,0.140554
2015-02-02,0.000000,0.000508,0.104890,0.205817
2015-02-03,0.000000,0.003770,0.104382,0.141311
2015-02-04,0.000000,0.006288,0.102521,0.178682
2015-02-05,0.000000,0.008169,0.100022,0.135147
2015-02-06,0.000000,0.009118,0.098031,0.143994
2015-02-07,0.000000,0.009487,0.096657,0.132278
2015-02-08,0.000000,0.006592,0.091826,0.160401
2015-02-09,0.000000,0.000915,0.093292,0.175275
2015-02-10,0.000000,0.006745,0.090793,0.163816
2015-02-11,0.000000,0.005120,0.089419,0.175921
2015-02-12,0.000000,0.000109,0.088386,0.174980
2015-02-13,0.000000,0.000336,0.084929,0.159371
2015-02-14,0.000000,0.004117,0.083160,0.182388
2015-02-15,0.000000,0.008291,0.083809,0.175205
2015-02-16,0.000000,0.009904,0.081186,0.176452
2015-02-17,0.000000,0.010107,0.077945,0.164353
2015-02-18,0.000000,0.009537,0.078254,0.138996
2015-02-19,0.000000,0.009200,0.075576,0.176260
2015-02-20,0.000000,0.009324,0.074326,0.160213
2015-02-21,0.000000,0.002700,0.073639,0.163693
2015-02-22,0.000000,0.003256,0.071957,0.162024
2015-02-23,0.000000,0.006018,0.069025,0.132125
2015-02-24,0.000000,0.000415,0.068046,0.170630
2015-02-25,0.000000,0.004401,0.065097,0.130182
2015-02-26,0.000000,0.007684,0.067088,0.133336
2015-02-27,0.000000,0.009330,0.063724,0.171295
2015-02-28,0.000000,0.010185,0.060359,0.131573
2015-03-01,0.000000,0.010284,0.060792,0.161827
2015-03-02,0.000000,0.009966,0.056918,0.177139
2015-03-03,0.000000,0.009505,0.056864,0.130281
2015-03-04,0.000000,0.009160,0.055490,0.176919
2015-03-05,0.000000,0.009360,0.052558,0.199218
2015-03-06,0.000000,0.010370,0.051308,0.161433
