time,MAR_land,MAR_ice,RACMO_land,RACMO_ice,MAR_total,RACMO_total
2015-01-01,4.730313,0.0,2.274964,0.346001,4.730313,2.620965
2015-01-02,4.693843,0.0,2.244015,0.335487,4.693843,2.579502
2015-01-03,4.654886,0.0,2.215068,0.341938,4.654886,2.557006
2015-01-04,4.61669,0.0,2.189168,0.339838,4.61669,2.529006
2015-01-05,4.579125,0.0,2.163049,0.337924,4.579125,2.500973
2015-01-06,4.53942,0.0,2.132258,0.338185,4.53942,2.4704430000000004
2015-01-07,4.506678,0.0,2.111059,0.339485,4.506678,2.450544
2015-01-08,4.471138,0.0,2.081123,0.338865,4.471138,2.419988
2015-01-09,4.435535,0.0,2.062468,0.339398,4.435535,2.401866
2015-01-10,4.399837,0.0,2.034874,0.334987,4.399837,2.3698609999999998
2015-01-11,4.361024,0.0,2.008609,0.335958,4.361024,2.3445669999999996
2015-01-12,4.328577,0.0,1.988357,0.336508,4.328577,2.324865
2015-01-13,4.293164,0.0,1.963796,0.350985,4.293164,2.314781
2015-01-14,4.258084,0.0,1.939671,0.346518,4.258084,2.286189
2015-01-15,4.223696,0.0,1.908164,0.328543,4.223696,2.236707
2015-01-16,4.186756,0.0,1.900002,0.332415,4.186756,2.232417
2015-01-17,4.156386,0.0,1.87502,0.344355,4.156386,2.219375
2015-01-18,4.123287,0.0,1.930841,0.34235,4.123287,2.273191
2015-01-19,4.090314,0.0,1.833055,0.330284,4.090314,2.163339
2015-01-20,4.057726,0.0,1.807773,0.328711,4.057726,2.1364840000000003
2015-01-21,4.022145,0.0,1.787016,0.328713,4.022145,2.115729
2015-01-22,3.992466,0.0,1.767623,0.326278,3.992466,2.093901
2015-01-23,3.960983,0.0,1.750727,0.325634,3.960983,2.076361
2015-01-24,3.929863,0.0,1.72262,0.325663,3.929863,2.048283
2015-01-25,3.899095,0.0,1.712023,0.325557,3.899095,2.03758
2015-01-26,3.86599,0.0,1.68838,0.327166,3.86599,2.015546
2015-01-27,3.838557,0.0,1.669044,0.322927,3.838557,1.991971
2015-01-28,3.808787,0.0,1.656582,0.324387,3.808787,1.980969
2015-01-29,3.779152,0.0,1.633935,0.32674,3.779152,1.960675
2015-01-30,3.750121,0.0,1.615034,0.322638,3.750121,1.937672
2015-01-31,3.721905,0.0,1.600454,0.324771,3.721905,1.925225
2015-02-01,3.691193,0.0,1.579213,0.321614,3.691193,1.900827
2015-02-02,3.66562,0.0,1.56792,0.328143,3.66562,1.896063
2015-02-03,3.637599,0.0,1.561379,0.329573,3.637599,1.890952
2015-02-04,3.609847,0.0,1.568445,0.322029,3.609847,1.8904740000000002
2015-02-05,3.582731,0.0,1.512757,0.315551,3.582731,1.8283079999999998
2015-02-06,3.553228,0.0,1.518419,0.318394,3.553228,1.836813
2015-02-07,3.528772,0.0,3.129125,0.350367,3.528772,3.479492
2015-02-08,3.502825,0.0,1.468031,0.317088,3.502825,1.7851190000000001
2015-02-09,3.47743,0.0,1.454617,0.319638,3.47743,1.7742550000000001
2015-02-10,3.451836,0.0,1.43608,0.317377,3.451836,1.753457
2015-02-11,3.425189,0.0,1.424279,0.313497,3.425189,1.7377760000000002
2015-02-12,3.404272,0.0,1.408691,0.313276,3.404272,1.7219669999999998
2015-02-13,3.381008,0.0,1.39958,0.319242,3.381008,1.718822
2015-02-14,3.357723,0.0,1.380695,0.308416,3.357723,1.689111
2015-02-15,3.334833,0.0,1.36749,0.314396,3.334833,1.681886
2015-02-16,3.31042,0.0,1.354656,0.315179,3.31042,1.669835
2015-02-17,3.291769,0.0,1.341176,0.311797,3.291769,1.6529729999999998
2015-02-18,3.271065,0.0,1.331959,0.312177,3.271065,1.6441359999999998
2015-02-19,3.250953,0.0,1.313668,0.308931,3.250953,1.6225990000000001
2015-02-20,3.23195,0.0,1.305906,0.310089,3.23195,1.615995
2015-02-21,3.210864,0.0,1.293342,0.313433,3.210864,1.606775
2015-02-22,3.194408,0.0,1.273878,0.3151,3.194408,1.588978
2015-02-23,3.17593,0.0,1.267992,0.30683,3.17593,1.574822
2015-02-24,3.157753,0.0,1.257811,0.310221,3.157753,1.568032
2015-02-25,3.139932,0.0,1.243779,0.306513,3.139932,1.550292
2015-02-26,3.120041,0.0,1.225438,0.314541,3.120041,1.539979
2015-02-27,3.104881,0.0,1.229597,0.303053,3.104881,1.53265
2015-02-28,3.087291,0.0,1.203381,0.311412,3.087291,1.514793
2015-03-01,3.067297,0.0,1.198242,0.307183,3.067297,1.505425
2015-03-02,3.051981,0.0,1.184641,0.306599,3.051981,1.4912400000000001
2015-03-03,3.034816,0.0,1.175688,0.302699,3.034816,1.4783870000000001
2015-03-04,3.017541,0.0,1.164502,0.311079,3.017541,1.475581
2015-03-05,3.000302,0.0,1.151438,0.296182,3.000302,1.44762
2015-03-06,2.98108,0.0,1.145554,0.293587,2.98108,1.439141
2015-03-07,2.96612,0.0,1.1303,0.299178,2.96612,1.429478
2015-03-08,2.949243,0.0,1.126528,0.297347,2.949243,1.423875
2015-03-09,2.932303,0.0,1.105308,0.293366,2.932303,1.398674
2015-03-10,2.915375,0.0,1.108448,0.29548,2.915375,1.403928
2015-03-11,2.896758,0.0,1.090933,0.29275,2.896758,1.383683
2015-03-12,2.882128,0.0,1.081439,0.291014,2.882128,1.3724530000000001
2015-03-13,2.865537,0.0,1.074163,0.670627,2.865537,1.74479
2015-03-14,2.849122,0.0,1.062328,0.284969,2.849122,1.347297
2015-03-15,2.832752,0.0,1.051907,0.295941,2.832752,1.347848
2015-03-16,2.814408,0.0,1.04368,0.285849,2.814408,1.329529
2015-03-17,2.799854,0.0,1.037108,0.292387,2.799854,1.3294949999999999
2015-03-18,2.783281,0.0,1.026161,0.28576,2.783281,1.3119210000000001
2015-03-19,2.766815,0.0,1.017649,0.284617,2.766815,1.302266
2015-03-20,2.750525,0.0,1.008133,0.290336,2.750525,1.2984689999999999
2015-03-21,2.732349,0.0,0.998772,0.285574,2.732349,1.284346
2015-03-22,2.717973,0.0,0.991598,0.285066,2.717973,1.276664
2015-03-23,2.701931,0.0,0.979231,0.283192,2.701931,1.262423
2015-03-24,2.686278,0.0,0.979012,0.284455,2.686278,1.263467
2015-03-25,2.670639,0.0,0.962876,0.286573,2.670639,1.249449
2015-03-26,2.653056,0.0,0.955677,0.286207,2.653056,1.241884
2015-03-27,2.638995,0.0,0.949882,0.284939,2.638995,1.234821
2015-03-28,2.623198,0.0,0.937205,0.285941,2.623198,1.2231459999999998
2015-03-29,2.607764,0.0,0.934497,0.287365,2.607764,1.221862
2015-03-30,2.592438,0.0,0.925425,0.284499,2.592438,1.209924
2015-03-31,2.577043,0.0,0.91766,0.289732,2.577043,1.207392
