Date,Discharge (Gt/yr),Error (Gt/yr),Coverage
2015-01-01,4.52507,0.17339,0.9614
2015-01-02,4.52634,0.16752,0.96135
2015-01-03,4.52761,0.16188,0.9613
2015-01-04,4.52888,0.1565,0.96124
2015-01-05,4.53016,0.15141,0.96119
2015-01-06,4.53143,0.14663,0.96114
2015-01-07,4.5327,0.1422,0.96109
2015-01-08,4.53397,0.13815,0.96104
2015-01-09,4.53525,0.13452,0.96098
2015-01-10,4.53652,0.13133,0.96093
2015-01-11,4.53779,0.12863,0.96088
2015-01-12,4.53907,0.12644,0.96083
2015-01-13,4.54034,0.1248,0.96078
2015-01-14,4.54161,0.12371,0.96073
2015-01-15,4.54288,0.12321,0.96067
2015-01-16,4.54416,0.12329,0.96062
2015-01-17,4.54543,0.12395,0.96057
2015-01-18,4.5467,0.12518,0.96052
2015-01-19,4.54797,0.12698,0.96047
2015-01-20,4.54925,0.12931,0.96042
2015-01-21,4.55052,0.13214,0.96036
2015-01-22,4.55179,0.13545,0.96031
2015-01-23,4.55306,0.1392,0.96026
2015-01-24,4.55434,0.14335,0.96021
2015-01-25,4.55561,0.14788,0.96016
2015-01-26,4.55688,0.15274,0.96011
2015-01-27,4.55815,0.15791,0.96005
2015-01-28,4.55943,0.16336,0.96
2015-01-29,4.5607,0.16907,0.95995
2015-01-30,4.56197,0.175,0.9599
2015-01-31,4.56043,0.12368,0.97893
2015-02-01,4.55888,0.17484,0.99796
2015-02-02,4.55894,0.15832,0.9941
2015-02-03,4.559,0.14417,0.99024
2015-02-04,4.55906,0.13313,0.98639
2015-02-05,4.55913,0.12603,0.98253
2015-02-06,4.55919,0.12356,0.97868
2015-02-07,4.55925,0.12598,0.97482
2015-02-08,4.55931,0.13303,0.97096
2015-02-09,4.55937,0.14402,0.96711
2015-02-10,4.55944,0.15815,0.96325
2015-02-11,4.5595,0.17464,0.9594
2015-02-12,4.56232,0.1381,0.92313
2015-02-13,4.56515,0.12364,0.88686
2015-02-14,4.56798,0.13836,0.8506
2015-02-15,4.5708,0.17506,0.81433
2015-02-16,4.5721,0.16892,0.82096
2015-02-17,4.5734,0.16304,0.82759
2015-02-18,4.57469,0.15744,0.83422
2015-02-19,4.57599,0.15215,0.84085
2015-02-20,4.57729,0.14721,0.84748
2015-02-21,4.57859,0.14265,0.85412
2015-02-22,4.57988,0.1385,0.86075
2015-02-23,4.58118,0.13482,0.86738
2015-02-24,4.58248,0.13163,0.87401
2015-02-25,4.58377,0.12897,0.88064
