Date,Discharge (Gt/yr),Error (Gt/yr),Coverage
2015-01-01,4.53794,0.49962,1.0
2015-01-02,4.53797,0.503,1.0
2015-01-03,4.538,0.50651,1.0
2015-01-04,4.53803,0.51013,1.0
2015-01-05,4.53806,0.51386,1.0
2015-01-06,4.53809,0.51771,1.0
2015-01-07,4.53812,0.52166,1.0
2015-01-08,4.53815,0.52571,1.0
2015-01-09,4.53818,0.52987,1.0
2015-01-10,4.53821,0.53413,1.0
2015-01-11,4.53824,0.53849,1.0
2015-01-12,4.53827,0.54294,1.0
2015-01-13,4.53829,0.54749,1.0
2015-01-14,4.53832,0.55212,1.0
2015-01-15,4.53835,0.55685,1.0
2015-01-16,4.53838,0.56166,1.0
2015-01-17,4.53841,0.56656,1.0
2015-01-18,4.53844,0.57154,1.0
2015-01-19,4.53847,0.57659,1.0
2015-01-20,4.5385,0.58173,1.0
2015-01-21,4.53853,0.58694,1.0
2015-01-22,4.53856,0.59223,1.0
2015-01-23,4.53859,0.59759,1.0
2015-01-24,4.53862,0.60302,1.0
2015-01-25,4.53865,0.60851,1.0
2015-01-26,4.53868,0.61407,1.0
2015-01-27,4.53871,0.6197,1.0
2015-01-28,4.53874,0.62539,1.0
2015-01-29,4.53877,0.63114,1.0
2015-01-30,4.5388,0.63695,1.0
2015-01-31,4.53883,0.64282,1.0
2015-02-01,4.53886,0.64874,1.0
2015-02-02,4.53949,0.60092,1.0
2015-02-03,4.54012,0.55794,1.0
2015-02-04,4.54074,0.52101,1.0
2015-02-05,4.54137,0.4915,1.0
2015-02-06,4.542,0.47081,1.0
2015-02-07,4.54263,0.46012,1.0
2015-02-08,4.54326,0.46013,1.0
2015-02-09,4.54389,0.47084,1.0
2015-02-10,4.54452,0.49155,1.0
2015-02-11,4.54515,0.52108,1.0
2015-02-12,4.54577,0.55802,1.0
2015-02-13,4.5464,0.60101,1.0
2015-02-14,4.54703,0.64884,1.0
2015-02-15,4.54828,0.64893,0.87856
2015-02-16,4.54954,0.60438,0.86398
2015-02-17,4.5508,0.56397,0.8494
2015-02-18,4.55205,0.52868,0.83482
2015-02-19,4.55331,0.49957,0.82023
2015-02-20,4.55456,0.47778,0.80565
2015-02-21,4.55582,0.46435,0.79107
2015-02-22,4.55708,0.46,0.77648
2015-02-23,4.55833,0.46499,0.7619
2015-02-24,4.55959,0.47902,0.74732
2015-02-25,4.56084,0.50135,0.73274
2015-02-26,4.5621,0.53092,0.71815
