Date,Discharge (Gt/yr),Error (Gt/yr),Coverage
2015-01-01,26.34061,1.43354,1.0
2015-01-02,26.33763,1.26707,1.0
2015-01-03,26.33466,1.13325,1.0
2015-01-04,26.33168,1.0447,1.0
2015-01-05,26.3287,1.01337,1.0
2015-01-06,26.32572,1.04442,1.0
2015-01-07,26.32275,1.13272,1.0
2015-01-08,26.31977,1.26636,1.0
2015-01-09,26.31679,1.43271,1.0
2015-01-10,26.33993,1.30908,1.0
2015-01-11,26.36307,1.20135,1.0
2015-01-12,26.38621,1.11414,1.0
2015-01-13,26.40935,1.05256,1.0
2015-01-14,26.43249,1.02125,1.0
2015-01-15,26.45563,1.023,1.0
2015-01-16,26.47877,1.05765,1.0
2015-01-17,26.50191,1.12216,1.0
2015-01-18,26.52505,1.21175,1.0
2015-01-19,26.54819,1.32135,1.0
2015-01-20,26.57133,1.4464,1.0
2015-01-21,26.53889,1.30957,0.99746
2015-01-22,26.50646,1.19183,0.99493
2015-01-23,26.47402,1.09934,0.99239
2015-01-24,26.44159,1.03887,0.98986
2015-01-25,26.40915,1.01614,0.98732
2015-01-26,26.37672,1.03366,0.98478
2015-01-27,26.34428,1.08947,0.98225
2015-01-28,26.31185,1.17816,0.97971
2015-01-29,26.27942,1.29297,0.97718
2015-01-30,26.24698,1.42762,0.97464
2015-01-31,26.21692,1.426,1.0
2015-02-01,26.20651,1.42545,1.0
2015-02-02,26.20121,1.32752,0.99602
2015-02-03,26.19592,1.23858,0.99205
2015-02-04,26.19062,1.1607,0.98807
2015-02-05,26.18532,1.09622,0.9841
2015-02-06,26.18002,1.04764,0.98012
2015-02-07,26.17472,1.01724,0.97615
2015-02-08,26.16942,1.00665,0.97217
2015-02-09,26.16412,1.0165,0.96819
2015-02-10,26.15882,1.04621,0.96422
2015-02-11,26.15352,1.09418,0.96024
2015-02-12,26.14822,1.15812,0.95627
2015-02-13,26.14292,1.23556,0.95229
2015-02-14,26.13762,1.32414,0.94832
2015-02-15,26.13232,1.42178,0.94434
2015-02-16,26.12502,1.23545,0.88557
2015-02-17,26.11773,1.09368,0.82681
2015-02-18,26.11043,1.01529,0.76804
2015-02-19,26.10313,1.01508,0.70928
2015-02-20,26.09583,1.0931,0.65051
2015-02-21,26.08854,1.2346,0.59174
2015-02-22,26.08124,1.42074,0.53298
2015-02-23,26.06197,1.41925,0.76053
2015-02-24,26.05883,1.20614,0.77619
2015-02-25,26.05569,1.05787,0.79185
2015-02-26,26.05254,1.00363,0.80751
2015-02-27,26.0494,1.05796,0.82317
2015-02-28,26.04626,1.20628,0.83883
2015-03-01,26.04312,1.41944,0.85449
2015-03-02,26.03911,1.32194,0.86488
2015-03-03,26.03511,1.23344,0.87528
2015-03-04,26.0311,1.15599,0.88567
2015-03-05,26.02709,1.09197,0.89606
2015-03-06,26.02309,1.04382,0.90646
2015-03-07,26.01908,1.01383,0.91685
2015-03-08,26.01507,1.00363,0.92724
