Date,Discharge (Gt/yr),Error (Gt/yr),Coverage
2015-01-01,0.05854,0.01674,1.0
2015-01-02,0.05873,0.01685,1.0
2015-01-03,0.05891,0.01696,1.0
2015-01-04,0.0591,0.01707,1.0
2015-01-05,0.05929,0.01718,1.0
2015-01-06,0.05948,0.0173,1.0
2015-01-07,0.05967,0.01741,1.0
2015-01-08,0.05986,0.01753,1.0
2015-01-09,0.06005,0.01765,1.0
2015-01-10,0.06023,0.01777,1.0
2015-01-11,0.06042,0.0179,1.0
2015-01-12,0.06061,0.01802,1.0
2015-01-13,0.0608,0.01815,1.0
2015-01-14,0.06099,0.01828,1.0
2015-01-15,0.06118,0.01841,1.0
2015-01-16,0.06137,0.01854,1.0
2015-01-17,0.06155,0.01868,1.0
2015-01-18,0.06174,0.01881,1.0
2015-01-19,0.06193,0.01895,1.0
2015-01-20,0.06212,0.01909,1.0
2015-01-21,0.06231,0.01923,1.0
2015-01-22,0.0625,0.01937,1.0
2015-01-23,0.06269,0.01952,1.0
2015-01-24,0.06287,0.01966,1.0
2015-01-25,0.06306,0.01981,1.0
2015-01-26,0.06325,0.01995,1.0
2015-01-27,0.06344,0.0201,1.0
2015-01-28,0.06363,0.02025,1.0
2015-01-29,0.06382,0.0204,1.0
2015-01-30,0.06401,0.02056,1.0
2015-01-31,0.06419,0.02071,1.0
2015-02-01,0.06438,0.02086,1.0
2015-02-02,0.06457,0.02102,1.0
2015-02-03,0.06476,0.02118,1.0
2015-02-04,0.06495,0.02133,1.0
2015-02-05,0.06514,0.02149,1.0
2015-02-06,0.06533,0.02165,1.0
2015-02-07,0.06551,0.02181,1.0
2015-02-08,0.0657,0.02198,1.0
2015-02-09,0.06589,0.02214,1.0
2015-02-10,0.06608,0.0223,1.0
2015-02-11,0.06627,0.02247,1.0
2015-02-12,0.06646,0.02263,1.0
2015-02-13,0.06664,0.0228,1.0
2015-02-14,0.06683,0.02297,1.0
2015-02-15,0.06702,0.02314,1.0
2015-02-16,0.06721,0.02331,1.0
2015-02-17,0.0674,0.02348,1.0
2015-02-18,0.06759,0.02365,1.0
2015-02-19,0.06778,0.02382,1.0
2015-02-20,0.06796,0.02399,1.0
2015-02-21,0.06815,0.02416,1.0
2015-02-22,0.06834,0.02434,1.0
2015-02-23,0.06853,0.02451,1.0
2015-02-24,0.06872,0.02469,1.0
2015-02-25,0.06891,0.02486,1.0
2015-02-26,0.0691,0.02504,1.0
2015-02-27,0.06928,0.02522,1.0
2015-02-28,0.06947,0.02539,1.0
2015-03-01,0.06966,0.02557,1.0
2015-03-02,0.06985,0.02575,1.0
2015-03-03,0.07004,0.02593,1.0
2015-03-04,0.07023,0.02611,1.0
2015-03-05,0.07042,0.02629,1.0
2015-03-06,0.0706,0.02647,1.0
2015-03-07,0.07079,0.02666,1.0
2015-03-08,0.07098,0.02684,1.0
2015-03-09,0.07117,0.02702,1.0
2015-03-10,0.07136,0.02721,1.0
2015-03-11,0.07155,0.02739,1.0
2015-03-12,0.07174,0.02757,1.0
2015-03-13,0.07192,0.02776,1.0
2015-03-14,0.07211,0.02795,1.0
2015-03-15,0.0723,0.02813,1.0
2015-03-16,0.07323,0.02725,1.0
2015-03-17,0.07415,0.02644,1.0
2015-03-18,0.07508,0.0257,1.0
2015-03-19,0.07601,0.02504,1.0
2015-03-20,0.07693,0.02446,1.0
2015-03-21,0.07786,0.02396,1.0
2015-03-22,0.07879,0.02357,1.0
2015-03-23,0.07971,0.02327,1.0
2015-03-24,0.08064,0.02308,1.0
2015-03-25,0.08157,0.02299,1.0
2015-03-26,0.08249,0.02301,1.0
2015-03-27,0.08342,0.02314,1.0
2015-03-28,0.08435,0.02338,1.0
2015-03-29,0.08527,0.02372,1.0
2015-03-30,0.0862,0.02415,1.0
2015-03-31,0.08713,0.02468,1.0
2015-04-01,0.08805,0.02529,1.0
2015-04-02,0.08898,0.02599,1.0
2015-04-03,0.08991,0.02676,1.0
2015-04-04,0.09083,0.0276,1.0
2015-04-05,0.09176,0.0285,1.0
2015-04-06,0.09269,0.02946,1.0
2015-04-07,0.09361,0.03047,1.0
2015-04-08,0.09454,0.03152,1.0
2015-04-09,0.09547,0.03262,1.0
2015-04-10,0.09639,0.03376,1.0
2015-04-11,0.09732,0.03493,1.0
2015-04-12,0.09825,0.03613,1.0
2015-04-13,0.09917,0.03735,1.0
2015-04-14,0.1001,0.03861,1.0
2015-04-15,0.10103,0.03988,1.0
2015-04-16,0.10006,0.03856,1.0
2015-04-17,0.0991,0.03727,1.0
2015-04-18,0.09814,0.036,1.0
2015-04-19,0.09718,0.03477,1.0
2015-04-20,0.09621,0.03356,1.0
2015-04-21,0.09525,0.0324,1.0
2015-04-22,0.09429,0.03127,1.0
2015-04-23,0.09333,0.03019,1.0
2015-04-24,0.09236,0.02916,1.0
2015-04-25,0.0914,0.02819,1.0
2015-04-26,0.09044,0.02728,1.0
2015-04-27,0.08948,0.02643,1.0
2015-04-28,0.08851,0.02567,1.0
2015-04-29,0.08755,0.02498,1.0
2015-04-30,0.08659,0.02438,1.0
2015-05-01,0.08563,0.02388,1.0
2015-05-02,0.08466,0.02349,1.0
2015-05-03,0.0837,0.0232,1.0
2015-05-04,0.08274,0.02302,1.0
2015-05-05,0.08178,0.02295,1.0
2015-05-06,0.08081,0.023,1.0
2015-05-07,0.07985,0.02317,1.0
2015-05-08,0.07889,0.02344,1.0
2015-05-09,0.07793,0.02383,1.0
2015-05-10,0.07696,0.02432,1.0
2015-05-11,0.076,0.0249,1.0
2015-05-12,0.07504,0.02557,1.0
2015-05-13,0.07408,0.02633,1.0
2015-05-14,0.07311,0.02716,1.0
2015-05-15,0.07215,0.02807,1.0
2015-05-16,0.07215,0.02647,1.0
2015-05-17,0.07215,0.02499,1.0
2015-05-18,0.07215,0.02365,1.0
2015-05-19,0.07215,0.02247,1.0
2015-05-20,0.07215,0.02149,1.0
2015-05-21,0.07215,0.02072,1.0
2015-05-22,0.07215,0.0202,1.0
2015-05-23,0.07215,0.01994,1.0
2015-05-24,0.07214,0.01996,1.0
2015-05-25,0.07214,0.02025,1.0
2015-05-26,0.07214,0.0208,1.0
2015-05-27,0.07214,0.02159,1.0
2015-05-28,0.07214,0.0226,1.0
2015-05-29,0.07214,0.0238,1.0
2015-05-30,0.07214,0.02516,1.0
2015-05-31,0.07214,0.02665,1.0
2015-06-01,0.07214,0.02827,1.0
2015-06-02,0.07219,0.02633,1.0
2015-06-03,0.07224,0.02457,1.0
2015-06-04,0.07229,0.02304,1.0
2015-06-05,0.07234,0.02178,1.0
2015-06-06,0.07239,0.02085,1.0
2015-06-07,0.07244,0.02028,1.0
2015-06-08,0.07249,0.02011,1.0
2015-06-09,0.07254,0.02035,1.0
2015-06-10,0.07259,0.02098,1.0
2015-06-11,0.07264,0.02197,1.0
2015-06-12,0.07269,0.02328,1.0
2015-06-13,0.07275,0.02485,1.0
2015-06-14,0.0728,0.02664,1.0
2015-06-15,0.07285,0.02861,1.0
2015-06-16,0.07295,0.02688,1.0
2015-06-17,0.07306,0.0253,1.0
2015-06-18,0.07316,0.02388,1.0
2015-06-19,0.07327,0.02267,1.0
2015-06-20,0.07337,0.02169,1.0
2015-06-21,0.07348,0.02098,1.0
2015-06-22,0.07358,0.02057,1.0
2015-06-23,0.07369,0.02047,1.0
2015-06-24,0.07379,0.02069,1.0
2015-06-25,0.0739,0.02121,1.0
2015-06-26,0.074,0.02203,1.0
2015-06-27,0.07411,0.0231,1.0
2015-06-28,0.07421,0.02439,1.0
2015-06-29,0.07432,0.02587,1.0
2015-06-30,0.07442,0.02751,1.0
2015-07-01,0.07453,0.02928,1.0
2015-07-02,0.07429,0.02726,1.0
2015-07-03,0.07406,0.02541,1.0
2015-07-04,0.07383,0.02377,1.0
2015-07-05,0.07359,0.02239,1.0
2015-07-06,0.07336,0.02131,1.0
2015-07-07,0.07312,0.02059,1.0
2015-07-08,0.07289,0.02025,1.0
2015-07-09,0.07266,0.02033,1.0
2015-07-10,0.07242,0.02081,1.0
2015-07-11,0.07219,0.02167,1.0
2015-07-12,0.07196,0.02287,1.0
2015-07-13,0.07172,0.02436,1.0
2015-07-14,0.07149,0.02608,1.0
2015-07-15,0.07125,0.02799,1.0
2015-07-16,0.07055,0.02638,1.0
2015-07-17,0.06984,0.02485,1.0
2015-07-18,0.06913,0.02342,1.0
2015-07-19,0.06843,0.02209,1.0
2015-07-20,0.06772,0.02091,1.0
2015-07-21,0.06702,0.01989,1.0
2015-07-22,0.06631,0.01905,1.0
2015-07-23,0.0656,0.01842,1.0
2015-07-24,0.0649,0.01803,1.0
2015-07-25,0.06419,0.01789,1.0
2015-07-26,0.06348,0.018,1.0
2015-07-27,0.06278,0.01837,1.0
2015-07-28,0.06207,0.01896,1.0
2015-07-29,0.06136,0.01978,1.0
2015-07-30,0.06066,0.02078,1.0
2015-07-31,0.05995,0.02195,1.0
2015-08-01,0.05924,0.02326,1.0
2015-08-02,0.05904,0.02165,1.0
2015-08-03,0.05884,0.02018,1.0
2015-08-04,0.05863,0.01888,1.0
2015-08-05,0.05843,0.01778,1.0
2015-08-06,0.05823,0.01691,1.0
2015-08-07,0.05802,0.01633,1.0
2015-08-08,0.05782,0.01605,1.0
2015-08-09,0.05762,0.0161,1.0
2015-08-10,0.05741,0.01648,1.0
2015-08-11,0.05721,0.01715,1.0
2015-08-12,0.05701,0.01809,1.0
2015-08-13,0.0568,0.01926,1.0
2015-08-14,0.0566,0.02062,1.0
2015-08-15,0.0564,0.02214,1.0
2015-08-16,0.05699,0.02089,1.0
2015-08-17,0.05759,0.01977,1.0
2015-08-18,0.05819,0.01881,1.0
2015-08-19,0.05879,0.01802,1.0
2015-08-20,0.05938,0.01742,1.0
2015-08-21,0.05998,0.01705,1.0
2015-08-22,0.06058,0.01691,1.0
2015-08-23,0.06118,0.01701,1.0
2015-08-24,0.06177,0.01735,1.0
2015-08-25,0.06237,0.01791,1.0
2015-08-26,0.06297,0.01867,1.0
2015-08-27,0.06357,0.01961,1.0
2015-08-28,0.06416,0.02071,1.0
2015-08-29,0.06476,0.02193,1.0
2015-08-30,0.06536,0.02327,1.0
2015-08-31,0.06596,0.0247,1.0
2015-09-01,0.06655,0.02621,1.0
2015-09-02,0.06689,0.02442,1.0
2015-09-03,0.06722,0.02282,1.0
2015-09-04,0.06756,0.02146,1.0
2015-09-05,0.06789,0.02037,1.0
2015-09-06,0.06822,0.01961,1.0
2015-09-07,0.06856,0.01922,1.0
2015-09-08,0.06889,0.01922,1.0
2015-09-09,0.06922,0.0196,1.0
2015-09-10,0.06956,0.02035,1.0
2015-09-11,0.06989,0.02143,1.0
2015-09-12,0.07023,0.02279,1.0
2015-09-13,0.07056,0.02439,1.0
2015-09-14,0.07089,0.02617,1.0
2015-09-15,0.07123,0.02811,1.0
2015-09-16,0.07106,0.02719,1.0
2015-09-17,0.0709,0.0263,1.0
2015-09-18,0.07073,0.02544,1.0
2015-09-19,0.07057,0.02461,1.0
2015-09-20,0.07041,0.02383,1.0
2015-09-21,0.07024,0.02309,1.0
2015-09-22,0.07008,0.0224,1.0
2015-09-23,0.06991,0.02177,1.0
2015-09-24,0.06975,0.02119,1.0
2015-09-25,0.06958,0.02068,1.0
2015-09-26,0.06942,0.02023,1.0
2015-09-27,0.06925,0.01986,1.0
2015-09-28,0.06909,0.01956,1.0
2015-09-29,0.06893,0.01934,1.0
2015-09-30,0.06876,0.01921,1.0
2015-10-01,0.0686,0.01916,1.0
2015-10-02,0.06843,0.0192,1.0
2015-10-03,0.06827,0.01932,1.0
2015-10-04,0.0681,0.01952,1.0
2015-10-05,0.06794,0.01981,1.0
2015-10-06,0.06778,0.02017,1.0
2015-10-07,0.06761,0.02061,1.0
2015-10-08,0.06745,0.02112,1.0
2015-10-09,0.06728,0.02169,1.0
2015-10-10,0.06712,0.02231,1.0
2015-10-11,0.06695,0.023,1.0
2015-10-12,0.06679,0.02373,1.0
2015-10-13,0.06662,0.02451,1.0
2015-10-14,0.06646,0.02532,1.0
2015-10-15,0.0663,0.02618,1.0
2015-10-16,0.06634,0.02597,0.99905
2015-10-17,0.06639,0.02576,0.9981
2015-10-18,0.06643,0.02555,0.99715
2015-10-19,0.06648,0.02534,0.9962
2015-10-20,0.06652,0.02514,0.99525
2015-10-21,0.06656,0.02494,0.99431
2015-10-22,0.06661,0.02474,0.99336
2015-10-23,0.06665,0.02454,0.99241
2015-10-24,0.0667,0.02435,0.99146
2015-10-25,0.06674,0.02416,0.99051
2015-10-26,0.06679,0.02397,0.98956
2015-10-27,0.06683,0.02378,0.98861
2015-10-28,0.06688,0.0236,0.98766
2015-10-29,0.06692,0.02342,0.98671
2015-10-30,0.06697,0.02324,0.98576
2015-10-31,0.06701,0.02306,0.98482
2015-11-01,0.06706,0.02289,0.98387
2015-11-02,0.0671,0.02272,0.98292
2015-11-03,0.06715,0.02255,0.98197
2015-11-04,0.06719,0.02239,0.98102
2015-11-05,0.06724,0.02223,0.98007
2015-11-06,0.06728,0.02207,0.97912
2015-11-07,0.06733,0.02192,0.97817
2015-11-08,0.06737,0.02177,0.97722
2015-11-09,0.06742,0.02162,0.97627
2015-11-10,0.06746,0.02148,0.97533
2015-11-11,0.0675,0.02134,0.97438
2015-11-12,0.06755,0.0212,0.97343
2015-11-13,0.06759,0.02107,0.97248
2015-11-14,0.06764,0.02094,0.97153
2015-11-15,0.06768,0.02081,0.97058
2015-11-16,0.06773,0.02069,0.96963
2015-11-17,0.06777,0.02057,0.96868
2015-11-18,0.06782,0.02046,0.96773
2015-11-19,0.06786,0.02035,0.96678
2015-11-20,0.06791,0.02025,0.96583
2015-11-21,0.06795,0.02015,0.96489
2015-11-22,0.068,0.02005,0.96394
2015-11-23,0.06804,0.01996,0.96299
2015-11-24,0.06809,0.01987,0.96204
2015-11-25,0.06813,0.01979,0.96109
2015-11-26,0.06818,0.01971,0.96014
2015-11-27,0.06822,0.01964,0.95919
2015-11-28,0.06827,0.01957,0.95824
2015-11-29,0.06831,0.0195,0.95729
2015-11-30,0.06836,0.01944,0.95634
2015-12-01,0.0684,0.01939,0.9554
2015-12-02,0.06845,0.01934,0.95445
2015-12-03,0.06849,0.0193,0.9535
2015-12-04,0.06853,0.01926,0.95255
2015-12-05,0.06858,0.01922,0.9516
2015-12-06,0.06862,0.01919,0.95065
2015-12-07,0.06867,0.01917,0.9497
2015-12-08,0.06871,0.01915,0.94875
2015-12-09,0.06876,0.01913,0.9478
2015-12-10,0.0688,0.01912,0.94685
2015-12-11,0.06885,0.01912,0.9459
2015-12-12,0.06889,0.01912,0.94496
2015-12-13,0.06894,0.01912,0.94401
2015-12-14,0.06898,0.01913,0.94306
2015-12-15,0.06903,0.01915,0.94211
2015-12-16,0.06907,0.01917,0.94116
2015-12-17,0.06912,0.0192,0.94021
2015-12-18,0.06916,0.01923,0.93926
2015-12-19,0.06921,0.01926,0.93831
2015-12-20,0.06925,0.0193,0.93736
2015-12-21,0.0693,0.01935,0.93641
2015-12-22,0.06934,0.0194,0.93547
2015-12-23,0.06939,0.01945,0.93452
2015-12-24,0.06943,0.01951,0.93357
2015-12-25,0.06948,0.01958,0.93262
2015-12-26,0.06952,0.01965,0.93167
2015-12-27,0.06956,0.01972,0.93072
2015-12-28,0.06961,0.0198,0.92977
2015-12-29,0.06965,0.01989,0.92882
2015-12-30,0.0697,0.01997,0.92787
2015-12-31,0.06974,0.02007,0.92692
2016-01-01,0.06979,0.02016,0.92598
2016-01-02,0.06983,0.02026,0.92503
2016-01-03,0.06988,0.02037,0.92408
2016-01-04,0.06992,0.02048,0.92313
2016-01-05,0.06997,0.02059,0.92218
2016-01-06,0.07001,0.02071,0.92123
2016-01-07,0.07006,0.02083,0.92028
2016-01-08,0.0701,0.02096,0.91933
2016-01-09,0.07015,0.02109,0.91838
2016-01-10,0.07019,0.02122,0.91743
2016-01-11,0.07024,0.02136,0.91648
2016-01-12,0.07028,0.0215,0.91554
2016-01-13,0.07033,0.02164,0.91459
2016-01-14,0.07037,0.02179,0.91364
2016-01-15,0.07042,0.02194,0.91269
2016-01-16,0.07046,0.0221,0.91174
2016-01-17,0.0705,0.02225,0.91079
2016-01-18,0.07055,0.02242,0.90984
2016-01-19,0.07059,0.02258,0.90889
2016-01-20,0.07064,0.02275,0.90794
2016-01-21,0.07068,0.02292,0.90699
2016-01-22,0.07073,0.02309,0.90605
2016-01-23,0.07077,0.02327,0.9051
2016-01-24,0.07082,0.02345,0.90415
2016-01-25,0.07086,0.02363,0.9032
2016-01-26,0.07091,0.02381,0.90225
2016-01-27,0.07095,0.024,0.9013
2016-01-28,0.071,0.02419,0.90035
2016-01-29,0.07104,0.02438,0.8994
2016-01-30,0.07109,0.02458,0.89845
2016-01-31,0.07113,0.02477,0.8975
2016-02-01,0.07118,0.02497,0.89656
2016-02-02,0.07122,0.02517,0.89561
2016-02-03,0.07127,0.02538,0.89466
2016-02-04,0.07131,0.02558,0.89371
2016-02-05,0.07136,0.02579,0.89276
2016-02-06,0.0714,0.026,0.89181
2016-02-07,0.07145,0.02621,0.89086
2016-02-08,0.07149,0.02643,0.88991
2016-02-09,0.07153,0.02664,0.88896
2016-02-10,0.07158,0.02686,0.88801
2016-02-11,0.07162,0.02708,0.88706
2016-02-12,0.07167,0.0273,0.88612
2016-02-13,0.07171,0.02753,0.88517
2016-02-14,0.07176,0.02775,0.88422
2016-02-15,0.0718,0.02798,0.88327
2016-02-16,0.07193,0.02379,0.90272
2016-02-17,0.07206,0.02091,0.92218
2016-02-18,0.07219,0.01991,0.94163
2016-02-19,0.07232,0.02107,0.96109
2016-02-20,0.07245,0.02407,0.98054
2016-02-21,0.07258,0.02834,1.0
2016-02-22,0.07254,0.02539,0.94578
2016-02-23,0.07249,0.02292,0.89156
2016-02-24,0.07244,0.0211,0.83733
2016-02-25,0.0724,0.02013,0.78311
2016-02-26,0.07235,0.02011,0.72889
2016-02-27,0.0723,0.02105,0.67467
2016-02-28,0.07226,0.02283,0.62045
2016-02-29,0.07221,0.02528,0.56622
2016-03-01,0.07216,0.02822,0.512
2016-03-02,0.07212,0.02719,0.53008
2016-03-03,0.07208,0.02621,0.54815
2016-03-04,0.07204,0.02527,0.56622
2016-03-05,0.07199,0.02439,0.5843
2016-03-06,0.07195,0.02356,0.60237
2016-03-07,0.07191,0.0228,0.62045
2016-03-08,0.07187,0.02211,0.63852
2016-03-09,0.07182,0.0215,0.65659
2016-03-10,0.07178,0.02098,0.67467
2016-03-11,0.07174,0.02054,0.69274
2016-03-12,0.07169,0.02021,0.71082
2016-03-13,0.07165,0.01997,0.72889
2016-03-14,0.07161,0.01985,0.74696
2016-03-15,0.07157,0.01983,0.76504
2016-03-16,0.07152,0.01992,0.78311
2016-03-17,0.07148,0.02012,0.80119
2016-03-18,0.07144,0.02042,0.81926
2016-03-19,0.0714,0.02082,0.83733
2016-03-20,0.07135,0.02131,0.85541
2016-03-21,0.07131,0.02189,0.87348
2016-03-22,0.07127,0.02255,0.89156
2016-03-23,0.07123,0.02329,0.90963
2016-03-24,0.07118,0.02409,0.9277
2016-03-25,0.07114,0.02496,0.94578
2016-03-26,0.0711,0.02588,0.96385
2016-03-27,0.07106,0.02684,0.98193
2016-03-28,0.07101,0.02786,1.0
2016-03-29,0.07113,0.02204,1.0
2016-03-30,0.07125,0.01976,1.0
2016-03-31,0.07136,0.02216,1.0
2016-04-01,0.07148,0.02805,1.0
2016-04-02,0.07163,0.02613,1.0
2016-04-03,0.07179,0.02439,1.0
2016-04-04,0.07194,0.02289,1.0
2016-04-05,0.07209,0.02167,1.0
2016-04-06,0.07225,0.02077,1.0
2016-04-07,0.0724,0.02025,1.0
2016-04-08,0.07256,0.02013,1.0
2016-04-09,0.07271,0.02042,1.0
2016-04-10,0.07286,0.0211,1.0
2016-04-11,0.07302,0.02214,1.0
2016-04-12,0.07317,0.02348,1.0
2016-04-13,0.07333,0.02509,1.0
2016-04-14,0.07348,0.0269,1.0
2016-04-15,0.07363,0.02889,1.0
2016-04-16,0.07344,0.02714,1.0
2016-04-17,0.07324,0.02551,1.0
2016-04-18,0.07305,0.02403,1.0
2016-04-19,0.07285,0.02273,1.0
2016-04-20,0.07266,0.02164,1.0
2016-04-21,0.07247,0.0208,1.0
2016-04-22,0.07227,0.02022,1.0
2016-04-23,0.07208,0.01994,1.0
2016-04-24,0.07188,0.01998,1.0
2016-04-25,0.07169,0.02032,1.0
2016-04-26,0.07149,0.02095,1.0
2016-04-27,0.0713,0.02185,1.0
2016-04-28,0.0711,0.02299,1.0
2016-04-29,0.07091,0.02433,1.0
2016-04-30,0.07071,0.02585,1.0
2016-05-01,0.07052,0.0275,1.0
2016-05-02,0.07018,0.0256,1.0
2016-05-03,0.06984,0.02385,1.0
2016-05-04,0.0695,0.02229,1.0
2016-05-05,0.06916,0.02096,1.0
2016-05-06,0.06883,0.0199,1.0
2016-05-07,0.06849,0.01915,1.0
2016-05-08,0.06815,0.01877,1.0
2016-05-09,0.06781,0.01876,1.0
2016-05-10,0.06747,0.01914,1.0
2016-05-11,0.06714,0.01987,1.0
2016-05-12,0.0668,0.02092,1.0
2016-05-13,0.06646,0.02225,1.0
2016-05-14,0.06612,0.0238,1.0
2016-05-15,0.06578,0.02555,1.0
2016-05-16,0.06594,0.02409,1.0
2016-05-17,0.06609,0.02276,1.0
2016-05-18,0.06624,0.02156,1.0
2016-05-19,0.0664,0.02052,1.0
2016-05-20,0.06655,0.01967,1.0
2016-05-21,0.0667,0.01902,1.0
2016-05-22,0.06686,0.01861,1.0
2016-05-23,0.06701,0.01845,1.0
2016-05-24,0.06716,0.01855,1.0
2016-05-25,0.06731,0.01889,1.0
2016-05-26,0.06747,0.01948,1.0
2016-05-27,0.06762,0.02028,1.0
2016-05-28,0.06777,0.02127,1.0
2016-05-29,0.06793,0.02243,1.0
2016-05-30,0.06808,0.02373,1.0
2016-05-31,0.06823,0.02515,1.0
2016-06-01,0.06839,0.02668,1.0
2016-06-02,0.06876,0.02486,1.0
2016-06-03,0.06913,0.02323,1.0
2016-06-04,0.0695,0.02185,1.0
