Date,Discharge (Gt/yr),Error (Gt/yr),Coverage
2015-01-01,3.74156,0.21576,1.0
2015-01-02,3.74246,0.21346,1.0
2015-01-03,3.74336,0.21122,1.0
2015-01-04,3.74426,0.20903,1.0
2015-01-05,3.74516,0.20691,1.0
2015-01-06,3.74606,0.20484,1.0
2015-01-07,3.74696,0.20285,1.0
2015-01-08,3.74787,0.20092,1.0
2015-01-09,3.74877,0.19905,1.0
2015-01-10,3.74967,0.19726,1.0
2015-01-11,3.75057,0.19554,1.0
2015-01-12,3.75147,0.19389,1.0
2015-01-13,3.75237,0.19232,1.0
2015-01-14,3.75327,0.19083,1.0
2015-01-15,3.75417,0.18941,1.0
2015-01-16,3.75507,0.18808,1.0
2015-01-17,3.75597,0.18683,1.0
2015-01-18,3.75687,0.18566,1.0
2015-01-19,3.75777,0.18459,1.0
2015-01-20,3.75867,0.1836,1.0
2015-01-21,3.75957,0.18269,1.0
2015-01-22,3.76048,0.18188,1.0
2015-01-23,3.76138,0.18116,1.0
2015-01-24,3.76228,0.18054,1.0
2015-01-25,3.76318,0.18001,1.0
2015-01-26,3.76408,0.17957,1.0
2015-01-27,3.76498,0.17923,1.0
2015-01-28,3.76588,0.17898,1.0
2015-01-29,3.76678,0.17883,1.0
2015-01-30,3.76768,0.17878,1.0
2015-01-31,3.76858,0.17882,1.0
2015-02-01,3.76948,0.17897,1.0
2015-02-02,3.77038,0.1792,1.0
2015-02-03,3.77128,0.17954,1.0
2015-02-04,3.77218,0.17996,1.0
2015-02-05,3.77308,0.18049,1.0
2015-02-06,3.77399,0.18111,1.0
2015-02-07,3.77489,0.18182,1.0
2015-02-08,3.77579,0.18262,1.0
2015-02-09,3.77669,0.18351,1.0
2015-02-10,3.77759,0.18449,1.0
2015-02-11,3.77849,0.18557,1.0
2015-02-12,3.77939,0.18672,1.0
2015-02-13,3.78029,0.18797,1.0
2015-02-14,3.78119,0.18929,1.0
2015-02-15,3.78209,0.1907,1.0
2015-02-16,3.78299,0.19218,1.0
2015-02-17,3.78389,0.19375,1.0
2015-02-18,3.78479,0.19539,1.0
2015-02-19,3.78569,0.1971,1.0
