Date,Discharge (Gt/yr),Error (Gt/yr),Coverage
2015-01-01,0.02509,0.0073,1.0
2015-01-02,0.02495,0.00728,1.0
2015-01-03,0.02481,0.00729,1.0
2015-01-04,0.02467,0.00733,1.0
2015-01-05,0.02453,0.0074,1.0
2015-01-06,0.02439,0.00751,1.0
2015-01-07,0.02425,0.00764,1.0
2015-01-08,0.0241,0.00779,1.0
2015-01-09,0.02396,0.00798,1.0
2015-01-10,0.02382,0.00818,1.0
2015-01-11,0.02368,0.00841,1.0
2015-01-12,0.02354,0.00866,1.0
2015-01-13,0.0234,0.00893,1.0
2015-01-14,0.02326,0.00921,1.0
2015-01-15,0.02312,0.00951,1.0
2015-01-16,0.02297,0.00897,1.0
2015-01-17,0.02283,0.00845,1.0
2015-01-18,0.02268,0.00798,1.0
2015-01-19,0.02254,0.00754,1.0
2015-01-20,0.02239,0.00717,1.0
2015-01-21,0.02224,0.00685,1.0
2015-01-22,0.0221,0.0066,1.0
2015-01-23,0.02195,0.00643,1.0
2015-01-24,0.02181,0.00635,1.0
2015-01-25,0.02166,0.00635,1.0
2015-01-26,0.02152,0.00644,1.0
2015-01-27,0.02137,0.00662,1.0
2015-01-28,0.02123,0.00687,1.0
2015-01-29,0.02108,0.0072,1.0
2015-01-30,0.02094,0.00758,1.0
2015-01-31,0.02079,0.00802,1.0
2015-02-01,0.02065,0.0085,1.0
2015-02-02,0.02058,0.00791,1.0
2015-02-03,0.02051,0.00737,1.0
2015-02-04,0.02045,0.0069,1.0
2015-02-05,0.02038,0.0065,1.0
2015-02-06,0.02031,0.00618,1.0
2015-02-07,0.02025,0.00597,1.0
2015-02-08,0.02018,0.00587,1.0
2015-02-09,0.02011,0.00589,1.0
2015-02-10,0.02005,0.00603,1.0
2015-02-11,0.01998,0.00628,1.0
2015-02-12,0.01991,0.00663,1.0
2015-02-13,0.01985,0.00706,1.0
2015-02-14,0.01978,0.00756,1.0
2015-02-15,0.01971,0.00811,1.0
2015-02-16,0.01985,0.00643,1.0
2015-02-17,0.02,0.00582,1.0
2015-02-18,0.02014,0.00658,1.0
2015-02-19,0.02028,0.00835,1.0
2015-02-20,0.02044,0.00757,1.0
2015-02-21,0.02059,0.00692,1.0
2015-02-22,0.02075,0.00644,1.0
2015-02-23,0.02091,0.00617,1.0
2015-02-24,0.02106,0.00614,1.0
2015-02-25,0.02122,0.00635,1.0
2015-02-26,0.02138,0.00678,1.0
2015-02-27,0.02153,0.00739,1.0
2015-02-28,0.02169,0.00814,1.0
2015-03-01,0.02184,0.009,1.0
2015-03-02,0.02198,0.00838,1.0
2015-03-03,0.02212,0.00784,1.0
2015-03-04,0.02226,0.00737,1.0
2015-03-05,0.02239,0.00701,1.0
2015-03-06,0.02253,0.00676,1.0
2015-03-07,0.02267,0.00664,1.0
2015-03-08,0.02281,0.00665,1.0
2015-03-09,0.02294,0.0068,1.0
2015-03-10,0.02308,0.00707,1.0
2015-03-11,0.02322,0.00745,1.0
2015-03-12,0.02335,0.00794,1.0
2015-03-13,0.02349,0.00849,1.0
2015-03-14,0.02363,0.00912,1.0
2015-03-15,0.02377,0.0098,1.0
2015-03-16,0.02381,0.00949,1.0
2015-03-17,0.02384,0.00919,1.0
2015-03-18,0.02388,0.0089,1.0
2015-03-19,0.02392,0.00863,1.0
2015-03-20,0.02396,0.00838,1.0
2015-03-21,0.024,0.00815,1.0
2015-03-22,0.02404,0.00793,1.0
2015-03-23,0.02407,0.00774,1.0
2015-03-24,0.02411,0.00757,1.0
2015-03-25,0.02415,0.00742,1.0
2015-03-26,0.02419,0.0073,1.0
2015-03-27,0.02423,0.0072,1.0
2015-03-28,0.02427,0.00714,1.0
2015-03-29,0.02431,0.0071,1.0
2015-03-30,0.02434,0.00709,1.0
2015-03-31,0.02438,0.00711,1.0
2015-04-01,0.02442,0.00716,1.0
2015-04-02,0.02446,0.00724,1.0
2015-04-03,0.0245,0.00735,1.0
2015-04-04,0.02454,0.00748,1.0
2015-04-05,0.02458,0.00764,1.0
2015-04-06,0.02461,0.00783,1.0
2015-04-07,0.02465,0.00803,1.0
2015-04-08,0.02469,0.00826,1.0
2015-04-09,0.02473,0.0085,1.0
2015-04-10,0.02477,0.00876,1.0
2015-04-11,0.02481,0.00904,1.0
2015-04-12,0.02485,0.00933,1.0
2015-04-13,0.02488,0.00963,1.0
2015-04-14,0.02492,0.00995,1.0
2015-04-15,0.02496,0.01027,1.0
2015-04-16,0.02488,0.00965,1.0
2015-04-17,0.0248,0.00907,1.0
2015-04-18,0.02472,0.00855,1.0
2015-04-19,0.02465,0.00808,1.0
2015-04-20,0.02457,0.00769,1.0
2015-04-21,0.02449,0.00739,1.0
2015-04-22,0.02441,0.00719,1.0
2015-04-23,0.02433,0.00709,1.0
2015-04-24,0.02425,0.0071,1.0
2015-04-25,0.02417,0.00722,1.0
2015-04-26,0.0241,0.00744,1.0
2015-04-27,0.02402,0.00776,1.0
2015-04-28,0.02394,0.00816,1.0
2015-04-29,0.02386,0.00864,1.0
2015-04-30,0.02378,0.00917,1.0
2015-05-01,0.0237,0.00976,1.0
2015-05-02,0.02365,0.00909,1.0
2015-05-03,0.02359,0.00848,1.0
2015-05-04,0.02354,0.00793,1.0
2015-05-05,0.02348,0.00748,1.0
2015-05-06,0.02342,0.00712,1.0
2015-05-07,0.02337,0.00689,1.0
2015-05-08,0.02331,0.00679,1.0
2015-05-09,0.02326,0.00683,1.0
2015-05-10,0.0232,0.007,1.0
2015-05-11,0.02314,0.0073,1.0
2015-05-12,0.02309,0.00771,1.0
2015-05-13,0.02303,0.00821,1.0
2015-05-14,0.02298,0.0088,1.0
2015-05-15,0.02292,0.00944,1.0
2015-05-16,0.02288,0.0089,1.0
2015-05-17,0.02283,0.0084,1.0
2015-05-18,0.02278,0.00794,1.0
2015-05-19,0.02274,0.00753,1.0
2015-05-20,0.02269,0.00718,1.0
2015-05-21,0.02265,0.00691,1.0
2015-05-22,0.0226,0.0067,1.0
2015-05-23,0.02256,0.00659,1.0
2015-05-24,0.02251,0.00656,1.0
2015-05-25,0.02246,0.00662,1.0
2015-05-26,0.02242,0.00678,1.0
2015-05-27,0.02237,0.00701,1.0
2015-05-28,0.02233,0.00732,1.0
2015-05-29,0.02228,0.00769,1.0
2015-05-30,0.02224,0.00812,1.0
2015-05-31,0.02219,0.0086,1.0
2015-06-01,0.02214,0.00912,1.0
2015-06-02,0.0221,0.00849,1.0
2015-06-03,0.02205,0.00792,1.0
2015-06-04,0.022,0.00741,1.0
2015-06-05,0.02195,0.00698,1.0
2015-06-06,0.0219,0.00666,1.0
2015-06-07,0.02185,0.00644,1.0
2015-06-08,0.02181,0.00635,1.0
2015-06-09,0.02176,0.00639,1.0
2015-06-10,0.02171,0.00655,1.0
2015-06-11,0.02166,0.00683,1.0
2015-06-12,0.02161,0.00721,1.0
2015-06-13,0.02157,0.00769,1.0
2015-06-14,0.02152,0.00823,1.0
2015-06-15,0.02147,0.00884,1.0
2015-06-16,0.02156,0.00831,1.0
2015-06-17,0.02164,0.00782,1.0
2015-06-18,0.02173,0.00739,1.0
2015-06-19,0.02182,0.00703,1.0
2015-06-20,0.0219,0.00675,1.0
2015-06-21,0.02199,0.00656,1.0
2015-06-22,0.02208,0.00646,1.0
2015-06-23,0.02217,0.00646,1.0
2015-06-24,0.02225,0.00656,1.0
2015-06-25,0.02234,0.00675,1.0
2015-06-26,0.02243,0.00704,1.0
2015-06-27,0.02251,0.0074,1.0
2015-06-28,0.0226,0.00783,1.0
