Date,Discharge (Gt/yr),Error (Gt/yr),Coverage
2015-01-01,0.77105,0.0274,1.0
2015-01-02,0.77105,0.02422,1.0
2015-01-03,0.77105,0.02166,1.0
2015-01-04,0.77105,0.01998,1.0
2015-01-05,0.77105,0.01939,1.0
2015-01-06,0.77105,0.01999,1.0
2015-01-07,0.77106,0.02169,1.0
2015-01-08,0.77106,0.02426,1.0
2015-01-09,0.77106,0.02744,1.0
2015-01-10,0.77065,0.02507,1.0
2015-01-11,0.77025,0.02297,1.0
2015-01-12,0.76984,0.02124,1.0
2015-01-13,0.76944,0.01997,1.0
2015-01-14,0.76903,0.01925,1.0
2015-01-15,0.76862,0.01914,1.0
2015-01-16,0.76822,0.01966,1.0
2015-01-17,0.76781,0.02075,1.0
2015-01-18,0.76741,0.02234,1.0
2015-01-19,0.767,0.02432,1.0
2015-01-20,0.7666,0.02661,1.0
2015-01-21,0.7668,0.02432,1.0
2015-01-22,0.76701,0.02233,1.0
2015-01-23,0.76722,0.02073,1.0
2015-01-24,0.76742,0.01962,1.0
2015-01-25,0.76763,0.01907,1.0
2015-01-26,0.76783,0.01915,1.0
2015-01-27,0.76804,0.01984,1.0
2015-01-28,0.76824,0.02109,1.0
2015-01-29,0.76845,0.02279,1.0
2015-01-30,0.76866,0.02487,1.0
2015-01-31,0.76886,0.02723,1.0
2015-02-01,0.76888,0.02723,1.0
2015-02-02,0.76596,0.02464,0.99775
2015-02-03,0.76304,0.02239,0.99549
2015-02-04,0.76013,0.02059,0.99324
2015-02-05,0.75721,0.01937,0.99099
2015-02-06,0.7543,0.01882,0.98873
2015-02-07,0.75138,0.01903,0.98648
2015-02-08,0.74846,0.01995,0.98423
2015-02-09,0.74555,0.0215,0.98197
2015-02-10,0.74263,0.02356,0.97972
2015-02-11,0.73972,0.026,0.97747
2015-02-12,0.73968,0.02056,0.9517
2015-02-13,0.73964,0.01838,0.92593
2015-02-14,0.73961,0.02055,0.90016
2015-02-15,0.73957,0.02599,0.87439
2015-02-16,0.74117,0.02259,0.87036
2015-02-17,0.74278,0.02003,0.86633
2015-02-18,0.74438,0.01864,0.86229
2015-02-19,0.74598,0.0187,0.85826
2015-02-20,0.74759,0.02019,0.85423
2015-02-21,0.74919,0.02284,0.85019
2015-02-22,0.75079,0.02629,0.84616
2015-02-23,0.75233,0.02285,0.86814
2015-02-24,0.75387,0.02025,0.89011
2015-02-25,0.7554,0.01885,0.91209
2015-02-26,0.75694,0.01891,0.93407
2015-02-27,0.75847,0.02041,0.95605
2015-02-28,0.76001,0.02308,0.97802
2015-03-01,0.76155,0.02657,1.0
2015-03-02,0.76301,0.02475,1.0
2015-03-03,0.76446,0.0231,1.0
2015-03-04,0.76592,0.02167,1.0
2015-03-05,0.76738,0.02049,1.0
2015-03-06,0.76884,0.01962,1.0
2015-03-07,0.7703,0.0191,1.0
2015-03-08,0.77176,0.01896,1.0
2015-03-09,0.77322,0.0192,1.0
2015-03-10,0.77468,0.01982,1.0
2015-03-11,0.77614,0.02077,1.0
2015-03-12,0.7776,0.02201,1.0
2015-03-13,0.77906,0.0235,1.0
2015-03-14,0.78052,0.0252,1.0
2015-03-15,0.78197,0.02706,1.0
2015-03-16,0.782,0.02552,1.0
2015-03-17,0.78202,0.02409,1.0
2015-03-18,0.78204,0.0228,1.0
2015-03-19,0.78206,0.02167,1.0
2015-03-20,0.78208,0.02072,1.0
2015-03-21,0.7821,0.01998,1.0
2015-03-22,0.78212,0.01948,1.0
2015-03-23,0.78214,0.01923,1.0
2015-03-24,0.78216,0.01925,1.0
2015-03-25,0.78218,0.01953,1.0
2015-03-26,0.7822,0.02006,1.0
2015-03-27,0.78222,0.02083,1.0
2015-03-28,0.78225,0.0218,1.0
2015-03-29,0.78227,0.02296,1.0
2015-03-30,0.78229,0.02427,1.0
2015-03-31,0.78231,0.02571,1.0
2015-04-01,0.78233,0.02727,1.0
2015-04-02,0.78216,0.0254,0.99429
2015-04-03,0.78199,0.0237,0.98858
2015-04-04,0.78182,0.02221,0.98287
2015-04-05,0.78166,0.02099,0.97716
2015-04-06,0.78149,0.02007,0.97145
2015-04-07,0.78132,0.0195,0.96574
2015-04-08,0.78115,0.01931,0.96003
2015-04-09,0.78098,0.01951,0.95432
2015-04-10,0.78081,0.02009,0.94861
2015-04-11,0.78065,0.02102,0.9429
2015-04-12,0.78048,0.02226,0.93719
2015-04-13,0.78031,0.02375,0.93148
2015-04-14,0.78014,0.02546,0.92577
2015-04-15,0.77997,0.02734,0.92006
2015-04-16,0.78016,0.02038,0.9467
2015-04-17,0.78035,0.0204,0.97335
2015-04-18,0.78054,0.02737,1.0
2015-04-19,0.78035,0.02501,1.0
2015-04-20,0.78016,0.02294,1.0
2015-04-21,0.77997,0.02126,1.0
2015-04-22,0.77978,0.02006,1.0
2015-04-23,0.77959,0.01943,1.0
2015-04-24,0.7794,0.01942,1.0
2015-04-25,0.77921,0.02005,1.0
2015-04-26,0.77901,0.02124,1.0
2015-04-27,0.77882,0.02292,1.0
2015-04-28,0.77863,0.02498,1.0
2015-04-29,0.77844,0.02734,1.0
2015-04-30,0.77887,0.01935,1.0
2015-05-01,0.7793,0.02739,1.0
2015-05-02,0.78118,0.02551,1.0
2015-05-03,0.78306,0.02382,1.0
2015-05-04,0.78494,0.02236,1.0
2015-05-05,0.78683,0.02118,1.0
2015-05-06,0.78871,0.02032,1.0
2015-05-07,0.79059,0.01983,1.0
2015-05-08,0.79247,0.01974,1.0
2015-05-09,0.79435,0.02004,1.0
2015-05-10,0.79624,0.02073,1.0
2015-05-11,0.79812,0.02176,1.0
2015-05-12,0.8,0.02309,1.0
2015-05-13,0.80188,0.02468,1.0
