Date,Discharge (Gt/yr),Error (Gt/yr),Coverage
2015-01-01,4.67698,0.33007,1.0
2015-01-02,4.67927,0.33248,1.0
2015-01-03,4.68155,0.33497,1.0
2015-01-04,4.68384,0.33752,1.0
2015-01-05,4.68612,0.34014,1.0
2015-01-06,4.6884,0.34283,1.0
2015-01-07,4.69069,0.34559,1.0
2015-01-08,4.69297,0.34841,1.0
2015-01-09,4.69526,0.35129,1.0
2015-01-10,4.69754,0.35423,1.0
2015-01-11,4.69982,0.35723,1.0
2015-01-12,4.70211,0.36029,1.0
2015-01-13,4.70439,0.36341,1.0
2015-01-14,4.70668,0.36658,1.0
2015-01-15,4.70896,0.3698,1.0
2015-01-16,4.71125,0.37308,1.0
2015-01-17,4.71353,0.3764,1.0
2015-01-18,4.71581,0.37978,1.0
2015-01-19,4.7181,0.3832,1.0
2015-01-20,4.72038,0.38667,1.0
2015-01-21,4.72267,0.39019,1.0
2015-01-22,4.72495,0.39375,1.0
2015-01-23,4.72723,0.39735,1.0
2015-01-24,4.72952,0.401,1.0
2015-01-25,4.7318,0.40468,1.0
2015-01-26,4.73409,0.40841,1.0
2015-01-27,4.73637,0.41217,1.0
2015-01-28,4.73866,0.41598,1.0
2015-01-29,4.74094,0.41981,1.0
2015-01-30,4.74322,0.42369,1.0
2015-01-31,4.74551,0.4276,1.0
2015-02-01,4.74779,0.43154,1.0
2015-02-02,4.74987,0.39974,1.0
2015-02-03,4.75196,0.37121,1.0
2015-02-04,4.75404,0.34676,1.0
2015-02-05,4.75612,0.32729,1.0
2015-02-06,4.7582,0.31373,1.0
2015-02-07,4.76029,0.30689,1.0
2015-02-08,4.76237,0.30719,1.0
2015-02-09,4.76445,0.31462,1.0
2015-02-10,4.76654,0.3287,1.0
2015-02-11,4.76862,0.34862,1.0
2015-02-12,4.7707,0.37346,1.0
2015-02-13,4.77278,0.40229,1.0
2015-02-14,4.77487,0.43433,1.0
2015-02-15,4.77738,0.43458,1.0
2015-02-16,4.7761,0.42503,1.0
2015-02-17,4.77481,0.41571,1.0
2015-02-18,4.77353,0.40662,1.0
2015-02-19,4.77224,0.3978,1.0
2015-02-20,4.77096,0.38924,1.0
2015-02-21,4.76967,0.38099,1.0
2015-02-22,4.76839,0.37304,1.0
2015-02-23,4.76711,0.36543,1.0
2015-02-24,4.76582,0.35817,1.0
2015-02-25,4.76454,0.35129,1.0
2015-02-26,4.76325,0.3448,1.0
2015-02-27,4.76197,0.33874,1.0
2015-02-28,4.76068,0.33313,1.0
2015-03-01,4.7594,0.32798,1.0
2015-03-02,4.75811,0.32332,1.0
2015-03-03,4.75683,0.31917,1.0
2015-03-04,4.75555,0.31555,1.0
2015-03-05,4.75426,0.31249,1.0
2015-03-06,4.75298,0.30999,1.0
2015-03-07,4.75169,0.30807,1.0
2015-03-08,4.75041,0.30674,1.0
2015-03-09,4.74912,0.30601,1.0
2015-03-10,4.74784,0.30588,1.0
2015-03-11,4.74655,0.30636,1.0
2015-03-12,4.74527,0.30743,1.0
2015-03-13,4.74399,0.30911,1.0
2015-03-14,4.7427,0.31136,1.0
2015-03-15,4.74142,0.31419,1.0
2015-03-16,4.74013,0.31758,1.0
2015-03-17,4.73885,0.32151,1.0
2015-03-18,4.73756,0.32595,1.0
2015-03-19,4.73628,0.3309,1.0
2015-03-20,4.735,0.33632,1.0
2015-03-21,4.73371,0.3422,1.0
2015-03-22,4.73243,0.34851,1.0
2015-03-23,4.73114,0.35523,1.0
2015-03-24,4.72986,0.36233,1.0
2015-03-25,4.72857,0.36979,1.0
2015-03-26,4.72729,0.3776,1.0
2015-03-27,4.726,0.38573,1.0
2015-03-28,4.72472,0.39416,1.0
2015-03-29,4.72344,0.40288,1.0
2015-03-30,4.72215,0.41185,1.0
2015-03-31,4.72087,0.42108,1.0
2015-04-01,4.71958,0.43053,1.0
2015-04-02,4.71945,0.41643,0.99277
2015-04-03,4.71931,0.40286,0.98553
2015-04-04,4.71917,0.38988,0.9783
2015-04-05,4.71903,0.37754,0.97106
2015-04-06,4.7189,0.36592,0.96383
2015-04-07,4.71876,0.35509,0.95659
2015-04-08,4.71862,0.34511,0.94936
2015-04-09,4.71849,0.33606,0.94212
2015-04-10,4.71835,0.32803,0.93489
2015-04-11,4.71821,0.32108,0.92765
2015-04-12,4.71808,0.3153,0.92042
2015-04-13,4.71794,0.31074,0.91319
2015-04-14,4.7178,0.30745,0.90595
2015-04-15,4.71767,0.30549,0.89872
2015-04-16,4.71753,0.30487,0.89148
2015-04-17,4.71739,0.3056,0.88425
2015-04-18,4.71726,0.30768,0.87701
2015-04-19,4.71712,0.31108,0.86978
2015-04-20,4.71698,0.31575,0.86254
2015-04-21,4.71685,0.32163,0.85531
2015-04-22,4.71671,0.32868,0.84807
2015-04-23,4.71657,0.3368,0.84084
2015-04-24,4.71644,0.34593,0.83361
2015-04-25,4.7163,0.35598,0.82637
2015-04-26,4.71616,0.36689,0.81914
2015-04-27,4.71603,0.37857,0.8119
2015-04-28,4.71589,0.39096,0.80467
2015-04-29,4.71575,0.404,0.79743
2015-04-30,4.71561,0.41762,0.7902
2015-05-01,4.71548,0.43176,0.78296
2015-05-02,4.71415,0.4021,0.79847
2015-05-03,4.71282,0.37515,0.81397
2015-05-04,4.71149,0.35154,0.82947
2015-05-05,4.71016,0.33199,0.84497
