Date,Discharge (Gt/yr),Error (Gt/yr),Coverage
2015-01-01,0.16552,0.00921,1.0
2015-01-02,0.16475,0.00921,1.0
2015-01-03,0.16398,0.00924,1.0
2015-01-04,0.1632,0.00931,1.0
2015-01-05,0.16243,0.00943,1.0
2015-01-06,0.16166,0.00957,1.0
2015-01-07,0.16089,0.00975,1.0
2015-01-08,0.16012,0.00997,1.0
2015-01-09,0.15935,0.01021,1.0
2015-01-10,0.15858,0.01049,1.0
2015-01-11,0.15781,0.01079,1.0
2015-01-12,0.15704,0.01111,1.0
2015-01-13,0.15627,0.01146,1.0
2015-01-14,0.1555,0.01183,1.0
2015-01-15,0.15473,0.01221,1.0
2015-01-16,0.15377,0.01142,0.98781
2015-01-17,0.15282,0.01069,0.97561
2015-01-18,0.15187,0.01002,0.96342
2015-01-19,0.15092,0.00943,0.95122
2015-01-20,0.14997,0.00894,0.93903
2015-01-21,0.14901,0.00857,0.92683
2015-01-22,0.14806,0.00833,0.91464
2015-01-23,0.14711,0.00822,0.90244
2015-01-24,0.14616,0.00827,0.89025
2015-01-25,0.14521,0.00846,0.87805
2015-01-26,0.14425,0.00878,0.86586
2015-01-27,0.1433,0.00922,0.85366
2015-01-28,0.14235,0.00977,0.84147
2015-01-29,0.1414,0.01041,0.82927
2015-01-30,0.14045,0.01112,0.81708
2015-01-31,0.13996,0.00784,0.84882
2015-02-01,0.13948,0.01104,0.88056
2015-02-02,0.1398,0.01029,0.88336
2015-02-03,0.14011,0.0096,0.88615
2015-02-04,0.14043,0.00901,0.88895
2015-02-05,0.14075,0.00853,0.89174
2015-02-06,0.14106,0.00817,0.89454
2015-02-07,0.14138,0.00796,0.89734
2015-02-08,0.1417,0.00791,0.90013
2015-02-09,0.14201,0.00801,0.90293
2015-02-10,0.14233,0.00828,0.90572
2015-02-11,0.14265,0.00868,0.90852
2015-02-12,0.14296,0.0092,0.91131
2015-02-13,0.14328,0.00983,0.91411
2015-02-14,0.1436,0.01054,0.9169
2015-02-15,0.14391,0.01132,0.9197
2015-02-16,0.14405,0.01054,0.91575
2015-02-17,0.14419,0.00984,0.91181
2015-02-18,0.14432,0.00923,0.90786
2015-02-19,0.14446,0.00873,0.90392
2015-02-20,0.1446,0.00835,0.89997
2015-02-21,0.14474,0.00813,0.89602
2015-02-22,0.14487,0.00806,0.89208
2015-02-23,0.14501,0.00816,0.88813
2015-02-24,0.14515,0.00841,0.88419
2015-02-25,0.14529,0.00881,0.88024
2015-02-26,0.14542,0.00934,0.8763
2015-02-27,0.14556,0.00997,0.87235
2015-02-28,0.1457,0.01069,0.86841
2015-03-01,0.14584,0.01148,0.86446
2015-03-02,0.14555,0.01069,0.87414
2015-03-03,0.14526,0.00997,0.88382
2015-03-04,0.14497,0.00934,0.89351
2015-03-05,0.14468,0.00881,0.90319
2015-03-06,0.14439,0.0084,0.91287
2015-03-07,0.14411,0.00814,0.92255
2015-03-08,0.14382,0.00804,0.93223
2015-03-09,0.14353,0.0081,0.94191
2015-03-10,0.14324,0.00831,0.95159
2015-03-11,0.14295,0.00868,0.96127
2015-03-12,0.14266,0.00918,0.97096
2015-03-13,0.14237,0.00978,0.98064
2015-03-14,0.14209,0.01048,0.99032
2015-03-15,0.1418,0.01125,1.0
2015-03-16,0.14373,0.0109,0.99299
2015-03-17,0.14566,0.01057,0.98598
2015-03-18,0.1476,0.01027,0.97897
2015-03-19,0.14953,0.01,0.97196
2015-03-20,0.15147,0.00977,0.96495
2015-03-21,0.1534,0.00957,0.95794
2015-03-22,0.15533,0.0094,0.95094
2015-03-23,0.15727,0.00927,0.94393
2015-03-24,0.1592,0.00919,0.93692
2015-03-25,0.16114,0.00914,0.92991
2015-03-26,0.16307,0.00914,0.9229
2015-03-27,0.165,0.00918,0.91589
2015-03-28,0.16694,0.00926,0.90888
2015-03-29,0.16887,0.00938,0.90187
2015-03-30,0.1708,0.00954,0.89486
2015-03-31,0.17274,0.00974,0.88785
2015-04-01,0.17467,0.00998,0.88084
2015-04-02,0.17661,0.01024,0.87383
2015-04-03,0.17854,0.01054,0.86682
2015-04-04,0.18047,0.01086,0.85981
2015-04-05,0.18241,0.01121,0.85281
2015-04-06,0.18434,0.01158,0.8458
2015-04-07,0.18628,0.01197,0.83879
2015-04-08,0.18821,0.01238,0.83178
2015-04-09,0.19014,0.01281,0.82477
2015-04-10,0.19208,0.01325,0.81776
2015-04-11,0.19401,0.01371,0.81075
2015-04-12,0.19594,0.01418,0.80374
2015-04-13,0.19788,0.01466,0.79673
2015-04-14,0.19981,0.01515,0.78972
2015-04-15,0.20175,0.01565,0.78271
2015-04-16,0.19982,0.0147,0.79629
2015-04-17,0.1979,0.0138,0.80987
2015-04-18,0.19598,0.01297,0.82345
2015-04-19,0.19406,0.01221,0.83703
2015-04-20,0.19214,0.01155,0.85061
2015-04-21,0.19022,0.01101,0.8642
2015-04-22,0.1883,0.01059,0.87778
2015-04-23,0.18638,0.01032,0.89136
2015-04-24,0.18445,0.0102,0.90494
2015-04-25,0.18253,0.01025,0.91852
2015-04-26,0.18061,0.01046,0.9321
2015-04-27,0.17869,0.01082,0.94568
2015-04-28,0.17677,0.01131,0.95926
2015-04-29,0.17485,0.01193,0.97284
2015-04-30,0.17293,0.01264,0.98642
2015-05-01,0.17101,0.01345,1.0
2015-05-02,0.16843,0.01251,1.0
2015-05-03,0.16585,0.01163,1.0
2015-05-04,0.16327,0.01081,1.0
2015-05-05,0.16069,0.01008,1.0
2015-05-06,0.15811,0.00945,1.0
2015-05-07,0.15553,0.00895,1.0
2015-05-08,0.15295,0.0086,1.0
2015-05-09,0.15037,0.00841,1.0
2015-05-10,0.1478,0.00839,1.0
2015-05-11,0.14522,0.00856,1.0
2015-05-12,0.14264,0.0089,1.0
2015-05-13,0.14006,0.00938,1.0
2015-05-14,0.13748,0.00999,1.0
2015-05-15,0.1349,0.01071,1.0
2015-05-16,0.13906,0.01012,1.0
2015-05-17,0.14323,0.00962,1.0
2015-05-18,0.14739,0.00923,1.0
2015-05-19,0.15155,0.00895,1.0
2015-05-20,0.15571,0.0088,1.0
2015-05-21,0.15987,0.00879,1.0
2015-05-22,0.16404,0.00891,1.0
2015-05-23,0.1682,0.00917,1.0
2015-05-24,0.17236,0.00954,1.0
2015-05-25,0.17652,0.01003,1.0
2015-05-26,0.18068,0.0106,1.0
2015-05-27,0.18485,0.01126,1.0
2015-05-28,0.18901,0.01198,1.0
2015-05-29,0.19317,0.01275,1.0
2015-05-30,0.19733,0.01357,1.0
2015-05-31,0.20149,0.01442,1.0
2015-06-01,0.20566,0.01531,1.0
2015-06-02,0.21041,0.0139,0.97706
2015-06-03,0.21516,0.01279,0.95411
2015-06-04,0.21991,0.01206,0.93117
2015-06-05,0.22466,0.01178,0.90822
2015-06-06,0.22941,0.01199,0.88528
2015-06-07,0.23416,0.01265,0.86233
2015-06-08,0.23891,0.01371,0.83939
