Date,Discharge (Gt/yr),Error (Gt/yr),Coverage
2015-01-01,0.19713,0.08527,1.0
2015-01-02,0.19732,0.07538,1.0
2015-01-03,0.1975,0.06746,1.0
2015-01-04,0.19769,0.06228,1.0
2015-01-05,0.19788,0.06052,1.0
2015-01-06,0.19807,0.0625,1.0
2015-01-07,0.19826,0.06787,1.0
2015-01-08,0.19844,0.07593,1.0
2015-01-09,0.19863,0.08592,1.0
2015-01-10,0.1988,0.08211,1.0
2015-01-11,0.19897,0.07851,1.0
2015-01-12,0.19914,0.07516,1.0
2015-01-13,0.1993,0.07208,1.0
2015-01-14,0.19947,0.06931,1.0
2015-01-15,0.19964,0.06689,1.0
2015-01-16,0.19981,0.06487,1.0
2015-01-17,0.19998,0.06327,1.0
2015-01-18,0.20014,0.06213,1.0
2015-01-19,0.20031,0.06148,1.0
2015-01-20,0.20048,0.06134,1.0
2015-01-21,0.20065,0.06169,1.0
2015-01-22,0.20082,0.06255,1.0
2015-01-23,0.20098,0.06388,1.0
2015-01-24,0.20115,0.06566,1.0
2015-01-25,0.20132,0.06785,1.0
2015-01-26,0.20149,0.07042,1.0
2015-01-27,0.20166,0.07332,1.0
2015-01-28,0.20182,0.07652,1.0
2015-01-29,0.20199,0.07998,1.0
2015-01-30,0.20216,0.08367,1.0
2015-01-31,0.20233,0.08756,1.0
2015-02-01,0.20277,0.08774,1.0
2015-02-02,0.20215,0.07943,1.0
2015-02-03,0.20154,0.07223,1.0
2015-02-04,0.20093,0.06652,1.0
2015-02-05,0.20032,0.06269,1.0
2015-02-06,0.19971,0.06112,1.0
2015-02-07,0.19909,0.06196,1.0
2015-02-08,0.19848,0.06513,1.0
2015-02-09,0.19787,0.07031,1.0
2015-02-10,0.19726,0.07709,1.0
2015-02-11,0.19664,0.0851,1.0
2015-02-12,0.19686,0.07776,0.98065
2015-02-13,0.19708,0.07137,0.9613
2015-02-14,0.1973,0.0662,0.94195
2015-02-15,0.19752,0.06256,0.9226
2015-02-16,0.19774,0.06073,0.90325
2015-02-17,0.19795,0.06086,0.8839
2015-02-18,0.19817,0.06295,0.86454
2015-02-19,0.19839,0.06681,0.84519
2015-02-20,0.19861,0.07216,0.82584
2015-02-21,0.19883,0.0787,0.80649
2015-02-22,0.19905,0.08615,0.78714
2015-02-23,0.19914,0.07487,0.81755
2015-02-24,0.19924,0.06631,0.84796
2015-02-25,0.19934,0.06161,0.87837
2015-02-26,0.19944,0.06167,0.90877
2015-02-27,0.19954,0.06648,0.93918
2015-02-28,0.19964,0.07512,0.96959
2015-03-01,0.19974,0.08646,1.0
2015-03-02,0.19984,0.08371,1.0
2015-03-03,0.19994,0.08108,1.0
2015-03-04,0.20004,0.07855,1.0
2015-03-05,0.20014,0.07615,1.0
2015-03-06,0.20024,0.07388,1.0
2015-03-07,0.20034,0.07176,1.0
2015-03-08,0.20044,0.06981,1.0
2015-03-09,0.20054,0.06803,1.0
2015-03-10,0.20065,0.06644,1.0
2015-03-11,0.20075,0.06506,1.0
2015-03-12,0.20085,0.06389,1.0
2015-03-13,0.20095,0.06296,1.0
2015-03-14,0.20105,0.06226,1.0
2015-03-15,0.20115,0.06182,1.0
2015-03-16,0.20125,0.06162,1.0
2015-03-17,0.20135,0.06169,1.0
2015-03-18,0.20145,0.062,1.0
2015-03-19,0.20155,0.06257,1.0
2015-03-20,0.20165,0.06339,1.0
2015-03-21,0.20175,0.06444,1.0
2015-03-22,0.20185,0.06571,1.0
2015-03-23,0.20195,0.0672,1.0
2015-03-24,0.20205,0.06888,1.0
2015-03-25,0.20216,0.07075,1.0
2015-03-26,0.20226,0.07278,1.0
2015-03-27,0.20236,0.07497,1.0
2015-03-28,0.20246,0.07731,1.0
2015-03-29,0.20256,0.07977,1.0
2015-03-30,0.20266,0.08235,1.0
2015-03-31,0.20276,0.08504,1.0
2015-04-01,0.20286,0.08783,1.0
2015-04-02,0.20302,0.08283,1.0
2015-04-03,0.20318,0.0782,1.0
2015-04-04,0.20334,0.07402,1.0
2015-04-05,0.2035,0.07036,1.0
2015-04-06,0.20366,0.0673,1.0
2015-04-07,0.20382,0.06494,1.0
2015-04-08,0.20398,0.06335,1.0
2015-04-09,0.20413,0.06259,1.0
2015-04-10,0.20429,0.06269,1.0
2015-04-11,0.20445,0.06364,1.0
2015-04-12,0.20461,0.06541,1.0
2015-04-13,0.20477,0.06794,1.0
2015-04-14,0.20493,0.07114,1.0
2015-04-15,0.20509,0.07493,1.0
2015-04-16,0.20525,0.07922,1.0
2015-04-17,0.20541,0.08394,1.0
2015-04-18,0.20557,0.08902,1.0
2015-04-19,0.20564,0.08133,1.0
2015-04-20,0.20572,0.07462,1.0
2015-04-21,0.20579,0.06918,1.0
2015-04-22,0.20586,0.06531,1.0
2015-04-23,0.20594,0.06331,1.0
2015-04-24,0.20601,0.06335,1.0
2015-04-25,0.20608,0.06544,1.0
2015-04-26,0.20616,0.06938,1.0
2015-04-27,0.20623,0.07489,1.0
2015-04-28,0.2063,0.08164,1.0
2015-04-29,0.20638,0.08937,1.0
2015-04-30,0.20659,0.06326,1.0
2015-05-01,0.2068,0.08955,1.0
2015-05-02,0.20714,0.08672,1.0
2015-05-03,0.20748,0.08399,1.0
