Date,Discharge (Gt/yr),Error (Gt/yr),Coverage
2015-01-01,1.06924,0.28899,0.8606
2015-01-02,1.06796,0.2904,0.8583
2015-01-03,1.06669,0.292,0.85599
2015-01-04,1.06542,0.29377,0.85368
2015-01-05,1.06414,0.29573,0.85137
2015-01-06,1.06287,0.29786,0.84907
2015-01-07,1.0616,0.30017,0.84676
2015-01-08,1.06032,0.30264,0.84445
2015-01-09,1.05905,0.30528,0.84214
2015-01-10,1.05777,0.30807,0.83984
2015-01-11,1.0565,0.31103,0.83753
2015-01-12,1.05523,0.31413,0.83522
2015-01-13,1.05395,0.31738,0.83291
2015-01-14,1.05268,0.32078,0.83061
2015-01-15,1.05141,0.32431,0.8283
2015-01-16,1.05013,0.32797,0.82599
2015-01-17,1.04886,0.33177,0.82369
2015-01-18,1.04759,0.33569,0.82138
2015-01-19,1.04631,0.33973,0.81907
2015-01-20,1.04504,0.34388,0.81676
2015-01-21,1.04377,0.34815,0.81446
2015-01-22,1.04249,0.35253,0.81215
2015-01-23,1.04122,0.35701,0.80984
2015-01-24,1.03994,0.36159,0.80753
2015-01-25,1.03867,0.36626,0.80523
2015-01-26,1.0374,0.37103,0.80292
2015-01-27,1.03612,0.37589,0.80061
2015-01-28,1.03485,0.38084,0.7983
2015-01-29,1.03358,0.38586,0.796
2015-01-30,1.0323,0.39097,0.79369
2015-01-31,1.02369,0.27393,0.8057
2015-02-01,1.01508,0.38379,0.81772
2015-02-02,1.0167,0.35748,0.82052
2015-02-03,1.01833,0.33374,0.82333
2015-02-04,1.01995,0.31314,0.82614
2015-02-05,1.02158,0.29634,0.82895
2015-02-06,1.02321,0.28402,0.83176
2015-02-07,1.02483,0.27677,0.83457
2015-02-08,1.02646,0.275,0.83738
2015-02-09,1.02808,0.2788,0.84018
2015-02-10,1.02971,0.28797,0.84299
2015-02-11,1.03134,0.30201,0.8458
2015-02-12,1.03296,0.32028,0.84861
2015-02-13,1.03459,0.3421,0.85142
2015-02-14,1.03621,0.36684,0.85423
2015-02-15,1.03784,0.39396,0.85703
2015-02-16,1.04403,0.36711,0.85091
2015-02-17,1.05022,0.34325,0.84479
2015-02-18,1.05641,0.32304,0.83867
2015-02-19,1.0626,0.30719,0.83255
2015-02-20,1.06879,0.29642,0.82643
2015-02-21,1.07498,0.29127,0.82031
2015-02-22,1.08117,0.29206,0.81419
2015-02-23,1.08736,0.29873,0.80807
2015-02-24,1.09355,0.3109,0.80195
2015-02-25,1.09974,0.32796,0.79583
2015-02-26,1.10593,0.34921,0.7897
2015-02-27,1.11212,0.37391,0.78358
2015-02-28,1.11831,0.40145,0.77746
2015-03-01,1.1245,0.43126,0.77134
2015-03-02,1.12802,0.40177,0.78767
2015-03-03,1.13155,0.37531,0.80401
2015-03-04,1.13508,0.35255,0.82034
2015-03-05,1.13861,0.33426,0.83667
2015-03-06,1.14214,0.32121,0.85301
2015-03-07,1.14567,0.31405,0.86934
2015-03-08,1.1492,0.31317,0.88567
2015-03-09,1.15273,0.31863,0.902
2015-03-10,1.15625,0.33013,0.91834
2015-03-11,1.15978,0.34705,0.93467
2015-03-12,1.16331,0.36865,0.951
2015-03-13,1.16684,0.39417,0.96733
2015-03-14,1.17037,0.42289,0.98367
2015-03-15,1.1739,0.45421,1.0
2015-03-16,1.17106,0.42825,1.0
2015-03-17,1.16821,0.40398,1.0
2015-03-18,1.16537,0.38173,1.0
2015-03-19,1.16253,0.36187,1.0
2015-03-20,1.15968,0.34482,1.0
2015-03-21,1.15684,0.331,1.0
2015-03-22,1.154,0.32085,1.0
2015-03-23,1.15115,0.31471,1.0
2015-03-24,1.14831,0.31281,1.0
2015-03-25,1.14547,0.31525,1.0
2015-03-26,1.14262,0.32191,1.0
2015-03-27,1.13978,0.33254,1.0
2015-03-28,1.13694,0.34678,1.0
2015-03-29,1.1341,0.36421,1.0
2015-03-30,1.13125,0.38439,1.0
2015-03-31,1.12841,0.40691,1.0
2015-04-01,1.12557,0.43141,1.0
2015-04-02,1.12476,0.40174,0.99059
2015-04-03,1.12396,0.3747,0.98117
2015-04-04,1.12315,0.35091,0.97176
2015-04-05,1.12235,0.33106,0.96234
2015-04-06,1.12154,0.3159,0.95293
2015-04-07,1.12073,0.30614,0.94351
2015-04-08,1.11993,0.30228,0.9341
2015-04-09,1.11912,0.30456,0.92468
2015-04-10,1.11832,0.31284,0.91527
2015-04-11,1.11751,0.32667,0.90586
2015-04-12,1.11671,0.34537,0.89644
2015-04-13,1.1159,0.36822,0.88703
2015-04-14,1.1151,0.39448,0.87761
2015-04-15,1.11429,0.42353,0.8682
2015-04-16,1.11708,0.39802,0.87644
2015-04-17,1.11988,0.37469,0.88467
2015-04-18,1.12267,0.35397,0.89291
2015-04-19,1.12546,0.33635,0.90115
2015-04-20,1.12825,0.32233,0.90939
2015-04-21,1.13104,0.3124,0.91762
2015-04-22,1.13383,0.30696,0.92586
2015-04-23,1.13662,0.30623,0.9341
2015-04-24,1.13941,0.31027,0.94234
2015-04-25,1.14221,0.31888,0.95057
2015-04-26,1.145,0.33172,0.95881
2015-04-27,1.14779,0.34831,0.96705
2015-04-28,1.15058,0.36814,0.97529
2015-04-29,1.15337,0.39073,0.98352
2015-04-30,1.15616,0.41562,0.99176
2015-05-01,1.15895,0.44243,1.0
2015-05-02,1.16148,0.41213,1.0
2015-05-03,1.164,0.38482,1.0
2015-05-04,1.16653,0.3612,1.0
2015-05-05,1.16905,0.34201,1.0
2015-05-06,1.17158,0.32805,1.0
2015-05-07,1.1741,0.32,1.0
2015-05-08,1.17663,0.3183,1.0
2015-05-09,1.17915,0.32306,1.0
2015-05-10,1.18168,0.33399,1.0
2015-05-11,1.1842,0.35053,1.0
2015-05-12,1.18673,0.37193,1.0
2015-05-13,1.18925,0.39739,1.0
2015-05-14,1.19178,0.4262,1.0
2015-05-15,1.1943,0.45772,1.0
2015-05-16,1.1959,0.43168,1.0
2015-05-17,1.19749,0.40762,1.0
2015-05-18,1.19908,0.38591,1.0
2015-05-19,1.20068,0.36697,1.0
2015-05-20,1.20227,0.35125,1.0
2015-05-21,1.20386,0.3392,1.0
2015-05-22,1.20546,0.33122,1.0
2015-05-23,1.20705,0.3276,1.0
2015-05-24,1.20864,0.32849,1.0
2015-05-25,1.21024,0.33386,1.0
2015-05-26,1.21183,0.34349,1.0
2015-05-27,1.21342,0.35703,1.0
2015-05-28,1.21502,0.37408,1.0
2015-05-29,1.21661,0.39416,1.0
2015-05-30,1.2182,0.41684,1.0
2015-05-31,1.2198,0.44173,1.0
2015-06-01,1.22139,0.46847,1.0
2015-06-02,1.22074,0.43629,1.0
2015-06-03,1.22008,0.40707,1.0
2015-06-04,1.21942,0.3815,1.0
2015-06-05,1.21877,0.36035,1.0
2015-06-06,1.21811,0.34444,1.0
2015-06-07,1.21745,0.33452,1.0
2015-06-08,1.2168,0.33112,1.0
2015-06-09,1.21614,0.33444,1.0
2015-06-10,1.21549,0.34429,1.0
2015-06-11,1.21483,0.36014,1.0
2015-06-12,1.21417,0.38123,1.0
2015-06-13,1.21352,0.40675,1.0
2015-06-14,1.21286,0.43593,1.0
2015-06-15,1.21221,0.46808,1.0
2015-06-16,1.21198,0.4398,1.0
2015-06-17,1.21175,0.41373,1.0
2015-06-18,1.21153,0.39031,1.0
