index,id,lon,lat,x,y,elev,Z2012_sector,Z2012_sector_dist,M2019_ID,M2019_ID_dist,M2019_basin,M2019_region,M2020_gate,M2020_gate_dist,B2015_name,B2015_dist,domain,upstream,coast_id,coast_lon,coast_lat,coast_x,coast_y
0,91054,-27.994,68.607,685450,-2241150,1,32,2436,152,0,BORGGRAVEN,CE,181,7088,Borggraven,16858,land,False,-1,,,-1,-1
1,91069,-27.972,68.600,686550,-2241650,-1,32,3201,152,1116,BORGGRAVEN,CE,181,8202,Borggraven,17917,land,False,-1,,,-1,-1
2,91091,-27.957,68.593,687350,-2242250,4,32,3791,152,2100,BORGGRAVEN,CE,181,9192,Borggraven,18883,land,False,-1,,,-1,-1
3,91127,-27.950,68.584,687950,-2243150,-1,32,4103,152,2456,BORGGRAVEN,CE,181,10254,Borggraven,19961,land,False,-1,,,-1,-1
4,91160,-28.033,68.585,684650,-2243950,-24,32,713,152,0,BORGGRAVEN,CE,181,8290,Borggraven,18799,land,False,-1,,,-1,-1
5,91167,-27.940,68.571,688750,-2244350,11,32,4620,205,2352,GEIKIE5,CE,181,11674,Borggraven,21399,land,False,-1,,,-1,-1
6,91200,-28.041,68.578,684550,-2244850,-25,32,416,152,0,BORGGRAVEN,CE,181,8782,Borggraven,19546,land,False,-1,,,-1,-1
7,91265,-28.054,68.566,684450,-2246350,4,32,964,152,476,BORGGRAVEN,CE,181,9778,Borggraven,20847,land,False,-1,,,-1,-1
8,91302,-27.936,68.546,689750,-2247050,12,32,6058,205,2684,GEIKIE5,CE,181,14243,Borggraven,24158,land,False,-1,,,-1,-1
9,91342,-27.936,68.534,690150,-2248350,-8,32,6970,205,2987,GEIKIE5,CE,181,15331,Borggraven,25450,land,False,-1,,,-1,-1
10,91357,-28.034,68.541,686050,-2248750,-1,32,3442,152,2299,BORGGRAVEN,CE,181,12643,Borggraven,23704,land,False,-1,,,-1,-1
11,91384,-27.888,68.517,692550,-2249550,1,32,9653,205,2156,GEIKIE5,CE,181,17972,Borggraven,27837,land,False,-1,,,-1,-1
12,60757,-28.022,68.617,684050,-2240450,7,32,2135,152,0,BORGGRAVEN,CE,181,5673,Borggraven,15487,ice,False,91054,-27.994,68.607,685450,-2241150
13,60818,-28.104,68.607,681150,-2242550,-3,32,0,152,0,BORGGRAVEN,CE,181,4746,Borggraven,16063,ice,False,91200,-28.041,68.578,684550,-2244850
14,60838,-28.108,68.597,681350,-2243650,85,32,0,152,0,BORGGRAVEN,CE,181,5731,Borggraven,17165,ice,False,91200,-28.041,68.578,684550,-2244850
15,60842,-27.934,68.575,688850,-2243850,123,32,4787,205,2130,GEIKIE5,CE,181,11384,Borggraven,21070,ice,False,91167,-27.940,68.571,688750,-2244350
16,60844,-28.033,68.585,684650,-2243950,-24,32,713,152,0,BORGGRAVEN,CE,181,8290,Borggraven,18799,ice,False,91160,-28.033,68.585,684650,-2243950
17,60845,-28.078,68.589,682750,-2244150,-17,32,0,152,0,BORGGRAVEN,CE,181,7006,Borggraven,18143,ice,False,91200,-28.041,68.578,684550,-2244850
18,60859,-27.927,68.562,689550,-2245150,294,32,5418,205,2130,GEIKIE5,CE,181,12805,Borggraven,22522,ice,False,91167,-27.940,68.571,688750,-2244350
19,60869,-28.096,68.571,682650,-2246250,920,32,0,152,728,BORGGRAVEN,CE,181,8613,Borggraven,20054,ice,False,91200,-28.041,68.578,684550,-2244850
20,60882,-28.089,68.567,683050,-2246650,814,32,0,152,560,BORGGRAVEN,CE,181,9166,Borggraven,20570,ice,False,91265,-28.054,68.566,684450,-2246350
21,60884,-27.927,68.547,690050,-2246750,177,32,6234,205,2317,GEIKIE5,CE,181,14327,Borggraven,24095,ice,False,91302,-27.936,68.546,689750,-2247050
22,60885,-28.084,68.564,683350,-2246850,607,32,187,152,677,BORGGRAVEN,CE,181,9499,Borggraven,20867,ice,False,91265,-28.054,68.566,684450,-2246350
23,60893,-28.082,68.556,683650,-2247650,827,32,802,152,429,BORGGRAVEN,CE,181,10331,Borggraven,21721,ice,False,91265,-28.054,68.566,684450,-2246350
24,60895,-27.915,68.537,690850,-2247750,288,32,7345,205,2067,GEIKIE5,CE,181,15546,Borggraven,25375,ice,False,91342,-27.936,68.534,690150,-2248350
25,60908,-27.884,68.525,692450,-2248650,212,32,9175,205,1469,GEIKIE5,CE,181,17344,Borggraven,27067,ice,False,91384,-27.888,68.517,692550,-2249550
26,60913,-27.885,68.521,692550,-2249050,81,32,9437,205,1719,GEIKIE5,CE,181,17683,Borggraven,27442,ice,False,91384,-27.888,68.517,692550,-2249550

