index,id,lon,lat,x,y,elev,Z2012_sector,Z2012_sector_dist,M2019_ID,M2019_ID_dist,M2019_basin,M2019_region,M2020_gate,M2020_gate_dist,B2015_name,B2015_dist,domain,upstream,coast_id,coast_lon,coast_lat,coast_x,coast_y
0,166435,-43.440,60.935,87550,-3213950,2,50,6223,120,1569,UNNAMED_DANELL_FJORD,SE,349,6586,Sermeq,61175,land,False,-1,,,-1,-1
1,166436,-43.431,60.935,88050,-3213950,-6,50,6721,120,1585,UNNAMED_DANELL_FJORD,SE,349,7070,Sermeq,61655,land,False,-1,,,-1,-1
2,166480,-42.754,60.922,126050,-3214150,-1,50,30097,112,299,HERLUF_TROLLE-KANGERLULUK-DANELL,SE,345,41158,Sermeq Kujalleq,82403,land,False,-1,,,-1,-1
3,166507,-42.763,60.921,125550,-3214250,0,50,29892,112,0,HERLUF_TROLLE-KANGERLULUK-DANELL,SE,345,40724,Sermeq Kujalleq,82156,land,False,-1,,,-1,-1
4,166531,-43.411,60.931,89150,-3214350,-20,50,7852,120,1250,UNNAMED_DANELL_FJORD,SE,349,8235,Sermeq,62608,land,False,-1,,,-1,-1
5,166554,-43.468,60.931,85950,-3214450,-192,50,4703,120,193,UNNAMED_DANELL_FJORD,SE,349,5219,Sermeq,59499,land,False,-1,,,-1,-1
6,166658,-43.383,60.924,90750,-3215050,-13,50,9533,112,1637,HERLUF_TROLLE-KANGERLULUK-DANELL,SE,349,9966,Sermeq,63977,land,False,-1,,,-1,-1
7,166673,-43.380,60.923,90950,-3215150,-37,50,9747,112,1604,HERLUF_TROLLE-KANGERLULUK-DANELL,SE,349,10186,Sermeq,64146,land,False,-1,,,-1,-1
8,166843,-43.353,60.915,92450,-3216050,-39,50,11395,112,1368,HERLUF_TROLLE-KANGERLULUK-DANELL,SE,349,11890,Sermeq,65393,land,False,-1,,,-1,-1
9,166844,-43.325,60.915,94050,-3216050,11,50,12959,112,0,HERLUF_TROLLE-KANGERLULUK-DANELL,SE,349,13414,Sermeq,66952,land,False,-1,,,-1,-1
10,166846,-43.312,60.915,94750,-3216050,1,50,13646,112,0,HERLUF_TROLLE-KANGERLULUK-DANELL,SE,349,14086,Sermeq,67635,land,False,-1,,,-1,-1
11,166908,-43.309,60.912,94950,-3216350,3,50,13901,112,164,HERLUF_TROLLE-KANGERLULUK-DANELL,SE,349,14362,Sermeq,67766,land,False,-1,,,-1,-1
12,166947,-43.480,60.913,85350,-3216550,11,50,5034,120,61,UNNAMED_DANELL_FJORD,SE,349,5378,Sermeq,58374,land,False,-1,,,-1,-1
13,166971,-43.284,60.909,96350,-3216650,0,50,15333,112,1357,HERLUF_TROLLE-KANGERLULUK-DANELL,SE,349,15790,Sermeq,69072,land,False,-1,,,-1,-1
14,166972,-43.190,60.908,101650,-3216650,0,50,20549,112,0,HERLUF_TROLLE-KANGERLULUK-DANELL,SE,349,20928,Sermeq,74267,land,False,-1,,,-1,-1
15,166973,-43.188,60.908,101750,-3216650,0,50,20648,112,0,HERLUF_TROLLE-KANGERLULUK-DANELL,SE,349,21026,Sermeq,74365,land,False,-1,,,-1,-1
16,167002,-43.201,60.907,101050,-3216750,-30,50,19972,112,0,HERLUF_TROLLE-KANGERLULUK-DANELL,SE,349,20364,Sermeq,73659,land,False,-1,,,-1,-1
17,167003,-42.758,60.899,125950,-3216750,4,50,32196,260,1886,ICE_CAPS_SE,SE,353,39593,Sermeq Kujalleq,79899,land,False,-1,,,-1,-1
18,167024,-43.245,60.907,98550,-3216850,26,50,17529,112,2108,HERLUF_TROLLE-KANGERLULUK-DANELL,SE,349,17962,Sermeq,71187,land,False,-1,,,-1,-1
19,167025,-42.895,60.901,118250,-3216850,-1,50,28881,112,828,HERLUF_TROLLE-KANGERLULUK-DANELL,SE,353,33438,Sermeq Kujalleq,77734,land,False,-1,,,-1,-1
20,167060,-42.735,60.897,127250,-3216950,-1,50,33080,260,1698,ICE_CAPS_SE,SE,353,40566,Sermeq Kujalleq,80127,land,False,-1,,,-1,-1
21,167089,-43.475,60.908,85650,-3217050,-4,50,5579,120,14,UNNAMED_DANELL_FJORD,SE,349,5822,Sermeq,58545,land,False,-1,,,-1,-1
22,167129,-43.447,60.906,87250,-3217250,1,50,6995,120,538,UNNAMED_DANELL_FJORD,SE,349,7400,Sermeq,60056,land,False,-1,,,-1,-1
