index,id,lon,lat,x,y,elev,Z2012_sector,Z2012_sector_dist,M2019_ID,M2019_ID_dist,M2019_basin,M2019_region,M2020_gate,M2020_gate_dist,B2015_name,B2015_dist,domain,upstream,coast_id,coast_lon,coast_lat,coast_x,coast_y
0,119170,-36.351,66.088,395050,-2597150,-117,41,709,258,0,KNUD-RASMUSSEN,SE,229,37241,Apuseerajik,4918,land,False,-1,,,-1,-1
1,119203,-36.669,66.105,380350,-2597450,44,41,4247,260,106,ICE_CAPS_SE,SE,229,32864,Kaarali Gletsjer,4192,land,False,-1,,,-1,-1
2,119204,-36.367,66.087,394350,-2597450,-18,41,1091,258,633,KNUD-RASMUSSEN,SE,229,37162,Apuseerajik,5016,land,False,-1,,,-1,-1
3,119211,-36.672,66.104,380250,-2597550,92,41,4278,260,0,ICE_CAPS_SE,SE,229,32952,Kaarali Gletsjer,4099,land,False,-1,,,-1,-1
4,119223,-36.340,66.083,395650,-2597650,-138,41,0,258,0,KNUD-RASMUSSEN,SE,229,37974,Apuseerajik,4216,land,False,-1,,,-1,-1
5,119234,-36.662,66.102,380750,-2597750,-12,41,3748,260,0,ICE_CAPS_SE,SE,229,33210,Kaarali Gletsjer,4616,land,False,-1,,,-1,-1
6,119235,-36.634,66.100,382050,-2597750,1,41,2700,260,787,ICE_CAPS_SE,SE,229,33397,Kaarali Gletsjer,5909,land,False,-1,,,-1,-1
7,119283,-36.659,66.098,380950,-2598150,-109,41,3371,260,0,ICE_CAPS_SE,SE,229,33632,Kaarali Gletsjer,4876,land,False,-1,,,-1,-1
8,119290,-36.614,66.094,383050,-2598250,6,41,1600,260,1474,ICE_CAPS_SE,SE,229,34066,Kaarali Gletsjer,6963,land,False,-1,,,-1,-1
9,119291,-36.385,66.081,393650,-2598250,10,41,1600,258,1645,KNUD-RASMUSSEN,SE,229,37544,Apuseerajik,4871,land,False,-1,,,-1,-1
10,119292,-36.327,66.077,396350,-2598250,-137,41,335,258,0,KNUD-RASMUSSEN,SE,229,38845,Apuseerajik,3425,land,False,-1,,,-1,-1
11,119309,-36.390,66.078,393450,-2598550,0,41,1852,258,1970,KNUD-RASMUSSEN,SE,229,37722,Apuseerajik,4827,land,False,-1,,,-1,-1
