index,id,lon,lat,x,y,elev,Z2012_sector,Z2012_sector_dist,M2019_ID,M2019_ID_dist,M2019_basin,M2019_region,M2020_gate,M2020_gate_dist,B2015_name,B2015_dist,domain,upstream,coast_id,coast_lon,coast_lat,coast_x,coast_y
0,125493,-39.244,65.745,267350,-2652450,-256,42,2586,186,0,NONAME_IKERTIVAQ_N,SE,237,6027,Bussemandgletsjer,23893,land,False,-1,,,-1,-1
1,125611,-39.278,65.741,265850,-2653050,129,42,1034,186,102,NONAME_IKERTIVAQ_N,SE,237,6150,Bussemandgletsjer,25342,land,False,-1,,,-1,-1
2,125756,-39.273,65.733,266150,-2653950,46,42,1504,186,298,NONAME_IKERTIVAQ_N,SE,237,6864,Bussemandgletsjer,25002,land,False,-1,,,-1,-1
3,125797,-39.238,65.728,267850,-2654250,-1,42,3189,186,848,NONAME_IKERTIVAQ_N,SE,237,7708,Bussemandgletsjer,23296,land,False,-1,,,-1,-1
4,125974,-39.279,65.719,266050,-2655450,-160,42,2364,186,0,NONAME_IKERTIVAQ_N,SE,237,7712,Bussemandgletsjer,25106,land,False,-1,,,-1,-1
5,126031,-39.232,65.714,268250,-2655850,5,42,4309,186,2115,NONAME_IKERTIVAQ_N,SE,237,9266,Bussemandgletsjer,22926,land,False,-1,,,-1,-1
6,126244,-39.206,65.700,269650,-2657250,-4,42,4923,186,3672,NONAME_IKERTIVAQ_N,SE,237,10669,Bussemandgletsjer,21652,land,False,-1,,,-1,-1
7,126328,-39.277,65.698,266350,-2657850,14,42,3387,186,448,NONAME_IKERTIVAQ_N,SE,237,9691,Bussemandgletsjer,25001,land,False,-1,,,-1,-1
8,126352,-39.254,65.696,267450,-2657950,6,42,4472,186,1539,NONAME_IKERTIVAQ_N,SE,237,10476,Bussemandgletsjer,23925,land,False,-1,,,-1,-1
9,126376,-39.280,65.696,266250,-2658050,58,42,3268,186,420,NONAME_IKERTIVAQ_N,SE,237,9790,Bussemandgletsjer,25127,land,False,-1,,,-1,-1
10,126442,-39.146,65.687,272550,-2658450,-1,42,2162,202,2687,BUSSEMAND,SE,237,12370,Bussemandgletsjer,18982,land,False,-1,,,-1,-1
11,126443,-39.140,65.687,272850,-2658450,6,42,1863,202,2387,BUSSEMAND,SE,237,12459,Bussemandgletsjer,18688,land,False,-1,,,-1,-1
12,126511,-39.162,65.684,271850,-2658850,-1,42,2899,202,3410,BUSSEMAND,SE,237,12577,Bussemandgletsjer,19749,land,False,-1,,,-1,-1
13,126548,-39.224,65.685,268950,-2659050,5,42,5804,186,3292,NONAME_IKERTIVAQ_N,SE,237,12305,Bussemandgletsjer,22629,land,False,-1,,,-1,-1
14,126694,-39.077,65.670,275950,-2660050,9,42,1122,202,0,BUSSEMAND,SE,237,15139,Bussemandgletsjer,16131,land,False,-1,,,-1,-1
15,126731,-39.204,65.673,270050,-2660350,4,42,4912,186,4862,NONAME_IKERTIVAQ_N,SE,237,13790,Bussemandgletsjer,21855,land,False,-1,,,-1,-1
16,126836,-39.201,65.666,270250,-2661150,21,42,5000,186,5396,NONAME_IKERTIVAQ_N,SE,237,14603,Bussemandgletsjer,21887,land,False,-1,,,-1,-1
17,126837,-39.146,65.663,272850,-2661150,1,42,2860,202,2878,BUSSEMAND,SE,237,15050,Bussemandgletsjer,19421,land,False,-1,,,-1,-1
18,126957,-39.195,65.657,270650,-2662050,52,42,5112,202,5248,BUSSEMAND,SE,237,15537,Bussemandgletsjer,21795,land,False,-1,,,-1,-1
19,126968,-39.048,65.650,277550,-2662150,-1,42,2240,202,1851,BUSSEMAND,SE,237,17745,Bussemandgletsjer,15535,land,False,-1,,,-1,-1
20,126979,-39.572,65.671,252950,-2662250,-464,42,1640,64,0,IKERTIVAQ_NN,SE,238,8194,Bussemandgletsjer,38946,land,False,-1,,,-1,-1
21,126981,-39.555,65.670,253750,-2662250,53,42,2249,64,537,IKERTIVAQ_NN,SE,238,8458,Bussemandgletsjer,38162,land,False,-1,,,-1,-1
22,127033,-39.190,65.652,270950,-2662650,52,42,5264,202,5202,BUSSEMAND,SE,237,16168,Bussemandgletsjer,21728,land,False,-1,,,-1,-1
23,127059,-39.546,65.664,254250,-2662850,-57,42,3019,64,1302,IKERTIVAQ_NN,SE,238,9204,Bussemandgletsjer,37798,land,False,-1,,,-1,-1
24,127090,-39.186,65.648,271150,-2663050,-136,42,5410,202,5219,BUSSEMAND,SE,237,16589,Bussemandgletsjer,21694,land,False,-1,,,-1,-1
25,127116,-39.532,65.660,254950,-2663250,-99,42,3811,64,2095,IKERTIVAQ_NN,SE,238,9861,Bussemandgletsjer,37206,land,False,-1,,,-1,-1
26,127128,-39.423,65.655,260050,-2663350,1,42,2812,64,1887,IKERTIVAQ_NN,SE,238,13015,Bussemandgletsjer,32293,land,False,-1,,,-1,-1
