index,id,lon,lat,x,y,elev,Z2012_sector,Z2012_sector_dist,M2019_ID,M2019_ID_dist,M2019_basin,M2019_region,M2020_gate,M2020_gate_dist,B2015_name,B2015_dist,domain,upstream,coast_id,coast_lon,coast_lat,coast_x,coast_y
0,82441,-23.447,69.745,814250,-2061450,-1,32,13008,156,12108,GEIKIE3,CE,146,35843,Steno Bræ,13286,land,False,-1,,,-1,-1
1,82479,-23.460,69.740,813950,-2062150,1,32,13511,156,12515,GEIKIE3,CE,146,36298,Steno Bræ,13633,land,False,-1,,,-1,-1
2,82512,-23.506,69.738,812350,-2062950,4,32,13582,156,11693,GEIKIE3,CE,146,36246,Steno Bræ,13386,land,False,-1,,,-1,-1
3,82531,-23.481,69.734,813450,-2063050,2,32,14098,156,12617,GEIKIE3,CE,146,36844,Steno Bræ,14063,land,False,-1,,,-1,-1
4,82575,-23.522,69.735,811950,-2063550,4,32,13627,156,11792,GEIKIE3,CE,146,36607,Steno Bræ,13712,land,False,-1,,,-1,-1
5,82594,-23.504,69.730,812750,-2063750,1,32,14382,156,12518,GEIKIE3,CE,146,37141,Steno Bræ,14278,land,False,-1,,,-1,-1
6,82619,-23.557,69.731,810850,-2064450,13,32,13393,156,11695,GEIKIE3,CE,146,36964,Steno Bræ,14059,land,False,-1,,,-1,-1
7,82641,-23.664,69.741,806550,-2064850,12,32,10222,156,9293,GEIKIE3,CE,146,35838,Steno Bræ,13445,land,False,-1,,,-1,-1
8,82642,-23.647,69.739,807250,-2064850,19,32,10784,156,9850,GEIKIE3,CE,146,36050,Steno Bræ,13517,land,False,-1,,,-1,-1
9,82643,-23.575,69.729,810250,-2064850,-1,32,13261,156,11641,GEIKIE3,CE,146,37096,Steno Bræ,14219,land,False,-1,,,-1,-1
10,82644,-23.536,69.724,811850,-2064850,3,32,14394,156,12652,GEIKIE3,CE,146,37739,Steno Bræ,14829,land,False,-1,,,-1,-1
11,82652,-23.696,69.745,805250,-2064950,13,32,9298,156,8362,GEIKIE3,CE,146,35573,Steno Bræ,13507,land,False,-1,,,-1,-1
12,82667,-23.729,69.745,804050,-2065350,10,32,8707,156,7814,GEIKIE3,CE,146,35670,Steno Bræ,13980,land,False,-1,,,-1,-1
13,82674,-23.763,69.749,802650,-2065450,7,32,7313,156,6478,GEIKIE3,CE,146,35478,Steno Bræ,14292,land,False,-1,,,-1,-1
14,82676,-23.619,69.730,808650,-2065450,1,32,12276,156,11281,GEIKIE3,CE,146,37074,Steno Bræ,14353,land,False,-1,,,-1,-1
15,82712,-23.850,69.756,799250,-2065950,11,32,3887,156,3151,GEIKIE3,CE,146,35499,Bartholin Bræ,15489,land,False,-1,,,-1,-1
16,82716,-23.822,69.751,800450,-2066050,5,32,5040,156,4347,GEIKIE3,CE,146,35728,Steno Bræ,15455,land,False,-1,,,-1,-1
17,82736,-23.869,69.752,798750,-2066650,5,32,3275,156,2924,GEIKIE3,CE,146,36154,Bartholin Bræ,14649,land,False,-1,,,-1,-1
18,82750,-23.699,69.728,805850,-2066750,8,32,10366,256,9492,ICE_CAPS_CE,CE,146,37467,Steno Bræ,15308,land,False,-1,,,-1,-1
19,82774,-23.830,69.742,800550,-2067150,-1,32,5070,156,4764,GEIKIE3,CE,146,36832,Bartholin Bræ,14995,land,False,-1,,,-1,-1
20,82775,-23.736,69.729,804450,-2067150,-1,32,8967,256,8312,ICE_CAPS_CE,CE,146,37514,Steno Bræ,15740,land,False,-1,,,-1,-1
21,82785,-23.873,69.746,798850,-2067350,8,32,3392,156,3391,GEIKIE3,CE,146,36860,Bartholin Bræ,14046,land,False,-1,,,-1,-1
22,82788,-23.861,69.744,799350,-2067350,9,32,3888,156,3798,GEIKIE3,CE,146,36902,Bartholin Bræ,14258,land,False,-1,,,-1,-1
23,82792,-23.565,69.704,811650,-2067350,-1,32,15826,256,13695,ICE_CAPS_CE,CE,146,39943,Steno Bræ,17049,land,False,-1,,,-1,-1
24,82810,-23.800,69.734,801950,-2067550,9,32,6495,156,6211,GEIKIE3,CE,146,37425,Bartholin Bræ,15407,land,False,-1,,,-1,-1
25,82812,-23.752,69.727,803950,-2067550,9,32,8488,256,7699,ICE_CAPS_CE,CE,146,37795,Steno Bræ,16179,land,False,-1,,,-1,-1
26,82838,-23.663,69.713,807750,-2067850,4,32,12300,256,10136,ICE_CAPS_CE,CE,146,39059,Steno Bræ,16557,land,False,-1,,,-1,-1
27,82883,-23.541,69.688,813150,-2068650,8,32,17749,256,14505,ICE_CAPS_CE,CE,146,41736,Steno Bræ,18826,land,False,-1,,,-1,-1
28,82900,-23.638,69.698,809250,-2069050,1,32,13928,256,10778,ICE_CAPS_CE,CE,146,40668,Steno Bræ,17998,land,False,-1,,,-1,-1
29,82933,-23.534,69.678,813850,-2069650,3,32,18566,256,14841,ICE_CAPS_CE,CE,146,42936,Steno Bræ,20025,land,False,-1,,,-1,-1
30,82934,-23.342,69.651,821850,-2069650,42,32,23413,256,22590,ICE_CAPS_CE,CE,146,46830,Steno Bræ,24464,land,False,-1,,,-1,-1
31,82949,-23.364,69.651,821050,-2069950,6,32,23331,256,21746,ICE_CAPS_CE,CE,146,46646,Steno Bræ,24166,land,False,-1,,,-1,-1
32,82956,-23.399,69.655,819650,-2070050,36,32,22867,256,20355,ICE_CAPS_CE,CE,146,45995,Steno Bræ,23370,land,False,-1,,,-1,-1
33,82962,-23.491,69.667,815850,-2070150,17,32,20619,256,16630,ICE_CAPS_CE,CE,146,44251,Steno Bræ,21374,land,False,-1,,,-1,-1
34,82965,-23.453,69.661,817450,-2070250,-1,32,22172,256,18163,ICE_CAPS_CE,CE,146,45080,Steno Bræ,22277,land,False,-1,,,-1,-1
35,82992,-23.627,69.681,810350,-2070650,18,32,15325,256,11201,ICE_CAPS_CE,CE,146,42543,Bartholin Bræ,19690,land,False,-1,,,-1,-1
36,83020,-23.614,69.670,811250,-2071550,19,32,16430,256,11829,ICE_CAPS_CE,CE,146,43697,Bartholin Bræ,20079,land,False,-1,,,-1,-1
37,83069,-23.595,69.652,812650,-2073150,-1,32,16793,256,12965,ICE_CAPS_CE,CE,146,45691,Bartholin Bræ,20758,land,False,-1,,,-1,-1
38,83145,-23.552,69.627,815250,-2075150,10,32,17707,256,15546,ICE_CAPS_CE,CE,146,48531,Bartholin Bræ,22696,land,False,-1,,,-1,-1
39,83218,-23.644,69.626,811950,-2076550,-1,32,14167,256,12436,ICE_CAPS_CE,CE,146,48639,Bartholin Bræ,19179,land,False,-1,,,-1,-1
40,83247,-23.661,69.624,811450,-2077050,4,32,13476,156,11945,GEIKIE3,CE,146,48952,Bartholin Bræ,18598,land,False,-1,,,-1,-1
41,83305,-23.679,69.618,811050,-2077950,2,32,12667,156,11041,GEIKIE3,CE,146,49684,Bartholin Bræ,18071,land,False,-1,,,-1,-1
42,83335,-23.631,69.608,813150,-2078250,-1,32,14394,156,12492,GEIKIE3,CE,146,50642,Bartholin Bræ,20126,land,False,-1,,,-1,-1
43,83351,-23.695,69.615,810550,-2078450,0,32,11985,156,10335,GEIKIE3,CE,146,50013,Bartholin Bræ,17519,land,False,-1,,,-1,-1
44,83382,-23.659,69.605,812250,-2078950,-1,32,13286,156,11353,GEIKIE3,CE,146,51007,Bartholin Bræ,19173,land,False,-1,,,-1,-1
45,83407,-23.708,69.608,810350,-2079350,2,32,11392,156,9594,GEIKIE3,CE,146,50818,Bartholin Bræ,17253,land,False,-1,,,-1,-1
46,83459,-23.721,69.602,810150,-2080150,2,32,10884,156,8947,GEIKIE3,CE,146,51530,Bartholin Bræ,17034,land,False,-1,,,-1,-1
47,83476,-23.718,69.600,810350,-2080350,-1,32,10996,156,8995,GEIKIE3,CE,146,51778,Bartholin Bræ,17235,land,False,-1,,,-1,-1
48,54637,-23.434,69.719,815750,-2063950,328,32,15815,156,15010,GEIKIE3,CE,146,38759,Steno Bræ,16164,ice,False,82479,-23.460,69.740,813950,-2062150
49,54737,-23.391,69.694,818350,-2065950,356,32,18580,156,18114,GEIKIE3,CE,146,41822,Steno Bræ,19373,ice,False,82482,-23.214,69.705,824250,-2062250
50,54789,-23.524,69.701,813250,-2067050,348,32,16927,156,15230,GEIKIE3,CE,146,40325,Steno Bræ,17420,ice,False,82644,-23.536,69.724,811850,-2064850
51,54993,-23.630,69.683,810150,-2070450,9,32,15083,256,11072,ICE_CAPS_CE,CE,146,42287,Steno Bræ,19563,ice,False,82992,-23.627,69.681,810350,-2070650
52,55205,-23.686,69.655,809250,-2074150,337,32,13669,256,9519,ICE_CAPS_CE,CE,146,45521,Bartholin Bræ,17221,ice,False,83069,-23.595,69.652,812650,-2073150
53,55386,-23.661,69.602,812350,-2079350,131,32,13223,156,11214,GEIKIE3,CE,146,51418,Bartholin Bræ,19251,ice,False,83382,-23.659,69.605,812250,-2078950

