index,id,lon,lat,x,y,elev,Z2012_sector,Z2012_sector_dist,M2019_ID,M2019_ID_dist,M2019_basin,M2019_region,M2020_gate,M2020_gate_dist,B2015_name,B2015_dist,domain,upstream,coast_id,coast_lon,coast_lat,coast_x,coast_y
0,86110,-24.770,69.265,784950,-2129950,4,32,15548,256,9732,ICE_CAPS_CE,CE,164,15850,Dendritgletsjer,47145,land,False,-1,,,-1,-1
1,86146,-24.784,69.261,784550,-2130550,7,32,15102,256,9803,ICE_CAPS_CE,CE,164,15627,Dendritgletsjer,47137,land,False,-1,,,-1,-1
2,86155,-24.773,69.257,785150,-2130850,4,32,15686,256,10452,ICE_CAPS_CE,CE,164,16288,Dendritgletsjer,47803,land,False,-1,,,-1,-1
3,86164,-24.790,69.256,784550,-2131150,2,32,15077,256,10209,ICE_CAPS_CE,CE,164,15812,Dendritgletsjer,47471,land,False,-1,,,-1,-1
4,86179,-25.090,69.291,772050,-2131550,7,32,2576,158,0,DENDRITGLETSCHER,CE,164,6066,Dendritgletsjer,38062,land,False,-1,,,-1,-1
5,86190,-25.069,69.285,773050,-2131950,12,32,3607,158,820,DENDRITGLETSCHER,CE,164,6877,Dendritgletsjer,39053,land,False,-1,,,-1,-1
6,86193,-25.029,69.280,774750,-2131950,26,32,5297,158,2517,DENDRITGLETSCHER,CE,164,7869,Dendritgletsjer,40281,land,False,-1,,,-1,-1
7,86198,-24.812,69.251,783950,-2132050,7,32,14486,256,10455,ICE_CAPS_CE,CE,164,15573,Dendritgletsjer,47492,land,False,-1,,,-1,-1
8,86210,-24.982,69.271,776850,-2132250,3,32,7416,158,4631,DENDRITGLETSCHER,CE,164,9572,Dendritgletsjer,42040,land,False,-1,,,-1,-1
9,86224,-24.924,69.262,779350,-2132450,5,32,9923,158,7139,DENDRITGLETSCHER,CE,164,11690,Dendritgletsjer,44077,land,False,-1,,,-1,-1
