index,id,lon,lat,x,y,elev,Z2012_sector,Z2012_sector_dist,M2019_ID,M2019_ID_dist,M2019_basin,M2019_region,M2020_gate,M2020_gate_dist,B2015_name,B2015_dist,domain,upstream,coast_id,coast_lon,coast_lat,coast_x,coast_y
0,94150,-30.771,68.306,584350,-2304450,8,32,3271,75,93,SORGENFRI,CE,193,5657,Schelderup Gletsjer,8631,land,False,-1,,,-1,-1
1,94151,-30.759,68.305,584850,-2304450,8,32,3756,75,550,SORGENFRI,CE,193,6010,Schelderup Gletsjer,8927,land,False,-1,,,-1,-1
2,94177,-30.750,68.301,585350,-2304750,6,32,4167,75,1050,SORGENFRI,CE,193,6577,Schelderup Gletsjer,9013,land,False,-1,,,-1,-1
3,94220,-30.690,68.291,588050,-2305250,3,32,6736,75,2684,SORGENFRI,CE,193,9000,Schelderup Gletsjer,10684,land,False,-1,,,-1,-1
4,94274,-30.411,68.259,600150,-2305850,0,32,14123,75,0,SORGENFRI,CE,189,14930,Schelderup Gletsjer,21512,land,False,-1,,,-1,-1
5,94292,-30.452,68.261,598450,-2306050,4,32,14746,75,158,SORGENFRI,CE,189,15870,Schelderup Gletsjer,19821,land,False,-1,,,-1,-1
6,94330,-30.652,68.277,589950,-2306450,2,32,8619,75,1708,SORGENFRI,CE,193,11246,Schelderup Gletsjer,11706,land,False,-1,,,-1,-1
7,94332,-30.401,68.252,600750,-2306450,2,32,14308,75,627,SORGENFRI,CE,189,15256,Schelderup Gletsjer,21945,land,False,-1,,,-1,-1
8,94336,-30.823,68.292,582650,-2306550,-82,32,1446,75,0,SORGENFRI,CE,193,5819,Schelderup Gletsjer,5938,land,False,-1,,,-1,-1
9,94370,-30.400,68.247,600950,-2307050,-1,32,14719,75,823,SORGENFRI,CE,189,15750,Schelderup Gletsjer,22010,land,False,-1,,,-1,-1
10,94396,-30.470,68.250,598050,-2307450,19,32,16196,75,1378,SORGENFRI,CE,189,17291,Schelderup Gletsjer,19090,land,False,-1,,,-1,-1
11,94404,-30.624,68.264,591450,-2307550,4,32,10233,75,2166,SORGENFRI,CE,193,13105,Schelderup Gletsjer,12688,land,False,-1,,,-1,-1
12,94454,-30.558,68.255,594350,-2307850,3,32,13145,75,1812,SORGENFRI,CE,193,15734,Schelderup Gletsjer,15395,land,False,-1,,,-1,-1
13,94457,-30.537,68.253,595250,-2307850,-1,32,14035,75,1834,SORGENFRI,CE,193,16527,Schelderup Gletsjer,16270,land,False,-1,,,-1,-1
14,94463,-30.587,68.257,593150,-2307950,0,32,11975,75,1973,SORGENFRI,CE,193,14750,Schelderup Gletsjer,14207,land,False,-1,,,-1,-1
15,94464,-30.580,68.256,593450,-2307950,0,32,12271,75,1887,SORGENFRI,CE,193,15006,Schelderup Gletsjer,14497,land,False,-1,,,-1,-1
16,94467,-30.519,68.250,596050,-2307950,-1,32,14842,75,2076,SORGENFRI,CE,193,17284,Schelderup Gletsjer,17029,land,False,-1,,,-1,-1
