index,id,lon,lat,x,y,elev,Z2012_sector,Z2012_sector_dist,M2019_ID,M2019_ID_dist,M2019_basin,M2019_region,M2020_gate,M2020_gate_dist,B2015_name,B2015_dist,domain,upstream,coast_id,coast_lon,coast_lat,coast_x,coast_y
0,138930,-41.333,64.346,180650,-2818750,0,42,603,191,0,APUSEERSERPIA,SE,271,5650,Gråulv,11527,land,False,-1,,,-1,-1
1,139012,-41.316,64.340,181550,-2819350,-1,42,503,191,0,APUSEERSERPIA,SE,271,5703,Gråulv,12429,land,False,-1,,,-1,-1
2,139030,-41.389,64.341,177950,-2819450,17,42,2847,191,2199,APUSEERSERPIA,SE,272,7403,Gråulv,8835,land,False,-1,,,-1,-1
3,139070,-41.409,64.339,176950,-2819750,8,42,3750,83,3164,GRAULV,SE,272,6698,Gråulv,7859,land,False,-1,,,-1,-1
4,139151,-41.428,64.334,176050,-2820350,2,42,4822,83,2593,GRAULV,SE,272,6367,Gråulv,7053,land,False,-1,,,-1,-1
5,139208,-41.439,64.331,175550,-2820750,16,42,5462,83,1978,GRAULV,SE,272,6307,Gråulv,6656,land,False,-1,,,-1,-1
6,139235,-41.265,64.325,184150,-2820950,5,42,1740,191,1215,APUSEERSERPIA,SE,271,6750,Gråulv,15149,land,False,-1,,,-1,-1
7,139261,-41.239,64.323,185450,-2821050,-1,42,1925,191,794,APUSEERSERPIA,SE,271,6930,Apuseerserpia,15852,land,False,-1,,,-1,-1
8,139299,-41.215,64.321,186650,-2821150,5,42,2041,191,0,APUSEERSERPIA,SE,271,7305,Apuseerserpia,14773,land,False,-1,,,-1,-1
9,139339,-41.478,64.327,173650,-2821350,-233,43,7089,83,0,GRAULV,SE,272,5803,Gråulv,5094,land,False,-1,,,-1,-1
10,139382,-40.995,64.311,197550,-2821550,-66,42,2882,191,0,APUSEERSERPIA,SE,271,15064,Apuseerserpia,6657,land,False,-1,,,-1,-1
11,139397,-41.120,64.314,191350,-2821650,-1,42,1461,191,0,APUSEERSERPIA,SE,271,10188,Apuseerserpia,10862,land,False,-1,,,-1,-1
12,139398,-41.106,64.314,192050,-2821650,-1,42,1970,191,96,APUSEERSERPIA,SE,271,10678,Apuseerserpia,10294,land,False,-1,,,-1,-1
13,139411,-41.015,64.310,196550,-2821750,83,42,2027,191,256,APUSEERSERPIA,SE,271,14304,Apuseerserpia,7298,land,False,-1,,,-1,-1
14,139412,-41.013,64.310,196650,-2821750,11,42,2115,191,175,APUSEERSERPIA,SE,271,14389,Apuseerserpia,7247,land,False,-1,,,-1,-1
15,139551,-41.370,64.313,179050,-2822650,158,42,4640,191,3967,APUSEERSERPIA,SE,271,9793,Gråulv,10571,land,False,-1,,,-1,-1
16,139573,-40.882,64.297,203250,-2822750,-140,42,8703,260,472,ICE_CAPS_SE,SE,266,18421,Apuseerserpia,7843,land,False,-1,,,-1,-1
17,139593,-41.063,64.302,194250,-2822850,-46,42,2143,191,1141,APUSEERSERPIA,SE,271,13108,Apuseerserpia,9527,land,False,-1,,,-1,-1
18,139595,-40.886,64.297,203050,-2822850,7,42,8532,260,558,ICE_CAPS_SE,SE,266,18554,Apuseerserpia,7864,land,False,-1,,,-1,-1
19,139634,-41.092,64.300,192850,-2823150,-7,42,3059,191,1473,APUSEERSERPIA,SE,271,12308,Apuseerserpia,10684,land,False,-1,,,-1,-1
20,139646,-41.525,64.312,171450,-2823250,-79,43,5163,83,0,GRAULV,SE,274,6473,Gråulv,4837,land,False,-1,,,-1,-1
21,139647,-41.309,64.306,182150,-2823250,-1,42,3928,260,3058,ICE_CAPS_SE,SE,271,9237,Gråulv,13697,land,False,-1,,,-1,-1
22,139741,-41.266,64.294,184350,-2824450,3,42,5246,260,1559,ICE_CAPS_SE,SE,271,10250,Gråulv,16167,land,False,-1,,,-1,-1
23,139757,-41.260,64.293,184650,-2824550,-1,42,5365,260,1352,ICE_CAPS_SE,SE,271,10353,Gråulv,16484,land,False,-1,,,-1,-1
24,139763,-41.185,64.291,188350,-2824550,-1,42,3755,260,2040,ICE_CAPS_SE,SE,271,11078,Apuseerserpia,14994,land,False,-1,,,-1,-1
25,139769,-40.935,64.283,200750,-2824550,10,42,7069,260,587,ICE_CAPS_SE,SE,271,19350,Apuseerserpia,9076,land,False,-1,,,-1,-1
26,139801,-40.911,64.281,201950,-2824750,61,42,8204,260,0,ICE_CAPS_SE,SE,278,19430,Apuseerserpia,9412,land,False,-1,,,-1,-1
27,139859,-40.986,64.279,198250,-2825150,12,42,5590,260,291,ICE_CAPS_SE,SE,271,17655,Apuseerserpia,9879,land,False,-1,,,-1,-1
28,139901,-41.540,64.293,170850,-2825450,-58,43,3306,192,0,GYLDENLOVE,SE,276,6450,Gråulv,6668,land,False,-1,,,-1,-1
29,139902,-41.340,64.287,180750,-2825450,-1,42,6322,260,1191,ICE_CAPS_SE,SE,271,11710,Gråulv,13290,land,False,-1,,,-1,-1
30,140002,-41.359,64.280,179850,-2826350,25,42,7446,260,1244,ICE_CAPS_SE,SE,271,12839,Gråulv,12996,land,False,-1,,,-1,-1
31,140010,-41.175,64.274,188950,-2826450,-1,42,5418,260,1691,ICE_CAPS_SE,SE,271,13067,Apuseerserpia,15777,land,False,-1,,,-1,-1
32,140019,-41.385,64.279,178550,-2826550,-30,42,8148,260,2508,ICE_CAPS_SE,SE,272,12744,Gråulv,12070,land,False,-1,,,-1,-1
33,140068,-41.178,64.268,188850,-2827050,16,42,6026,260,1239,ICE_CAPS_SE,SE,271,13598,Apuseerserpia,16270,land,False,-1,,,-1,-1
34,140080,-41.546,64.278,170650,-2827150,-278,43,2681,192,0,GYLDENLOVE,SE,276,6439,Gråulv,8283,land,False,-1,,,-1,-1
35,140081,-40.987,64.262,198350,-2827150,-1,42,7312,260,4,ICE_CAPS_SE,SE,278,18600,Apuseerserpia,11826,land,False,-1,,,-1,-1
36,140126,-41.369,64.269,179450,-2827650,-1,42,8805,260,1654,ICE_CAPS_SE,SE,272,14160,Gråulv,13464,land,False,-1,,,-1,-1
37,140155,-40.988,64.256,198350,-2827850,6,42,7930,260,0,ICE_CAPS_SE,SE,278,17991,Apuseerserpia,12517,land,False,-1,,,-1,-1
38,140176,-40.996,64.254,197950,-2828050,4,42,7941,260,0,ICE_CAPS_SE,SE,278,18025,Apuseerserpia,12782,land,False,-1,,,-1,-1
39,140259,-41.560,64.265,170050,-2828650,-290,43,1758,192,0,GYLDENLOVE,SE,276,6420,Gråulv,9686,land,False,-1,,,-1,-1
40,140280,-41.124,64.251,191650,-2828850,-17,42,7949,260,3639,ICE_CAPS_SE,SE,271,16345,Apuseerserpia,15916,land,False,-1,,,-1,-1
41,140283,-41.015,64.248,197050,-2828850,27,42,8393,260,0,ICE_CAPS_SE,SE,278,17855,Apuseerserpia,13753,land,False,-1,,,-1,-1
42,140289,-41.556,64.262,170250,-2828950,-355,43,1652,192,123,GYLDENLOVE,SE,276,6741,Gråulv,10005,land,False,-1,,,-1,-1
43,140293,-41.253,64.254,185250,-2828950,-1,42,9092,260,898,ICE_CAPS_SE,SE,271,14774,Gråulv,18943,land,False,-1,,,-1,-1
44,140308,-41.296,64.254,183150,-2829050,19,42,9758,260,293,ICE_CAPS_SE,SE,271,14874,Gråulv,17249,land,False,-1,,,-1,-1
45,140324,-41.316,64.254,182150,-2829150,-1,42,9826,260,511,ICE_CAPS_SE,SE,271,15064,Gråulv,16507,land,False,-1,,,-1,-1
46,140329,-41.242,64.252,185850,-2829150,-1,42,8983,260,895,ICE_CAPS_SE,SE,271,15020,Gråulv,19559,land,False,-1,,,-1,-1
47,140376,-41.224,64.249,186750,-2829450,-14,42,8900,260,932,ICE_CAPS_SE,SE,271,15430,Apuseerserpia,19454,land,False,-1,,,-1,-1
48,140412,-41.037,64.241,196050,-2829650,-1,42,8969,260,0,ICE_CAPS_SE,SE,278,17829,Apuseerserpia,14787,land,False,-1,,,-1,-1
49,140463,-41.035,64.236,196150,-2830250,9,42,9577,260,0,ICE_CAPS_SE,SE,278,17305,Apuseerserpia,15335,land,False,-1,,,-1,-1
50,140471,-41.505,64.248,172850,-2830350,-97,43,2414,192,0,GYLDENLOVE,SE,276,8879,Gråulv,11937,land,False,-1,,,-1,-1
51,140507,-40.742,64.223,210750,-2830650,-1,43,8978,260,82,ICE_CAPS_SE,SE,278,13133,Qapiarpik,13938,land,False,-1,,,-1,-1
52,140531,-41.538,64.245,171250,-2830850,-506,43,812,192,0,GYLDENLOVE,SE,276,7354,Gråulv,12031,land,False,-1,,,-1,-1
53,140565,-40.759,64.219,209950,-2831150,16,43,8138,260,0,ICE_CAPS_SE,SE,278,12473,Qapiarpik,13987,land,False,-1,,,-1,-1
54,140566,-40.747,64.219,210550,-2831150,2,43,8450,260,176,ICE_CAPS_SE,SE,278,12600,Qapiarpik,13635,land,False,-1,,,-1,-1
55,140633,-41.142,64.225,190950,-2831850,28,43,9131,260,3113,ICE_CAPS_SE,SE,280,16191,Apuseerserpia,18845,land,False,-1,,,-1,-1
56,140664,-41.052,64.219,195450,-2832250,15,43,8409,260,0,ICE_CAPS_SE,SE,278,16343,Apuseerserpia,17451,land,False,-1,,,-1,-1
57,140682,-40.711,64.206,212450,-2832450,0,43,7811,260,2179,ICE_CAPS_SE,SE,278,11976,Qapiarpik,11510,land,False,-1,,,-1,-1
58,140706,-40.749,64.206,210550,-2832650,2,43,7238,260,494,ICE_CAPS_SE,SE,278,11147,Qapiarpik,12434,land,False,-1,,,-1,-1
59,140787,-41.175,64.212,189450,-2833450,-1,43,6993,260,4847,ICE_CAPS_SE,SE,280,14047,Apuseerserpia,20984,land,False,-1,,,-1,-1
60,140788,-40.778,64.200,209150,-2833450,5,43,5759,260,112,ICE_CAPS_SE,SE,278,10070,Qapiarpik,12790,land,False,-1,,,-1,-1
61,140798,-40.933,64.204,201450,-2833550,41,43,4988,260,0,ICE_CAPS_SE,SE,278,11507,Apuseerserpia,18102,land,False,-1,,,-1,-1
62,140810,-40.827,64.200,206750,-2833650,-116,43,4651,260,0,ICE_CAPS_SE,SE,278,9771,Qapiarpik,14491,land,False,-1,,,-1,-1
63,140824,-40.869,64.200,204650,-2833750,-40,43,4560,260,0,ICE_CAPS_SE,SE,278,10034,Qapiarpik,16168,land,False,-1,,,-1,-1
64,140836,-41.028,64.204,196750,-2833850,24,43,6350,260,0,ICE_CAPS_SE,SE,278,14304,Apuseerserpia,18704,land,False,-1,,,-1,-1
65,140843,-41.471,64.216,174750,-2833950,53,43,3892,192,428,GYLDENLOVE,SE,276,8986,Gråulv,15965,land,False,-1,,,-1,-1
66,140861,-40.884,64.198,203950,-2834050,11,43,4311,260,129,ICE_CAPS_SE,SE,278,9966,Qapiarpik,16614,land,False,-1,,,-1,-1
67,140863,-41.160,64.205,190250,-2834150,-1,43,6838,260,4398,ICE_CAPS_SE,SE,280,13882,Apuseerserpia,21196,land,False,-1,,,-1,-1
68,140895,-40.989,64.199,198750,-2834350,-1,43,4786,260,0,ICE_CAPS_SE,SE,278,12518,Apuseerserpia,18928,land,False,-1,,,-1,-1
