index,id,lon,lat,x,y,elev,Z2012_sector,Z2012_sector_dist,M2019_ID,M2019_ID_dist,M2019_basin,M2019_region,M2020_gate,M2020_gate_dist,B2015_name,B2015_dist,domain,upstream,coast_id,coast_lon,coast_lat,coast_x,coast_y
0,155774,-42.308,62.152,144450,-3071750,9,50,4957,108,326,MOGENS_HEINESEN_SS_SSS,SE,314,17678,Sikuijivittip Apusiia,5975,land,False,-1,,,-1,-1
1,155799,-42.317,62.147,143950,-3072350,-1,50,4430,108,495,MOGENS_HEINESEN_SS_SSS,SE,316,17419,Sikuijivittip Apusiia,6346,land,False,-1,,,-1,-1
2,155857,-42.333,62.136,143150,-3073650,45,50,3604,108,38,MOGENS_HEINESEN_SS_SSS,SE,316,16138,Sikuijivittip Apusiia,7416,land,False,-1,,,-1,-1
3,155922,-42.346,62.123,142550,-3075150,25,50,3498,108,0,MOGENS_HEINESEN_SS_SSS,SE,316,15024,Sikuijivittip Apusiia,8836,land,False,-1,,,-1,-1
4,155939,-42.331,62.120,143350,-3075450,7,50,4340,108,646,MOGENS_HEINESEN_SS_SSS,SE,316,15686,Sikuijivittip Apusiia,9225,land,False,-1,,,-1,-1
5,155956,-42.309,62.118,144550,-3075650,8,50,5501,108,1843,MOGENS_HEINESEN_SS_SSS,SE,316,16778,Sikuijivittip Apusiia,9677,land,False,-1,,,-1,-1
6,156045,-42.288,62.104,145750,-3077150,2,50,7271,107,3364,PUISORTOQ_N,SE,316,17616,Sikuijivittip Apusiia,11471,land,False,-1,,,-1,-1
7,156096,-42.222,62.095,149350,-3078050,-1,50,9569,107,6935,PUISORTOQ_N,SE,316,21060,Sikuijivittip Apusiia,13870,land,False,-1,,,-1,-1
8,156114,-42.178,62.090,151750,-3078550,23,50,10340,91,8971,SE_NONAME7,SE,316,23408,Sikuijivittip Apusiia,15676,land,False,-1,,,-1,-1
9,156116,-42.301,62.091,145150,-3078650,2,50,7714,107,2770,PUISORTOQ_N,SE,316,16821,Sikuijivittip Apusiia,12730,land,False,-1,,,-1,-1
10,156161,-42.305,62.082,144950,-3079750,1,50,7119,107,2963,PUISORTOQ_N,SE,316,16556,Sikuijivittip Apusiia,13751,land,False,-1,,,-1,-1
11,156181,-42.404,62.081,139650,-3080050,5,50,3261,107,213,PUISORTOQ_N,SE,316,11250,Sikuijivittip Apusiia,13901,land,False,-1,,,-1,-1
12,156182,-42.385,62.081,140650,-3080050,-9,50,4096,107,394,PUISORTOQ_N,SE,316,12250,Sikuijivittip Apusiia,13773,land,False,-1,,,-1,-1
13,156183,-42.322,62.080,144050,-3080050,14,50,6960,107,2457,PUISORTOQ_N,SE,316,15650,Sikuijivittip Apusiia,13878,land,False,-1,,,-1,-1
14,156205,-42.410,62.080,139350,-3080250,-136,50,3167,107,0,PUISORTOQ_N,SE,316,10950,Sikuijivittip Apusiia,14150,land,False,-1,,,-1,-1
15,156228,-42.178,62.073,151850,-3080450,-1,50,8462,91,7157,SE_NONAME7,SE,316,23450,Sikuijivittip Apusiia,17255,land,False,-1,,,-1,-1
16,156264,-42.142,62.065,153850,-3081250,1,50,8117,91,6467,SE_NONAME7,SE,316,25464,Sikuijivittip Apusiia,19096,land,False,-1,,,-1,-1
17,156311,-42.373,62.061,141450,-3082350,3,50,6096,107,1771,PUISORTOQ_N,SE,316,13194,Sikuijivittip Apusiia,16021,land,False,-1,,,-1,-1
18,156332,-42.126,62.052,154750,-3082750,0,50,7146,91,5207,SE_NONAME7,SE,316,26454,Sikuijivittip Apusiia,20831,land,False,-1,,,-1,-1
19,156426,-42.389,62.043,140650,-3084450,1,50,5108,107,2626,PUISORTOQ_N,SE,316,12902,Sikuijivittip Apusiia,18159,land,False,-1,,,-1,-1
20,156476,-42.394,62.033,140450,-3085550,2,50,4441,107,3357,PUISORTOQ_N,SE,316,13104,Sikuijivittip Apusiia,19271,land,False,-1,,,-1,-1
21,156485,-42.442,62.032,137850,-3085850,-25,50,4498,107,1745,PUISORTOQ_N,SE,316,10908,Sikuijivittip Apusiia,19935,land,False,-1,,,-1,-1
22,156488,-42.548,62.033,132150,-3085950,-107,50,682,107,0,PUISORTOQ_N,SE,316,6650,Sikuijivittip Apusiia,21914,land,False,-1,,,-1,-1
23,156496,-42.472,62.031,136250,-3085950,-124,50,3474,107,379,PUISORTOQ_N,SE,316,9613,Sikuijivittip Apusiia,20418,land,False,-1,,,-1,-1
24,156503,-42.515,62.031,133950,-3086050,3,50,1981,107,453,PUISORTOQ_N,SE,316,7919,Sikuijivittip Apusiia,21266,land,False,-1,,,-1,-1
25,156517,-42.417,62.027,139250,-3086350,-92,50,4675,209,2642,PUISORTOQ_S,SE,316,12374,Sikuijivittip Apusiia,20192,land,False,-1,,,-1,-1
26,156518,-42.304,62.024,145350,-3086350,3,50,540,91,1587,SE_NONAME7,SE,316,17963,Sikuijivittip Apusiia,20305,land,False,-1,,,-1,-1
27,156585,-42.477,62.017,136050,-3087650,3,50,2287,209,538,PUISORTOQ_S,SE,316,10539,Sikuijivittip Apusiia,22109,land,False,-1,,,-1,-1
28,156589,-42.297,62.013,145750,-3087650,-1,50,0,91,380,SE_NONAME7,SE,316,18803,Sikuijivittip Apusiia,21655,land,False,-1,,,-1,-1
29,156600,-42.449,62.015,137550,-3087750,3,50,3249,209,452,PUISORTOQ_S,SE,316,11736,Sikuijivittip Apusiia,21856,land,False,-1,,,-1,-1
30,156638,-42.487,62.013,135550,-3088050,60,50,1705,209,0,PUISORTOQ_S,SE,316,10465,Sikuijivittip Apusiia,22630,land,False,-1,,,-1,-1
31,156641,-42.211,62.007,150450,-3088050,7,50,855,91,29,SE_NONAME7,SE,316,23339,Sikuijivittip Apusiia,23328,land,False,-1,,,-1,-1
