Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,4.641,0.148
2015-02-15,4.665,0.149
2015-03-15,4.711,0.148
2015-04-15,4.767,0.153
2015-05-15,4.754,0.148
2015-06-15,4.764,0.151
2015-07-15,4.725,0.15
2015-08-15,4.69,0.149
2015-09-15,4.682,0.15
2015-10-15,4.619,0.147
2015-11-15,4.638,0.148
2015-12-15,4.555,0.144
2016-01-15,4.554,0.145
2016-02-15,4.507,0.145
2016-03-15,4.641,0.15
2016-04-15,4.607,0.147
2016-05-15,4.63,0.148
2016-06-15,4.658,0.148
2016-07-15,4.61,0.146
2016-08-15,4.466,0.145
2016-09-15,4.453,0.144
2016-10-15,4.658,0.148
2016-11-15,4.787,0.153
2016-12-15,4.926,0.159
2017-01-15,4.991,0.161
2017-02-15,5.078,0.164
2017-03-15,5.098,0.165
2017-04-15,5.184,0.168
2017-05-15,5.132,0.167
2017-06-15,5.187,0.166
2017-07-15,5.225,0.167
2017-08-15,5.15,0.167
2017-09-15,5.151,0.165
2017-10-15,5.164,0.167
2017-11-15,5.297,0.171
2017-12-15,5.378,0.173
2018-01-15,5.448,0.174
2018-02-15,5.435,0.176
2018-03-15,5.458,0.175
2018-04-15,5.477,0.177
2018-05-15,5.521,0.178
2018-06-15,5.476,0.177
2018-07-15,5.688,0.184
2018-08-15,5.686,0.181
2018-09-15,5.722,0.185
2018-10-15,5.973,0.194
2018-11-15,6.155,0.198
2018-12-15,6.517,0.211
2019-01-15,6.65,0.214
2019-02-15,6.656,0.214
2019-03-15,6.65,0.216
2019-04-15,6.741,0.22
2019-05-15,6.759,0.217
2019-06-15,6.872,0.219
2019-07-15,6.8,0.217
2019-08-15,6.588,0.21
2019-09-15,6.968,0.22
2019-10-15,7.498,0.238
2019-11-15,8.429,0.269
2019-12-15,9.435,0.301
