Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,1.142,0.191
2015-02-15,1.128,0.189
2015-03-15,1.126,0.188
2015-04-15,1.106,0.185
2015-05-15,1.101,0.184
2015-06-15,1.111,0.185
2015-07-15,1.106,0.185
2015-08-15,1.102,0.184
2015-09-15,1.098,0.183
2015-10-15,1.108,0.185
2015-11-15,1.109,0.188
2015-12-15,1.104,0.184
2016-01-15,1.136,0.188
2016-02-15,1.126,0.186
2016-03-15,1.102,0.188
2016-04-15,1.138,0.191
2016-05-15,1.133,0.191
2016-06-15,1.133,0.19
2016-07-15,1.113,0.188
2016-08-15,1.101,0.188
2016-09-15,1.09,0.183
2016-10-15,1.104,0.185
2016-11-15,1.133,0.191
2016-12-15,1.152,0.194
2017-01-15,1.131,0.192
2017-02-15,1.134,0.19
2017-03-15,1.131,0.189
2017-04-15,1.12,0.19
2017-05-15,1.139,0.193
2017-06-15,1.111,0.188
2017-07-15,1.122,0.189
2017-08-15,1.103,0.188
2017-09-15,1.085,0.184
2017-10-15,1.137,0.19
2017-11-15,1.124,0.188
2017-12-15,1.123,0.186
2018-01-15,1.107,0.184
2018-02-15,1.098,0.184
2018-03-15,1.078,0.181
2018-04-15,1.118,0.188
2018-05-15,1.132,0.189
2018-06-15,1.146,0.193
2018-07-15,1.139,0.193
2018-08-15,1.125,0.189
2018-09-15,1.158,0.195
2018-10-15,1.162,0.195
2018-11-15,1.236,0.204
2018-12-15,1.187,0.197
2019-01-15,1.182,0.195
2019-02-15,1.193,0.198
2019-03-15,1.193,0.198
2019-04-15,1.237,0.206
2019-05-15,1.234,0.204
2019-06-15,1.214,0.202
2019-07-15,1.174,0.197
2019-08-15,1.16,0.195
2019-09-15,1.184,0.2
2019-10-15,1.203,0.202
2019-11-15,1.253,0.209
2019-12-15,1.286,0.215
