Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,0.107,0.034
2015-02-15,0.106,0.033
2015-03-15,0.106,0.033
2015-04-15,0.102,0.032
2015-05-15,0.103,0.032
2015-06-15,0.109,0.034
2015-07-15,0.115,0.036
2015-08-15,0.107,0.034
2015-09-15,0.107,0.034
2015-10-15,0.098,0.033
2015-11-15,0.097,0.028
2015-12-15,0.098,0.032
2016-01-15,0.1,0.032
2016-02-15,0.104,0.032
2016-03-15,0.098,0.031
2016-04-15,0.099,0.031
2016-05-15,0.106,0.034
2016-06-15,0.12,0.038
2016-07-15,0.109,0.035
2016-08-15,0.108,0.034
2016-09-15,0.121,0.042
2016-10-15,0.12,0.037
2016-11-15,0.116,0.033
2016-12-15,0.112,0.038
2017-01-15,0.11,0.036
2017-02-15,0.107,0.033
2017-03-15,0.102,0.033
2017-04-15,0.1,0.032
2017-05-15,0.105,0.034
2017-06-15,0.106,0.034
2017-07-15,0.104,0.033
2017-08-15,0.104,0.033
2017-09-15,0.105,0.036
2017-10-15,0.105,0.032
2017-11-15,0.105,0.029
2017-12-15,0.105,0.036
2018-01-15,0.103,0.033
2018-02-15,0.099,0.032
2018-03-15,0.099,0.032
2018-04-15,0.099,0.032
2018-05-15,0.1,0.032
2018-06-15,0.103,0.033
2018-07-15,0.107,0.035
2018-08-15,0.101,0.033
2018-09-15,0.106,0.034
2018-10-15,0.135,0.047
2018-11-15,0.125,0.038
2018-12-15,0.109,0.035
2019-01-15,0.104,0.035
2019-02-15,0.102,0.032
2019-03-15,0.102,0.033
2019-04-15,0.104,0.034
2019-05-15,0.108,0.035
2019-06-15,0.105,0.035
2019-07-15,0.098,0.032
2019-08-15,0.097,0.032
2019-09-15,0.099,0.033
2019-10-15,0.098,0.033
2019-11-15,0.098,0.032
2019-12-15,0.098,0.032
