Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,3.755,0.192
2015-02-15,3.782,0.193
2015-03-15,3.801,0.221
2015-04-15,3.803,0.21
2015-05-15,3.876,0.214
2015-06-15,4.006,0.221
2015-07-15,4.141,0.228
2015-08-15,3.902,0.214
2015-09-15,3.823,0.209
2015-10-15,3.832,0.223
2015-11-15,3.863,0.19
2015-12-15,3.895,0.219
2016-01-15,3.898,0.215
2016-02-15,3.879,0.214
2016-03-15,3.835,0.211
2016-04-15,3.919,0.218
2016-05-15,4.015,0.221
2016-06-15,4.135,0.228
2016-07-15,3.98,0.22
2016-08-15,3.708,0.205
2016-09-15,3.633,0.2
2016-10-15,3.718,0.207
2016-11-15,3.71,0.202
2016-12-15,3.751,0.209
2017-01-15,3.81,0.212
2017-02-15,3.769,0.206
2017-03-15,3.846,0.214
2017-04-15,3.907,0.219
2017-05-15,3.964,0.22
2017-06-15,4.14,0.232
2017-07-15,3.978,0.219
2017-08-15,3.839,0.214
2017-09-15,3.802,0.21
2017-10-15,3.639,0.2
2017-11-15,3.769,0.209
2017-12-15,3.799,0.207
2018-01-15,3.836,0.215
2018-02-15,3.831,0.209
2018-03-15,3.853,0.215
2018-04-15,3.883,0.216
2018-05-15,3.899,0.218
2018-06-15,4.043,0.223
2018-07-15,4.216,0.234
2018-08-15,3.978,0.218
2018-09-15,3.744,0.21
2018-10-15,3.828,0.214
2018-11-15,3.906,0.216
2018-12-15,3.851,0.214
2019-01-15,3.92,0.215
2019-02-15,3.872,0.213
2019-03-15,3.945,0.219
2019-04-15,4.026,0.226
2019-05-15,4.038,0.224
2019-06-15,4.213,0.232
2019-07-15,3.824,0.209
2019-08-15,3.54,0.193
2019-09-15,3.529,0.194
2019-10-15,3.485,0.192
2019-11-15,3.658,0.203
2019-12-15,3.693,0.206
