Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,0.102,0.036
2015-02-15,0.107,0.038
2015-03-15,0.113,0.039
2015-04-15,0.123,0.043
2015-05-15,0.103,0.037
2015-06-15,0.083,0.029
2015-07-15,0.093,0.032
2015-08-15,0.092,0.032
2015-09-15,0.085,0.03
2015-10-15,0.086,0.03
2015-11-15,0.098,0.034
2015-12-15,0.1,0.035
2016-01-15,0.078,0.028
2016-02-15,0.065,0.023
2016-03-15,0.088,0.031
2016-04-15,0.095,0.033
2016-05-15,0.08,0.028
2016-06-15,0.075,0.026
2016-07-15,0.079,0.028
2016-08-15,0.08,0.028
2016-09-15,0.081,0.029
2016-10-15,0.092,0.032
2016-11-15,0.118,0.041
2016-12-15,0.114,0.04
2017-01-15,0.098,0.035
2017-02-15,0.103,0.036
2017-03-15,0.106,0.037
2017-04-15,0.094,0.033
2017-05-15,0.096,0.034
2017-06-15,0.073,0.026
2017-07-15,0.071,0.025
2017-08-15,0.085,0.03
2017-09-15,0.078,0.027
2017-10-15,0.105,0.037
2017-11-15,0.114,0.04
2017-12-15,0.108,0.038
2018-01-15,0.106,0.038
2018-02-15,0.095,0.033
2018-03-15,0.112,0.039
2018-04-15,0.106,0.038
2018-05-15,0.087,0.031
2018-06-15,0.076,0.027
2018-07-15,0.066,0.023
2018-08-15,0.068,0.023
2018-09-15,0.076,0.027
2018-10-15,0.09,0.032
2018-11-15,0.097,0.034
2018-12-15,0.113,0.04
2019-01-15,0.115,0.04
2019-02-15,0.106,0.037
2019-03-15,0.101,0.036
2019-04-15,0.081,0.029
2019-05-15,0.061,0.022
2019-06-15,0.063,0.022
2019-07-15,0.081,0.029
2019-08-15,0.091,0.033
2019-09-15,0.102,0.036
2019-10-15,0.1,0.036
2019-11-15,0.104,0.037
2019-12-15,0.105,0.038
