Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,9.619,0.683
2015-02-15,9.687,0.656
2015-03-15,9.766,0.645
2015-04-15,10.04,0.674
2015-05-15,9.758,0.653
2015-06-15,9.887,0.661
2015-07-15,9.992,0.671
2015-08-15,9.917,0.673
2015-09-15,9.822,0.656
2015-10-15,9.642,0.647
2015-11-15,9.621,0.652
2015-12-15,9.558,0.648
2016-01-15,9.368,0.618
2016-02-15,9.134,0.615
2016-03-15,9.161,0.603
2016-04-15,9.257,0.627
2016-05-15,9.356,0.637
2016-06-15,9.565,0.65
2016-07-15,9.411,0.645
2016-08-15,9.196,0.648
2016-09-15,9.174,0.639
2016-10-15,9.395,0.655
2016-11-15,9.338,0.651
2016-12-15,9.319,0.644
2017-01-15,9.318,0.641
2017-02-15,9.316,0.64
2017-03-15,9.345,0.647
2017-04-15,9.334,0.656
2017-05-15,9.773,0.669
2017-06-15,9.868,0.677
2017-07-15,9.934,0.692
2017-08-15,9.804,0.684
2017-09-15,9.703,0.673
2017-10-15,9.825,0.691
2017-11-15,9.969,0.689
2017-12-15,10.349,0.693
2018-01-15,10.459,0.691
2018-02-15,9.519,0.656
2018-03-15,9.406,0.651
2018-04-15,9.276,0.637
2018-05-15,9.275,0.653
2018-06-15,9.477,0.671
2018-07-15,9.506,0.668
2018-08-15,9.227,0.649
2018-09-15,9.108,0.648
2018-10-15,9.185,0.653
2018-11-15,9.2,0.645
2018-12-15,9.238,0.647
2019-01-15,9.272,0.645
2019-02-15,9.199,0.633
2019-03-15,9.229,0.641
2019-04-15,9.307,0.662
2019-05-15,9.503,0.661
2019-06-15,9.754,0.684
2019-07-15,9.575,0.669
2019-08-15,9.348,0.648
2019-09-15,9.578,0.676
2019-10-15,9.663,0.682
2019-11-15,9.634,0.68
2019-12-15,9.587,0.678
