Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,1.628,0.139
2015-02-15,1.659,0.143
2015-03-15,1.628,0.138
2015-04-15,1.589,0.136
2015-05-15,1.642,0.14
2015-06-15,1.746,0.15
2015-07-15,1.692,0.146
2015-08-15,1.634,0.139
2015-09-15,1.647,0.14
2015-10-15,1.704,0.145
2015-11-15,1.708,0.155
2015-12-15,1.683,0.131
2016-01-15,1.653,0.143
2016-02-15,1.639,0.141
2016-03-15,1.636,0.14
2016-04-15,1.63,0.14
2016-05-15,1.613,0.139
2016-06-15,1.619,0.139
2016-07-15,1.593,0.138
2016-08-15,1.592,0.141
2016-09-15,1.606,0.139
2016-10-15,1.658,0.144
2016-11-15,1.707,0.151
2016-12-15,1.757,0.153
2017-01-15,1.81,0.159
2017-02-15,1.81,0.156
2017-03-15,1.778,0.153
2017-04-15,1.801,0.157
2017-05-15,1.735,0.151
2017-06-15,1.76,0.154
2017-07-15,1.701,0.149
2017-08-15,1.637,0.145
2017-09-15,1.662,0.143
2017-10-15,1.653,0.145
2017-11-15,1.584,0.139
2017-12-15,1.626,0.141
2018-01-15,1.636,0.144
2018-02-15,1.613,0.141
2018-03-15,1.628,0.141
2018-04-15,1.632,0.141
2018-05-15,1.616,0.141
2018-06-15,1.631,0.142
2018-07-15,1.715,0.15
2018-08-15,1.583,0.138
2018-09-15,1.58,0.138
2018-10-15,1.703,0.149
2018-11-15,1.658,0.144
2018-12-15,1.73,0.15
2019-01-15,1.719,0.15
2019-02-15,1.729,0.149
2019-03-15,1.733,0.15
2019-04-15,1.66,0.147
2019-05-15,1.696,0.147
2019-06-15,1.735,0.152
2019-07-15,1.692,0.147
2019-08-15,1.572,0.136
2019-09-15,1.555,0.134
2019-10-15,1.64,0.144
2019-11-15,1.644,0.144
2019-12-15,1.79,0.157
