Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,0.153,0.01
2015-02-15,0.143,0.009
2015-03-15,0.151,0.01
2015-04-15,0.187,0.012
2015-05-15,0.162,0.01
2015-06-15,0.241,0.015
2015-07-15,0.166,0.011
2015-08-15,0.137,0.009
2015-09-15,0.139,0.009
2015-10-15,0.153,0.01
2015-11-15,0.178,0.011
2015-12-15,0.127,0.008
2016-01-15,0.105,0.007
2016-02-15,0.106,0.007
2016-03-15,0.104,0.007
2016-04-15,0.113,0.007
2016-05-15,0.116,0.007
2016-06-15,0.124,0.008
2016-07-15,0.114,0.007
2016-08-15,0.124,0.008
2016-09-15,0.122,0.008
2016-10-15,0.127,0.008
2016-11-15,0.146,0.009
2016-12-15,0.156,0.01
2017-01-15,0.149,0.01
2017-02-15,0.149,0.01
2017-03-15,0.148,0.01
2017-04-15,0.152,0.01
2017-05-15,0.14,0.009
2017-06-15,0.136,0.009
2017-07-15,0.137,0.009
2017-08-15,0.139,0.009
2017-09-15,0.146,0.01
2017-10-15,0.16,0.01
2017-11-15,0.168,0.011
2017-12-15,0.148,0.01
2018-01-15,0.135,0.009
2018-02-15,0.137,0.009
2018-03-15,0.128,0.008
2018-04-15,0.134,0.009
2018-05-15,0.127,0.008
2018-06-15,0.125,0.008
2018-07-15,0.131,0.008
2018-08-15,0.131,0.008
2018-09-15,0.129,0.009
2018-10-15,0.139,0.009
2018-11-15,0.177,0.011
2018-12-15,0.137,0.009
2019-01-15,0.145,0.009
2019-02-15,0.162,0.01
2019-03-15,0.171,0.011
2019-04-15,0.139,0.009
2019-05-15,0.122,0.008
2019-06-15,0.128,0.008
2019-07-15,0.116,0.008
2019-08-15,0.127,0.008
2019-09-15,0.136,0.009
2019-10-15,0.125,0.008
2019-11-15,0.128,0.008
2019-12-15,0.136,0.009
