Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,27.759,1.201
2015-02-15,27.485,1.183
2015-03-15,27.342,1.166
2015-04-15,27.122,1.162
2015-05-15,27.084,1.157
2015-06-15,27.533,1.176
2015-07-15,27.418,1.186
2015-08-15,26.683,1.146
2015-09-15,27.064,1.169
2015-10-15,27.047,1.168
2015-11-15,26.964,1.163
2015-12-15,26.686,1.142
2016-01-15,26.366,1.134
2016-02-15,26.188,1.139
2016-03-15,26.278,1.149
2016-04-15,26.088,1.138
2016-05-15,25.886,1.134
2016-06-15,26.064,1.131
2016-07-15,25.423,1.111
2016-08-15,24.752,1.116
2016-09-15,24.986,1.113
2016-10-15,25.201,1.109
2016-11-15,25.486,1.113
2016-12-15,26.069,1.144
2017-01-15,26.245,1.159
2017-02-15,26.912,1.186
2017-03-15,27.201,1.188
2017-04-15,27.352,1.2
2017-05-15,28.208,1.251
2017-06-15,28.383,1.25
2017-07-15,28.847,1.269
2017-08-15,28.523,1.267
2017-09-15,28.737,1.268
2017-10-15,29.095,1.302
2017-11-15,29.107,1.299
2017-12-15,29.307,1.287
2018-01-15,29.446,1.292
2018-02-15,29.694,1.326
2018-03-15,29.831,1.314
2018-04-15,29.805,1.306
2018-05-15,31.008,1.377
2018-06-15,31.013,1.387
2018-07-15,30.541,1.35
2018-08-15,29.515,1.298
2018-09-15,29.496,1.31
2018-10-15,29.893,1.321
2018-11-15,30.336,1.316
2018-12-15,30.745,1.356
2019-01-15,30.346,1.326
2019-02-15,30.328,1.336
2019-03-15,29.372,1.292
2019-04-15,29.695,1.307
2019-05-15,29.507,1.29
2019-06-15,29.117,1.265
2019-07-15,28.558,1.238
2019-08-15,28.531,1.238
2019-09-15,29.813,1.302
2019-10-15,29.921,1.299
2019-11-15,30.23,1.33
2019-12-15,30.409,1.353
