Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,31.127,1.764
2015-02-15,31.719,1.81
2015-03-15,32.047,1.805
2015-04-15,32.702,1.857
2015-05-15,33.506,1.926
2015-06-15,34.312,1.963
2015-07-15,34.513,2.001
2015-08-15,34.552,1.997
2015-09-15,34.206,1.962
2015-10-15,34.142,1.963
2015-11-15,33.613,1.923
2015-12-15,32.885,1.88
2016-01-15,32.469,1.863
2016-02-15,31.916,1.843
2016-03-15,31.395,1.796
2016-04-15,31.246,1.78
2016-05-15,30.942,1.786
2016-06-15,30.345,1.776
2016-07-15,30.106,1.752
2016-08-15,29.998,1.758
2016-09-15,31.068,1.82
2016-10-15,32.475,1.909
2016-11-15,33.757,1.972
2016-12-15,33.81,1.988
2017-01-15,34.078,2.027
2017-02-15,34.178,2.006
2017-03-15,34.343,1.987
2017-04-15,34.647,2.012
2017-05-15,35.736,2.026
2017-06-15,36.358,2.101
2017-07-15,35.994,2.095
2017-08-15,36.579,2.144
2017-09-15,37.375,2.146
2017-10-15,37.085,2.148
2017-11-15,36.412,2.109
2017-12-15,35.609,2.05
2018-01-15,34.774,1.999
2018-02-15,34.27,1.968
2018-03-15,33.886,1.951
2018-04-15,33.468,1.919
2018-05-15,33.287,1.898
2018-06-15,32.832,1.871
2018-07-15,33.023,1.894
2018-08-15,33.301,1.914
2018-09-15,33.983,1.974
2018-10-15,35.122,2.069
2018-11-15,35.417,2.055
2018-12-15,35.108,2.042
2019-01-15,35.129,2.005
2019-02-15,35.657,2.049
2019-03-15,36.294,2.099
2019-04-15,36.532,2.119
2019-05-15,36.373,2.083
2019-06-15,37.443,2.154
2019-07-15,38.275,2.189
2019-08-15,38.784,2.231
2019-09-15,39.64,2.291
2019-10-15,40.048,2.311
2019-11-15,39.256,2.323
2019-12-15,38.18,2.251
