Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,0.632,0.135
2015-02-15,0.588,0.118
2015-03-15,0.332,0.065
2015-04-15,0.289,0.058
2015-05-15,0.291,0.058
2015-06-15,0.29,0.058
2015-07-15,0.257,0.051
2015-08-15,0.246,0.049
2015-09-15,0.258,0.051
2015-10-15,0.255,0.052
2015-11-15,0.259,0.05
2015-12-15,0.265,0.053
2016-01-15,0.275,0.056
2016-02-15,0.28,0.057
2016-03-15,0.288,0.059
2016-04-15,0.278,0.057
2016-05-15,0.279,0.057
2016-06-15,0.263,0.053
2016-07-15,0.23,0.046
2016-08-15,0.227,0.046
2016-09-15,0.239,0.049
2016-10-15,0.258,0.052
2016-11-15,0.266,0.054
2016-12-15,0.274,0.056
2017-01-15,0.28,0.057
2017-02-15,0.286,0.058
2017-03-15,0.303,0.062
2017-04-15,0.306,0.063
2017-05-15,0.306,0.062
2017-06-15,0.294,0.06
2017-07-15,0.271,0.055
2017-08-15,0.275,0.056
2017-09-15,0.276,0.056
2017-10-15,0.275,0.056
2017-11-15,0.303,0.062
2017-12-15,0.318,0.065
2018-01-15,0.336,0.069
2018-02-15,0.352,0.074
2018-03-15,0.342,0.07
2018-04-15,0.346,0.071
2018-05-15,0.35,0.072
2018-06-15,0.352,0.073
2018-07-15,0.318,0.065
2018-08-15,0.306,0.062
2018-09-15,0.345,0.071
2018-10-15,0.378,0.079
2018-11-15,0.363,0.075
2018-12-15,0.376,0.078
2019-01-15,0.385,0.08
2019-02-15,0.384,0.079
2019-03-15,0.388,0.08
2019-04-15,0.397,0.083
2019-05-15,0.382,0.079
2019-06-15,0.342,0.07
2019-07-15,0.313,0.064
2019-08-15,0.316,0.064
2019-09-15,0.342,0.07
2019-10-15,0.345,0.071
2019-11-15,0.37,0.077
2019-12-15,0.396,0.082
