Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,4.707,0.174
2015-02-15,4.758,0.19
2015-03-15,4.599,0.161
2015-04-15,4.384,0.147
2015-05-15,4.193,0.161
2015-06-15,4.202,0.153
2015-07-15,4.324,0.158
2015-08-15,4.287,0.156
2015-09-15,4.285,0.157
2015-10-15,4.322,0.159
2015-11-15,4.278,0.159
2015-12-15,4.251,0.155
2016-01-15,4.198,0.153
2016-02-15,4.122,0.151
2016-03-15,4.035,0.147
2016-04-15,3.976,0.144
2016-05-15,4.276,0.156
2016-06-15,4.417,0.161
2016-07-15,4.429,0.163
2016-08-15,4.355,0.163
2016-09-15,4.229,0.157
2016-10-15,4.25,0.156
2016-11-15,4.169,0.153
2016-12-15,4.177,0.153
2017-01-15,4.078,0.15
2017-02-15,4.053,0.149
2017-03-15,4.002,0.147
2017-04-15,4.1,0.154
2017-05-15,4.012,0.146
2017-06-15,4.119,0.151
2017-07-15,4.21,0.154
2017-08-15,4.166,0.153
2017-09-15,4.02,0.147
2017-10-15,4.016,0.146
2017-11-15,4.049,0.149
2017-12-15,3.932,0.143
2018-01-15,4.032,0.147
2018-02-15,4.144,0.155
2018-03-15,4.128,0.151
2018-04-15,4.085,0.15
2018-05-15,4.276,0.159
2018-06-15,4.149,0.154
2018-07-15,4.314,0.159
2018-08-15,4.261,0.156
2018-09-15,4.12,0.153
2018-10-15,4.093,0.149
2018-11-15,4.105,0.149
2018-12-15,4.06,0.148
2019-01-15,4.033,0.147
2019-02-15,4.091,0.149
2019-03-15,4.172,0.155
2019-04-15,4.23,0.155
2019-05-15,4.408,0.158
2019-06-15,4.398,0.159
2019-07-15,4.495,0.164
2019-08-15,4.306,0.157
2019-09-15,4.105,0.149
2019-10-15,4.111,0.149
2019-11-15,4.249,0.155
2019-12-15,4.183,0.152
