Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,1.934,0.102
2015-02-15,1.911,0.101
2015-03-15,1.914,0.1
2015-04-15,1.952,0.103
2015-05-15,1.929,0.102
2015-06-15,1.915,0.1
2015-07-15,1.894,0.099
2015-08-15,1.875,0.098
2015-09-15,1.872,0.098
2015-10-15,1.913,0.1
2015-11-15,1.909,0.101
2015-12-15,1.918,0.103
2016-01-15,1.949,0.102
2016-02-15,1.956,0.106
2016-03-15,1.943,0.1
2016-04-15,1.939,0.103
2016-05-15,1.941,0.103
2016-06-15,1.935,0.102
2016-07-15,1.908,0.101
2016-08-15,1.904,0.102
2016-09-15,1.876,0.098
2016-10-15,1.869,0.098
2016-11-15,1.927,0.102
2016-12-15,1.949,0.102
2017-01-15,1.924,0.1
2017-02-15,1.892,0.097
2017-03-15,1.929,0.1
2017-04-15,1.926,0.101
2017-05-15,1.94,0.103
2017-06-15,1.924,0.101
2017-07-15,1.912,0.102
2017-08-15,1.881,0.1
2017-09-15,1.896,0.1
2017-10-15,1.886,0.099
2017-11-15,1.877,0.099
2017-12-15,1.866,0.098
2018-01-15,1.865,0.097
2018-02-15,1.845,0.097
2018-03-15,1.824,0.097
2018-04-15,1.864,0.099
2018-05-15,1.874,0.099
2018-06-15,1.874,0.1
2018-07-15,1.876,0.101
2018-08-15,1.88,0.1
2018-09-15,1.928,0.104
2018-10-15,2.095,0.115
2018-11-15,2.478,0.138
2018-12-15,2.027,0.108
2019-01-15,2.011,0.108
2019-02-15,1.981,0.106
2019-03-15,2.01,0.108
2019-04-15,2.042,0.112
2019-05-15,2.045,0.11
2019-06-15,2.033,0.109
2019-07-15,2.003,0.107
2019-08-15,1.999,0.107
2019-09-15,2.02,0.107
2019-10-15,2.05,0.108
2019-11-15,2.098,0.111
2019-12-15,2.112,0.111
