Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,NaN,NaN
2015-02-15,NaN,NaN
2015-03-15,NaN,NaN
2015-04-15,NaN,NaN
2015-05-15,NaN,NaN
2015-06-15,NaN,NaN
2015-07-15,6.664,0.573
2015-08-15,6.585,0.568
2015-09-15,6.547,0.565
2015-10-15,6.604,0.571
2015-11-15,6.621,0.603
2015-12-15,6.635,0.532
2016-01-15,6.66,0.581
2016-02-15,6.592,0.558
2016-03-15,6.663,0.586
2016-04-15,6.565,0.569
2016-05-15,6.374,0.555
2016-06-15,6.268,0.537
2016-07-15,6.184,0.544
2016-08-15,6.313,0.548
2016-09-15,6.427,0.56
2016-10-15,6.716,0.589
2016-11-15,7.07,0.623
2016-12-15,7.377,0.645
2017-01-15,7.76,0.69
2017-02-15,7.852,0.693
2017-03-15,7.757,0.676
2017-04-15,7.669,0.671
2017-05-15,7.567,0.655
2017-06-15,7.484,0.66
2017-07-15,7.348,0.643
2017-08-15,7.135,0.635
2017-09-15,7.216,0.628
2017-10-15,7.457,0.656
2017-11-15,7.477,0.658
2017-12-15,7.531,0.661
2018-01-15,7.558,0.656
2018-02-15,7.56,0.666
2018-03-15,7.55,0.657
2018-04-15,7.48,0.648
2018-05-15,7.422,0.649
2018-06-15,7.276,0.638
2018-07-15,7.116,0.617
2018-08-15,6.923,0.602
2018-09-15,7.07,0.621
2018-10-15,7.279,0.639
2018-11-15,7.38,0.641
2018-12-15,7.544,0.661
2019-01-15,7.665,0.669
2019-02-15,7.748,0.673
2019-03-15,7.718,0.67
2019-04-15,7.774,0.684
2019-05-15,7.853,0.676
2019-06-15,7.948,0.687
2019-07-15,7.68,0.666
2019-08-15,7.566,0.653
2019-09-15,7.607,0.66
2019-10-15,7.727,0.668
2019-11-15,7.989,0.693
2019-12-15,8.215,0.712
