Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,0.23,0.09
2015-02-15,0.241,0.095
2015-03-15,0.257,0.101
2015-04-15,0.255,0.1
2015-05-15,0.25,0.098
2015-06-15,0.258,0.102
2015-07-15,0.229,0.091
2015-08-15,0.202,0.08
2015-09-15,0.186,0.074
2015-10-15,0.206,0.082
2015-11-15,0.218,0.087
2015-12-15,0.229,0.091
2016-01-15,0.233,0.093
2016-02-15,0.238,0.095
2016-03-15,0.248,0.1
2016-04-15,0.26,0.104
2016-05-15,0.238,0.096
2016-06-15,0.278,0.112
2016-07-15,0.206,0.084
2016-08-15,0.192,0.079
2016-09-15,0.203,0.083
2016-10-15,0.225,0.091
2016-11-15,0.235,0.095
2016-12-15,0.244,0.099
2017-01-15,0.255,0.105
2017-02-15,0.26,0.106
2017-03-15,0.271,0.11
2017-04-15,0.288,0.117
2017-05-15,0.283,0.116
2017-06-15,0.242,0.099
2017-07-15,0.216,0.088
2017-08-15,0.203,0.084
2017-09-15,0.21,0.085
2017-10-15,0.235,0.097
2017-11-15,0.253,0.103
2017-12-15,0.258,0.105
2018-01-15,0.273,0.111
2018-02-15,0.285,0.117
2018-03-15,0.293,0.119
2018-04-15,0.292,0.119
2018-05-15,0.3,0.122
2018-06-15,0.307,0.126
2018-07-15,0.333,0.137
2018-08-15,0.268,0.109
2018-09-15,0.287,0.118
2018-10-15,0.339,0.138
2018-11-15,0.374,0.151
2018-12-15,0.391,0.16
2019-01-15,0.426,0.173
2019-02-15,0.431,0.175
2019-03-15,0.433,0.175
2019-04-15,0.453,0.185
2019-05-15,0.442,0.179
2019-06-15,0.391,0.159
2019-07-15,0.365,0.149
2019-08-15,0.378,0.154
2019-09-15,0.428,0.175
2019-10-15,0.458,0.192
2019-11-15,0.507,0.199
2019-12-15,0.524,0.213
