Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,0.463,0.096
2015-02-15,0.463,0.096
2015-03-15,0.441,0.091
2015-04-15,0.459,0.096
2015-05-15,0.491,0.102
2015-06-15,0.499,0.104
2015-07-15,0.46,0.097
2015-08-15,0.397,0.083
2015-09-15,0.39,0.082
2015-10-15,0.422,0.088
2015-11-15,0.43,0.09
2015-12-15,0.439,0.091
2016-01-15,0.463,0.097
2016-02-15,0.476,0.098
2016-03-15,0.495,0.105
2016-04-15,0.5,0.106
2016-05-15,0.511,0.109
2016-06-15,0.511,0.109
2016-07-15,0.456,0.097
2016-08-15,0.442,0.095
2016-09-15,0.421,0.089
2016-10-15,0.435,0.092
2016-11-15,0.47,0.099
2016-12-15,0.503,0.106
2017-01-15,0.501,0.107
2017-02-15,0.505,0.107
2017-03-15,0.51,0.108
2017-04-15,0.528,0.113
2017-05-15,0.537,0.114
2017-06-15,0.515,0.11
2017-07-15,0.43,0.091
2017-08-15,0.344,0.073
2017-09-15,0.318,0.067
2017-10-15,0.358,0.076
2017-11-15,0.351,0.074
2017-12-15,0.388,0.082
2018-01-15,0.399,0.083
2018-02-15,0.408,0.087
2018-03-15,0.438,0.092
2018-04-15,0.452,0.095
2018-05-15,0.471,0.1
2018-06-15,0.498,0.107
2018-07-15,0.448,0.096
2018-08-15,0.373,0.078
2018-09-15,0.4,0.084
2018-10-15,0.437,0.092
2018-11-15,0.485,0.101
2018-12-15,0.506,0.107
2019-01-15,0.515,0.108
2019-02-15,0.527,0.111
2019-03-15,0.542,0.115
2019-04-15,0.581,0.124
2019-05-15,0.564,0.121
2019-06-15,0.528,0.113
2019-07-15,0.46,0.097
2019-08-15,0.44,0.093
2019-09-15,0.425,0.09
2019-10-15,0.449,0.095
2019-11-15,0.499,0.106
2019-12-15,0.533,0.113
