Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,4.694,0.122
2015-02-15,4.681,0.123
2015-03-15,4.718,0.123
2015-04-15,4.692,0.123
2015-05-15,4.709,0.123
2015-06-15,4.767,0.124
2015-07-15,4.737,0.124
2015-08-15,4.625,0.122
2015-09-15,4.561,0.12
2015-10-15,4.581,0.12
2015-11-15,4.598,0.12
2015-12-15,4.608,0.128
2016-01-15,4.591,0.116
2016-02-15,4.576,0.106
2016-03-15,4.564,0.126
2016-04-15,4.571,0.12
2016-05-15,4.543,0.119
2016-06-15,4.589,0.121
2016-07-15,4.638,0.123
2016-08-15,4.626,0.123
2016-09-15,4.519,0.118
2016-10-15,4.483,0.117
2016-11-15,4.578,0.121
2016-12-15,4.573,0.123
2017-01-15,4.596,0.122
2017-02-15,4.592,0.12
2017-03-15,4.547,0.118
2017-04-15,4.64,0.122
2017-05-15,4.644,0.121
2017-06-15,4.695,0.123
2017-07-15,4.773,0.128
2017-08-15,4.722,0.127
2017-09-15,4.631,0.126
2017-10-15,4.581,0.122
2017-11-15,4.56,0.122
2017-12-15,4.495,0.12
2018-01-15,4.448,0.119
2018-02-15,4.408,0.116
2018-03-15,4.545,0.119
2018-04-15,4.476,0.116
2018-05-15,4.507,0.117
2018-06-15,4.486,0.117
2018-07-15,4.557,0.123
2018-08-15,4.606,0.124
2018-09-15,4.552,0.123
2018-10-15,4.571,0.123
2018-11-15,4.545,0.12
2018-12-15,4.554,0.118
2019-01-15,4.524,0.119
2019-02-15,4.558,0.119
2019-03-15,4.539,0.12
2019-04-15,4.588,0.121
2019-05-15,4.476,0.114
2019-06-15,4.558,0.119
2019-07-15,4.743,0.126
2019-08-15,4.721,0.125
2019-09-15,4.701,0.122
2019-10-15,4.596,0.122
2019-11-15,4.579,0.122
2019-12-15,4.678,0.122
