Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,0.023,0.004
2015-02-15,0.024,0.004
2015-03-15,0.025,0.004
2015-04-15,0.025,0.004
2015-05-15,0.026,0.004
2015-06-15,0.036,0.006
2015-07-15,0.032,0.005
2015-08-15,0.025,0.004
2015-09-15,0.025,0.004
2015-10-15,0.026,0.004
2015-11-15,0.027,0.004
2015-12-15,0.028,0.004
2016-01-15,0.029,0.005
2016-02-15,0.028,0.004
2016-03-15,0.03,0.005
2016-04-15,0.027,0.004
2016-05-15,0.022,0.004
2016-06-15,0.02,0.003
2016-07-15,0.022,0.004
2016-08-15,0.023,0.004
2016-09-15,0.022,0.004
2016-10-15,0.022,0.004
2016-11-15,0.022,0.004
2016-12-15,0.026,0.004
2017-01-15,0.028,0.005
2017-02-15,0.027,0.004
2017-03-15,0.032,0.005
2017-04-15,0.027,0.005
2017-05-15,0.024,0.004
2017-06-15,0.024,0.004
2017-07-15,0.025,0.004
2017-08-15,0.03,0.005
2017-09-15,0.036,0.006
2017-10-15,0.041,0.007
2017-11-15,0.049,0.008
2017-12-15,0.052,0.009
2018-01-15,0.061,0.01
2018-02-15,0.067,0.011
2018-03-15,0.069,0.012
2018-04-15,0.036,0.006
2018-05-15,0.03,0.005
2018-06-15,0.025,0.004
2018-07-15,0.024,0.004
2018-08-15,0.022,0.004
2018-09-15,0.029,0.005
2018-10-15,0.032,0.005
2018-11-15,0.029,0.005
2018-12-15,0.032,0.005
2019-01-15,0.032,0.005
2019-02-15,0.035,0.006
2019-03-15,0.033,0.005
2019-04-15,0.034,0.006
2019-05-15,0.03,0.005
2019-06-15,0.023,0.004
2019-07-15,0.026,0.004
2019-08-15,0.023,0.004
2019-09-15,0.019,0.003
2019-10-15,0.023,0.004
2019-11-15,0.024,0.004
2019-12-15,0.03,0.005
