Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,3.26,0.385
2015-02-15,3.267,0.359
2015-03-15,3.151,0.329
2015-04-15,3.113,0.329
2015-05-15,3.1,0.33
2015-06-15,3.114,0.332
2015-07-15,3.126,0.334
2015-08-15,3.033,0.321
2015-09-15,3.011,0.316
2015-10-15,3.014,0.313
2015-11-15,3.035,0.341
2015-12-15,3.046,0.29
2016-01-15,3.061,0.337
2016-02-15,3.059,0.328
2016-03-15,3.044,0.325
2016-04-15,3.1,0.331
2016-05-15,3.156,0.334
2016-06-15,3.115,0.325
2016-07-15,3.065,0.315
2016-08-15,3.062,0.324
2016-09-15,3.073,0.322
2016-10-15,3.132,0.329
2016-11-15,3.142,0.329
2016-12-15,3.147,0.324
2017-01-15,3.181,0.325
2017-02-15,3.233,0.335
2017-03-15,3.233,0.33
2017-04-15,3.244,0.34
2017-05-15,3.249,0.334
2017-06-15,3.293,0.345
2017-07-15,3.302,0.34
2017-08-15,3.156,0.331
2017-09-15,3.052,0.317
2017-10-15,3.001,0.307
2017-11-15,3.032,0.317
2017-12-15,3.052,0.318
2018-01-15,3.01,0.321
2018-02-15,2.99,0.315
2018-03-15,3.004,0.314
2018-04-15,3.072,0.32
2018-05-15,3.082,0.326
2018-06-15,3.117,0.329
2018-07-15,3.234,0.345
2018-08-15,3.059,0.315
2018-09-15,2.949,0.313
2018-10-15,2.999,0.314
2018-11-15,3.169,0.323
2018-12-15,3.092,0.325
2019-01-15,3.146,0.323
2019-02-15,3.221,0.332
2019-03-15,3.22,0.328
2019-04-15,3.256,0.334
2019-05-15,3.252,0.339
2019-06-15,3.247,0.337
2019-07-15,3.149,0.314
2019-08-15,3.034,0.303
2019-09-15,3.082,0.316
2019-10-15,3.118,0.319
2019-11-15,3.095,0.319
2019-12-15,3.169,0.329
