Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,0.514,0.065
2015-02-15,0.534,0.068
2015-03-15,0.538,0.069
2015-04-15,0.527,0.067
2015-05-15,0.554,0.071
2015-06-15,0.553,0.071
2015-07-15,0.505,0.064
2015-08-15,0.481,0.061
2015-09-15,0.475,0.061
2015-10-15,0.453,0.061
2015-11-15,0.466,0.053
2015-12-15,0.483,0.064
2016-01-15,0.496,0.064
2016-02-15,0.505,0.065
2016-03-15,0.508,0.065
2016-04-15,0.505,0.064
2016-05-15,0.511,0.065
2016-06-15,0.515,0.067
2016-07-15,0.516,0.071
2016-08-15,0.458,0.059
2016-09-15,0.463,0.064
2016-10-15,0.474,0.054
2016-11-15,0.484,0.057
2016-12-15,0.495,0.07
2017-01-15,0.534,0.07
2017-02-15,0.547,0.069
2017-03-15,0.556,0.071
2017-04-15,0.552,0.071
2017-05-15,0.559,0.072
2017-06-15,0.559,0.072
2017-07-15,0.522,0.068
2017-08-15,0.517,0.067
2017-09-15,0.551,0.072
2017-10-15,0.611,0.078
2017-11-15,0.667,0.093
2017-12-15,0.667,0.082
2018-01-15,0.662,0.091
2018-02-15,0.637,0.084
2018-03-15,0.534,0.07
2018-04-15,0.509,0.066
2018-05-15,0.554,0.072
2018-06-15,0.581,0.076
2018-07-15,0.529,0.069
2018-08-15,0.462,0.06
2018-09-15,0.478,0.062
2018-10-15,0.543,0.075
2018-11-15,0.532,0.063
2018-12-15,0.509,0.068
2019-01-15,0.505,0.067
2019-02-15,0.497,0.062
2019-03-15,0.51,0.066
2019-04-15,0.514,0.067
2019-05-15,0.513,0.066
2019-06-15,0.479,0.062
2019-07-15,0.425,0.055
2019-08-15,0.418,0.054
2019-09-15,0.424,0.054
2019-10-15,0.426,0.054
2019-11-15,0.445,0.058
2019-12-15,0.456,0.059
