Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,0.21,0.033
2015-02-15,0.202,0.033
2015-03-15,0.199,0.03
2015-04-15,0.197,0.031
2015-05-15,0.195,0.03
2015-06-15,0.199,0.031
2015-07-15,0.21,0.033
2015-08-15,0.179,0.028
2015-09-15,0.193,0.03
2015-10-15,0.199,0.032
2015-11-15,0.194,0.03
2015-12-15,0.189,0.03
2016-01-15,0.184,0.029
2016-02-15,0.184,0.029
2016-03-15,0.184,0.03
2016-04-15,0.187,0.03
2016-05-15,0.206,0.033
2016-06-15,0.201,0.032
2016-07-15,0.178,0.028
2016-08-15,0.162,0.026
2016-09-15,0.166,0.027
2016-10-15,0.18,0.029
2016-11-15,0.175,0.028
2016-12-15,0.179,0.029
2017-01-15,0.173,0.028
2017-02-15,0.172,0.027
2017-03-15,0.175,0.028
2017-04-15,0.186,0.03
2017-05-15,0.196,0.031
2017-06-15,0.171,0.027
2017-07-15,0.163,0.026
2017-08-15,0.168,0.027
2017-09-15,0.176,0.028
2017-10-15,0.172,0.028
2017-11-15,0.169,0.027
2017-12-15,0.183,0.029
2018-01-15,0.185,0.03
2018-02-15,0.184,0.029
2018-03-15,0.166,0.027
2018-04-15,0.172,0.028
2018-05-15,0.181,0.029
2018-06-15,0.21,0.033
2018-07-15,0.17,0.027
2018-08-15,0.176,0.028
2018-09-15,0.179,0.029
2018-10-15,0.166,0.027
2018-11-15,0.172,0.028
2018-12-15,0.191,0.031
2019-01-15,0.189,0.03
2019-02-15,0.185,0.029
2019-03-15,0.18,0.029
2019-04-15,0.193,0.031
2019-05-15,0.215,0.034
2019-06-15,0.188,0.03
2019-07-15,0.168,0.027
2019-08-15,0.156,0.025
2019-09-15,0.162,0.026
2019-10-15,0.161,0.026
2019-11-15,0.166,0.027
2019-12-15,0.165,0.027
