Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,6.877,0.422
2015-02-15,6.862,0.418
2015-03-15,6.805,0.417
2015-04-15,6.837,0.415
2015-05-15,6.76,0.407
2015-06-15,6.835,0.411
2015-07-15,6.728,0.409
2015-08-15,6.641,0.399
2015-09-15,6.648,0.397
2015-10-15,6.7,0.401
2015-11-15,6.714,0.422
2015-12-15,6.647,0.369
2016-01-15,6.567,0.389
2016-02-15,6.51,0.38
2016-03-15,6.471,0.378
2016-04-15,6.487,0.379
2016-05-15,6.516,0.385
2016-06-15,6.57,0.387
2016-07-15,6.515,0.381
2016-08-15,6.536,0.382
2016-09-15,6.534,0.382
2016-10-15,6.609,0.382
2016-11-15,6.658,0.388
2016-12-15,6.603,0.381
2017-01-15,6.73,0.388
2017-02-15,6.973,0.402
2017-03-15,7.048,0.404
2017-04-15,7.11,0.409
2017-05-15,7.475,0.424
2017-06-15,7.617,0.434
2017-07-15,7.627,0.431
2017-08-15,7.624,0.433
2017-09-15,7.581,0.419
2017-10-15,7.56,0.419
2017-11-15,7.541,0.412
2017-12-15,7.502,0.41
2018-01-15,7.411,0.401
2018-02-15,7.419,0.404
2018-03-15,7.373,0.396
2018-04-15,7.532,0.406
2018-05-15,7.703,0.418
2018-06-15,7.884,0.432
2018-07-15,7.881,0.434
2018-08-15,7.823,0.43
2018-09-15,7.81,0.433
2018-10-15,7.483,0.415
2018-11-15,7.689,0.417
2018-12-15,7.575,0.407
2019-01-15,7.574,0.403
2019-02-15,7.473,0.396
2019-03-15,7.551,0.397
2019-04-15,7.946,0.427
2019-05-15,8.046,0.429
2019-06-15,8.201,0.445
2019-07-15,7.984,0.438
2019-08-15,7.839,0.426
2019-09-15,7.88,0.43
2019-10-15,7.868,0.429
2019-11-15,7.722,0.412
2019-12-15,7.832,0.421
