Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,0.726,0.035
2015-02-15,0.723,0.038
2015-03-15,0.762,0.037
2015-04-15,0.764,0.037
2015-05-15,0.751,0.036
2015-06-15,0.76,0.037
2015-07-15,0.753,0.036
2015-08-15,0.725,0.035
2015-09-15,0.719,0.034
2015-10-15,0.74,0.036
2015-11-15,0.742,0.039
2015-12-15,0.742,0.032
2016-01-15,0.741,0.037
2016-02-15,0.74,0.036
2016-03-15,0.734,0.035
2016-04-15,0.717,0.034
2016-05-15,0.735,0.037
2016-06-15,0.733,0.037
2016-07-15,0.731,0.037
2016-08-15,0.741,0.037
2016-09-15,0.751,0.036
2016-10-15,0.792,0.039
2016-11-15,0.8,0.039
2016-12-15,0.791,0.039
2017-01-15,0.782,0.039
2017-02-15,0.79,0.039
2017-03-15,0.784,0.038
2017-04-15,0.792,0.039
2017-05-15,0.82,0.041
2017-06-15,0.826,0.041
2017-07-15,0.83,0.041
2017-08-15,0.806,0.041
2017-09-15,0.82,0.041
2017-10-15,0.814,0.041
2017-11-15,0.803,0.039
2017-12-15,0.809,0.038
2018-01-15,0.782,0.037
2018-02-15,0.779,0.038
2018-03-15,0.807,0.04
2018-04-15,0.822,0.041
2018-05-15,0.84,0.043
2018-06-15,0.836,0.043
2018-07-15,0.844,0.043
2018-08-15,0.815,0.04
2018-09-15,0.805,0.04
2018-10-15,0.792,0.039
2018-11-15,0.801,0.039
2018-12-15,0.801,0.037
2019-01-15,0.764,0.036
2019-02-15,0.817,0.037
2019-03-15,0.83,0.039
2019-04-15,0.859,0.043
2019-05-15,0.911,0.046
2019-06-15,0.915,0.047
2019-07-15,0.899,0.044
2019-08-15,0.895,0.044
2019-09-15,0.88,0.042
2019-10-15,0.89,0.042
2019-11-15,0.822,0.039
2019-12-15,0.811,0.04
