Date,Discharge (Gt/yr),Error (Gt/yr)
2015-01-15,1.474,0.462
2015-02-15,1.505,0.474
2015-03-15,1.505,0.468
2015-04-15,1.5,0.471
2015-05-15,1.486,0.465
2015-06-15,1.48,0.464
2015-07-15,1.478,0.464
2015-08-15,1.449,0.455
2015-09-15,1.456,0.455
2015-10-15,1.462,0.451
2015-11-15,1.458,0.459
2015-12-15,1.457,0.448
2016-01-15,1.448,0.478
2016-02-15,1.434,0.41
2016-03-15,1.419,0.469
2016-04-15,1.371,0.435
2016-05-15,1.393,0.444
2016-06-15,1.468,0.47
2016-07-15,1.418,0.448
2016-08-15,1.331,0.423
2016-09-15,1.355,0.426
2016-10-15,1.428,0.452
2016-11-15,1.433,0.455
2016-12-15,1.449,0.464
2017-01-15,1.455,0.459
2017-02-15,1.467,0.462
2017-03-15,1.459,0.453
2017-04-15,1.495,0.469
2017-05-15,1.484,0.46
2017-06-15,1.439,0.452
2017-07-15,1.416,0.445
2017-08-15,1.396,0.442
2017-09-15,1.385,0.433
2017-10-15,1.418,0.447
2017-11-15,1.463,0.463
2017-12-15,1.461,0.461
2018-01-15,1.485,0.465
2018-02-15,1.434,0.447
2018-03-15,1.42,0.452
2018-04-15,1.401,0.443
2018-05-15,1.36,0.429
2018-06-15,1.429,0.443
2018-07-15,1.459,0.461
2018-08-15,1.428,0.455
2018-09-15,1.461,0.468
2018-10-15,1.453,0.466
2018-11-15,1.466,0.458
2018-12-15,1.534,0.496
2019-01-15,1.575,0.501
2019-02-15,1.491,0.469
2019-03-15,1.45,0.455
2019-04-15,1.521,0.475
2019-05-15,1.576,0.491
2019-06-15,1.541,0.479
2019-07-15,1.498,0.469
2019-08-15,1.426,0.451
2019-09-15,1.428,0.449
2019-10-15,1.477,0.466
2019-11-15,1.503,0.479
2019-12-15,1.539,0.493
